application_number,pto_adjustment,pto_delay,applicant_delay,patent_term_extension
08908599,0,0,0,0
08908994,0,0,0,0
08909004,0,0,0,0
08909001,0,1092,0,1092
08908011,0,0,0,0
08909125,0,0,0,0
08909130,0,0,0,0
08909349,0,1120,0,1120
08909340,0,0,0,0
08910297,0,830,0,830
08909249,0,0,0,0
08909545,0,718,0,718
08909507,0,717,0,717
08909845,0,0,0,0
08909879,0,0,0,0
08909950,0,936,0,936
08910001,0,0,0,0
08909869,469,0,0,469
08910066,0,0,0,0
08910709,0,0,0,0
08911526,0,719,0,719
08911442,0,1088,0,1088
08894139,0,0,0,0
08910315,0,853,0,853
08910844,0,0,0,0
08910837,0,493,0,493
08910885,0,0,0,0
08894193,0,862,0,862
08911101,0,0,0,0
08911119,0,0,0,0
08911199,0,778,0,778
08911486,0,0,0,0
08911519,0,0,0,0
08911494,0,0,0,0
08912951,0,0,0,0
08911596,0,922,0,922
08911586,0,656,0,656
08911225,0,0,0,0
08911844,0,120,0,120
08911933,0,0,0,0
08911955,0,0,0,0
08911983,0,947,0,947
08911999,0,0,0,0
08912378,0,861,0,861
08912906,0,0,0,0
08912229,0,714,0,714
08912934,0,0,0,0
08914346,0,959,0,959
08915532,0,0,0,0
08920652,862,0,0,862
08920203,0,0,0,0
08912332,0,0,0,0
08912338,0,0,0,0
08912417,0,0,0,0
08912429,0,734,0,734
08914081,0,0,0,0
08914319,0,0,0,0
08914199,0,768,0,768
08894443,0,0,0,0
08914165,0,692,0,692
08914244,0,832,0,832
08914365,0,531,0,531
08914372,0,0,0,0
08914405,0,0,0,0
08860222,0,0,0,0
08914700,0,852,0,852
08914477,0,213,0,213
08914743,0,792,0,792
08914861,0,0,0,0
08914957,0,0,0,0
08914988,0,0,0,0
08915004,0,1631,1631,0
08915079,0,480,0,480
08914789,0,0,0,0
08915080,0,0,0,0
08915467,0,0,0,0
08849201,0,0,0,0
08915597,0,929,0,929
08915659,0,337,337,0
08915658,0,1504,0,1504
08915738,0,677,0,677
08915848,0,0,0,0
08915707,0,0,0,0
08915655,0,886,0,886
08915996,0,0,0,0
08916178,0,0,0,0
08916055,0,0,0,0
08920326,0,0,0,0
08918096,0,0,0,0
08836550,0,0,0,0
08894376,0,0,0,0
08916247,0,0,0,0
08916390,0,0,0,0
08916340,0,543,0,543
08916413,0,1267,0,1267
08916540,0,0,0,0
08916527,0,0,0,0
08916865,0,0,0,0
08918537,0,0,0,0
08920272,0,0,0,0
08920265,0,0,0,0
08918598,0,0,0,0
08918595,0,0,0,0
08817704,0,527,0,527
08917197,0,0,0,0
08917392,0,0,0,0
08917336,0,0,0,0
08917402,0,1366,0,1366
08918944,0,0,0,0
08918741,0,938,0,938
08921884,0,1267,0,1267
08917530,0,0,0,0
08917704,0,893,0,893
08917710,0,0,0,0
08918383,0,703,0,703
08918407,0,0,0,0
08918793,0,0,0,0
08920057,0,0,0,0
08921951,0,0,0,0
08918474,0,662,0,662
08920100,0,0,0,0
08921954,0,0,0,0
08917718,0,642,0,642
08894788,0,611,0,611
08917784,0,0,0,0
08918920,0,724,0,724
08919027,0,0,0,0
08920559,0,0,0,0
08921943,0,869,0,869
08920541,0,1138,0,1138
08926620,0,0,0,0
08924552,0,1294,0,1294
08921997,0,0,0,0
08921625,0,0,0,0
08925003,0,0,0,0
08894828,0,0,0,0
08919313,0,0,0,0
08919448,0,1065,0,1065
08919674,0,1007,0,1007
08919450,0,0,0,0
08919850,0,0,0,0
08919477,0,810,0,810
08919866,708,0,0,708
08919936,0,533,0,533
08920305,0,0,0,0
08924060,0,0,0,0
08968735,0,0,0,0
08927106,0,1472,0,1472
08919559,0,602,0,602
08919795,0,542,0,542
08919947,0,0,0,0
08920389,0,0,0,0
08920433,0,0,0,0
08920669,0,0,0,0
08920751,0,574,0,574
08920954,0,0,0,0
08921103,0,0,0,0
08921130,0,935,0,935
08921133,0,0,0,0
08921250,0,0,0,0
08924857,0,667,0,667
08924039,0,755,0,755
09887691,0,0,0,0
08921497,0,0,0,0
08921533,0,646,0,646
08921701,0,727,0,727
08921485,0,0,0,0
08921817,0,0,0,0
08922300,0,0,0,0
08923755,0,0,0,0
09111833,0,0,0,0
08922715,0,0,0,0
08922297,0,0,0,0
08922478,0,1339,0,1339
08922462,0,0,0,0
08922363,0,0,0,0
08922521,0,226,0,226
08922581,0,957,0,957
08922345,0,0,0,0
08922599,0,0,0,0
08922711,0,0,0,0
08922492,0,0,0,0
08922929,0,726,0,726
08929308,0,752,0,752
08923436,0,755,0,755
08923091,0,0,0,0
08923133,0,752,0,752
08923176,0,0,0,0
08923218,994,0,0,994
08923211,0,0,0,0
08923293,0,1030,0,1030
08923424,0,705,0,705
08923474,0,542,0,542
08923449,0,722,0,722
08923651,0,1017,0,1017
08923612,0,1235,0,1235
08923717,0,717,0,717
08923683,0,0,0,0
08923783,0,587,0,587
08926592,0,0,0,0
08923650,0,0,0,0
08923866,0,0,0,0
08923949,0,1375,0,1375
08924307,452,0,0,452
08924286,0,0,0,0
08924342,0,0,0,0
08924350,0,0,0,0
08924681,0,1072,0,1072
08924820,0,0,0,0
08924851,0,0,0,0
08924856,0,877,0,877
08924865,0,1018,0,1018
08924867,0,781,0,781
08926301,0,0,0,0
08926288,0,0,0,0
08926299,1156,0,0,1156
08913218,0,0,0,0
08913612,0,0,0,0
08924941,0,942,0,942
08925208,0,0,0,0
08925214,0,0,0,0
08925276,0,0,0,0
08925321,0,1373,0,1373
08925302,0,0,0,0
08925354,0,0,0,0
08925339,0,0,0,0
08925247,0,777,0,777
08925563,0,0,0,0
08925845,0,1234,0,1234
08929283,0,0,0,0
08999690,0,0,0,0
08925627,0,0,0,0
08925703,0,0,0,0
08925900,0,1131,0,1131
08925648,0,0,0,0
08925868,0,1048,0,1048
08925998,0,908,0,908
08926113,0,0,0,0
08926358,264,0,0,264
08926357,0,0,0,0
08926485,0,120,120,0
08926533,0,436,0,436
08926738,0,0,0,0
08926819,0,0,0,0
08926516,0,0,0,0
08926817,0,0,0,0
08926835,0,1613,0,1613
08926914,0,0,0,0
08927022,0,1402,0,1402
08927222,0,1010,0,1010
08983268,0,0,0,0
08927903,0,1347,0,1347
08913380,0,0,0,0
08913694,0,0,0,0
08913340,0,0,0,0
08927165,0,0,0,0
08913339,0,0,0,0
08927422,0,0,0,0
08913282,0,745,0,745
08927465,0,486,0,486
08927534,0,0,0,0
08927660,0,1060,0,1060
08927893,0,0,0,0
08928002,0,0,0,0
08927864,0,0,0,0
08927874,0,0,0,0
08928074,0,0,0,0
08928075,0,0,0,0
08929153,0,957,0,957
08765287,0,0,0,0
08928220,0,0,0,0
08928242,0,707,0,707
08927382,0,437,0,437
08928287,0,494,0,494
08913840,0,0,0,0
08928282,0,0,0,0
08928408,0,0,0,0
08928427,0,0,0,0
08928555,0,913,0,913
08928611,0,0,0,0
08928630,0,0,0,0
08928620,0,0,0,0
08928788,0,0,0,0
08928787,0,0,0,0
08928750,0,0,0,0
08928826,0,919,0,919
08928784,0,0,0,0
08928861,0,0,0,0
08928934,0,0,0,0
08928902,0,1218,0,1218
08928879,0,0,0,0
08928851,0,0,0,0
08929024,0,700,0,700
08929108,0,855,0,855
08929253,0,0,0,0
08929090,0,0,0,0
08929019,0,0,0,0
08929561,0,0,0,0
08929747,0,0,0,0
08929820,0,707,0,707
08929836,0,704,0,704
08929863,0,925,0,925
08929874,0,0,0,0
08931080,0,1121,0,1121
08929938,0,860,0,860
08929882,0,0,0,0
09110377,0,0,0,0
08931105,0,0,0,0
08931219,0,1147,0,1147
08931253,0,1013,0,1013
08931480,0,1254,0,1254
08931615,0,0,0,0
08931635,0,661,0,661
08931688,0,936,0,936
08931721,0,0,0,0
08931729,0,0,0,0
08931764,0,0,0,0
08931855,0,0,0,0
08931861,0,0,0,0
08913484,0,0,0,0
08931666,0,1668,0,1668
08931878,0,0,0,0
08931932,0,542,0,542
08931979,0,0,0,0
08932110,0,0,0,0
08932239,0,0,0,0
08932533,0,0,0,0
08932545,0,681,0,681
08932543,0,0,0,0
08932532,0,0,0,0
08932612,0,0,0,0
08932946,0,0,0,0
08977110,0,1058,0,1058
08860047,0,0,0,0
08932459,0,0,0,0
08932771,0,1283,0,1283
08932834,0,1371,0,1371
08932784,0,0,0,0
08932953,0,0,0,0
08932988,0,529,0,529
08932985,0,0,0,0
08932993,0,0,0,0
08932725,0,1181,0,1181
08933166,0,0,0,0
08933319,0,407,0,407
08933485,0,0,0,0
08938945,0,0,0,0
08945722,0,0,0,0
08836047,0,0,0,0
08913523,0,1243,0,1243
08932557,0,0,0,0
08933377,0,0,0,0
08933542,0,0,0,0
08913555,0,0,0,0
08933639,309,0,0,309
08933666,0,0,0,0
08933633,0,0,0,0
08933711,0,0,0,0
08933822,0,0,0,0
08933848,0,0,0,0
08933880,0,585,0,585
08933959,0,1137,0,1137
08933714,0,0,0,0
08933693,0,0,0,0
08934093,0,0,0,0
08934088,0,1205,0,1205
08934137,0,0,0,0
08933975,0,0,0,0
08934148,0,0,0,0
08934192,0,0,0,0
08934176,0,0,0,0
08934393,0,1201,0,1201
08934388,0,1012,196,816
08934471,0,1053,0,1053
08934492,0,0,0,0
08913803,0,775,0,775
08934830,0,0,0,0
08934901,0,0,0,0
08934921,0,0,0,0
08934968,0,936,0,936
08935368,0,873,0,873
08935365,0,0,0,0
08935909,0,0,0,0
08935314,0,883,0,883
08935348,0,0,0,0
08932859,0,0,0,0
08933911,0,0,0,0
08935549,0,0,0,0
08935629,0,0,0,0
08935717,0,0,0,0
08935784,0,0,0,0
08935844,0,1644,0,1644
08935887,0,0,0,0
08935916,0,702,0,702
08935982,0,0,0,0
08937024,0,0,0,0
10536079,0,0,0,0
08937353,0,0,0,0
08937025,0,1022,0,1022
08937354,0,1042,0,1042
08936201,0,0,0,0
08936072,0,0,0,0
08913811,0,0,0,0
08935476,0,0,0,0
08935566,0,0,0,0
08936178,0,0,0,0
08936321,0,551,0,551
08936338,0,0,0,0
08936344,0,0,0,0
08936510,0,0,0,0
08936559,0,0,0,0
08936603,0,0,0,0
08936635,0,0,0,0
08936657,0,0,0,0
08936675,0,0,0,0
08936764,0,0,0,0
08936717,0,0,0,0
08937356,0,0,0,0
08937351,0,528,0,528
08937130,0,0,0,0
08937155,0,0,0,0
08937392,0,731,0,731
08936724,0,600,0,600
08937512,0,631,0,631
08937722,0,0,0,0
08937793,0,0,0,0
08937864,0,0,0,0
08937859,0,1040,0,1040
08937947,0,0,0,0
08937883,0,0,0,0
08938597,0,0,0,0
08938622,0,0,0,0
08937630,0,0,0,0
08938044,0,1314,0,1314
08938107,0,0,0,0
08938163,0,0,0,0
08938173,0,0,0,0
08938133,0,0,0,0
08938117,0,0,0,0
08938254,0,0,0,0
08938346,0,817,0,817
08938510,0,0,0,0
08938545,0,0,0,0
08939107,0,0,0,0
08939050,0,0,0,0
08937297,0,549,0,549
08849707,0,0,0,0
08913994,0,0,0,0
08930839,0,0,0,0
08936222,0,657,0,657
08937877,0,0,0,0
08939060,0,0,0,0
08939185,0,0,0,0
08937296,0,0,0,0
08939569,0,867,0,867
08939688,0,0,0,0
08939685,0,680,0,680
08939702,0,1172,0,1172
08939762,0,727,0,727
08939539,0,0,0,0
08939822,0,0,0,0
08939760,0,0,0,0
08940020,0,1047,115,932
08939905,0,0,0,0
08940136,0,0,0,0
08687563,0,0,0,0
08940307,0,0,0,0
08940058,0,0,0,0
08940467,0,726,0,726
08940360,0,0,0,0
08940594,0,0,0,0
08940601,0,809,0,809
08940651,0,0,0,0
08940682,0,0,0,0
08940665,0,0,0,0
08940784,0,0,0,0
08940760,0,823,0,823
08940781,0,0,0,0
08940686,0,0,0,0
08940797,0,0,0,0
08940702,0,742,0,742
08940670,0,0,0,0
08940928,0,0,0,0
08940996,0,763,0,763
08940995,0,0,0,0
08941058,0,0,0,0
08941059,0,0,0,0
08941170,0,0,0,0
08941174,0,0,0,0
08941236,0,0,0,0
08941357,0,0,0,0
08941132,0,0,0,0
08941518,0,0,0,0
08941602,0,0,0,0
08941785,0,635,0,635
08941786,0,0,0,0
08941825,0,0,0,0
08941267,0,0,0,0
08941832,0,1033,0,1033
08941843,0,0,0,0
08941963,0,0,0,0
08942013,0,0,0,0
08941975,0,2432,0,2432
08942038,0,0,0,0
08942326,0,0,0,0
08942325,0,202,0,202
08942264,0,949,0,949
08942440,0,0,0,0
08942261,0,0,0,0
08942538,0,0,0,0
08942199,0,0,0,0
08943356,0,0,0,0
08930771,0,0,0,0
08942592,0,0,0,0
08942732,0,1017,0,1017
08942528,0,0,0,0
08942743,0,569,0,569
08942775,0,0,0,0
08942809,0,0,0,0
08942810,0,0,0,0
08942596,0,0,0,0
08942954,0,0,0,0
08944948,0,0,0,0
08930551,0,899,0,899
08942737,0,0,0,0
08943123,0,1468,0,1468
08943146,0,709,0,709
08943171,0,0,0,0
08943201,0,0,0,0
08943238,0,0,0,0
08943328,0,0,0,0
08943399,0,0,0,0
08943191,0,0,0,0
08943144,0,0,0,0
08943147,0,0,0,0
08943427,0,1054,0,1054
08943711,0,567,0,567
08943667,0,0,0,0
08943776,0,0,0,0
08943856,0,0,0,0
08943676,0,0,0,0
08943889,0,595,0,595
08943899,0,0,0,0
08944136,0,0,0,0
08944211,0,0,0,0
08944208,0,1151,0,1151
08944333,0,0,0,0
08944192,0,461,0,461
08944613,0,0,0,0
08944405,0,0,0,0
08944379,0,552,0,552
08944773,0,0,0,0
08944807,0,725,0,725
08944885,0,893,0,893
08944817,0,493,0,493
08946017,0,1265,0,1265
08946087,0,834,0,834
08946135,0,0,0,0
08946207,0,0,0,0
08946212,0,0,0,0
08946233,0,0,0,0
08946175,0,0,0,0
08946327,0,0,0,0
08946523,0,1065,0,1065
08946641,0,0,0,0
08946609,0,0,0,0
08946587,0,0,0,0
08946685,0,1254,0,1254
08946736,0,0,0,0
08946799,0,0,0,0
08946800,0,0,0,0
08946693,0,1013,0,1013
08946823,0,0,0,0
08946851,0,1234,0,1234
08930777,0,0,0,0
08946881,0,0,0,0
08946920,0,819,0,819
08947000,0,0,0,0
08946960,0,0,0,0
08947032,0,690,0,690
08947149,0,570,0,570
08947169,0,0,0,0
08947221,0,965,0,965
08947357,0,0,0,0
08947428,0,0,0,0
08947435,0,1051,0,1051
08930817,0,0,0,0
08947470,0,1044,0,1044
08947579,0,0,0,0
08947642,0,0,0,0
08947844,0,0,0,0
08947575,0,0,0,0
08947798,0,0,0,0
08946746,0,0,0,0
08947895,0,627,0,627
08947951,0,0,0,0
08948052,0,1112,0,1112
08948108,0,0,0,0
08947920,0,0,0,0
08948124,0,0,0,0
08948179,0,1088,0,1088
08948210,0,0,0,0
08948248,0,0,0,0
08948276,0,656,0,656
08942397,0,0,0,0
08948328,0,0,0,0
08948453,0,0,0,0
08948668,0,0,0,0
08948661,0,0,0,0
08948643,0,0,0,0
08948736,0,0,0,0
08948774,0,0,0,0
08948895,0,865,0,865
08948931,0,750,0,750
08949504,0,0,0,0
08949566,0,0,0,0
08949619,0,0,0,0
08949757,0,1135,0,1135
08949803,0,893,0,893
08949592,0,0,0,0
08949826,0,1059,0,1059
08949760,0,0,0,0
08950032,0,0,0,0
08950145,0,0,0,0
08950230,0,1077,0,1077
08950277,0,0,0,0
08950361,0,0,0,0
08950522,0,0,0,0
08951812,0,1280,0,1280
09328693,0,1007,0,1007
08950524,0,1331,0,1331
08950389,0,0,0,0
08950481,0,0,0,0
08950542,0,0,0,0
08950965,0,851,0,851
08950826,0,0,0,0
08950760,0,0,0,0
08950963,0,0,0,0
08951034,0,0,0,0
08951149,0,845,0,845
08951193,0,0,0,0
08951188,0,0,0,0
08951276,0,724,0,724
08951285,0,891,0,891
08951347,0,0,0,0
08951402,0,639,0,639
08951317,0,1067,0,1067
08951502,0,1143,0,1143
08951504,0,0,0,0
08951621,0,0,0,0
08951630,0,0,0,0
08951733,0,0,0,0
08951883,0,0,0,0
08951937,0,985,0,985
08951979,0,0,0,0
08951996,0,0,0,0
08951754,0,0,0,0
08836687,0,0,0,0
08945069,0,0,0,0
08945289,0,0,0,0
08951943,0,1041,0,1041
08951957,0,742,0,742
08951635,0,295,0,295
08953077,0,0,0,0
08953219,0,678,0,678
08951788,0,0,0,0
08953269,0,0,0,0
08953143,0,0,0,0
08953477,0,1192,0,1192
08953511,0,0,0,0
08953296,0,0,0,0
08953606,0,430,0,430
08953592,0,0,0,0
08953613,0,0,0,0
08953638,0,0,0,0
08953610,0,0,0,0
08954334,0,0,0,0
08953796,0,0,0,0
08836399,0,1282,0,1282
08894359,0,0,0,0
08953998,0,469,0,469
08954156,0,320,0,320
08954226,0,0,0,0
08954128,0,0,0,0
08954374,0,0,0,0
08954760,0,750,0,750
08954740,0,0,0,0
08954686,0,0,0,0
08956171,0,0,0,0
08955015,0,0,0,0
08931000,0,0,0,0
08954826,0,995,0,995
08955072,0,0,0,0
08955090,0,636,0,636
08955238,0,0,0,0
08955163,0,0,0,0
08955854,0,0,0,0
08943478,0,2660,0,2660
08954946,0,1004,0,1004
08817444,0,340,0,340
08950513,0,0,0,0
08955572,0,0,0,0
08955579,0,1240,0,1240
08955717,0,908,0,908
08955727,0,523,0,523
08955733,0,0,0,0
08955913,0,0,0,0
08956028,0,0,0,0
08956079,0,0,0,0
08956029,0,713,0,713
08955700,0,0,0,0
08956344,0,0,0,0
08956402,0,0,0,0
08956407,0,493,0,493
08956518,0,0,0,0
08956642,0,739,0,739
08956716,0,0,0,0
08956715,0,0,0,0
08956831,0,0,0,0
08956912,0,609,0,609
08956974,0,738,0,738
08956992,0,0,0,0
08956991,0,0,0,0
08958716,0,0,0,0
08957002,0,0,0,0
08959109,0,1826,0,1826
08957038,0,982,0,982
08957122,0,0,0,0
08957229,0,0,0,0
08957348,0,0,0,0
08957431,0,0,0,0
08957552,0,0,0,0
08957484,0,0,0,0
08957606,0,80,0,80
08957610,0,1123,0,1123
08957634,0,0,0,0
08957654,0,822,0,822
08957421,0,0,0,0
08960093,0,0,0,0
08957735,0,0,0,0
08959285,0,155,0,155
08617281,0,0,0,0
08930536,0,0,0,0
08957901,0,580,0,580
08958009,0,623,0,623
08958182,0,528,0,528
08958088,0,0,0,0
08958290,0,0,0,0
08958346,0,0,0,0
08958455,0,0,0,0
08958609,0,0,0,0
08958675,0,0,0,0
08958603,0,0,0,0
08958848,0,1371,0,1371
08958844,0,683,0,683
08958916,0,0,0,0
08959138,0,776,0,776
08959139,0,0,0,0
08959180,0,0,0,0
08959149,0,0,0,0
08959340,0,0,0,0
08959373,0,579,0,579
08959748,0,0,0,0
08963129,0,0,0,0
08963131,0,577,0,577
08959620,0,657,0,657
08959604,0,0,0,0
08958595,0,989,0,989
08959775,0,0,0,0
08959798,0,0,0,0
08959932,0,0,0,0
08960058,0,0,0,0
08960161,0,0,0,0
08960166,0,0,0,0
08960255,307,0,0,307
08960236,0,853,0,853
08960322,0,0,0,0
08960694,0,0,0,0
08960755,0,0,0,0
08960576,0,367,0,367
08960565,0,1066,0,1066
08960672,0,0,0,0
08960787,0,747,0,747
08960865,0,0,0,0
08961083,942,0,0,942
08961013,0,0,0,0
08961272,0,0,0,0
08961309,0,0,0,0
08961553,0,0,0,0
08961408,0,0,0,0
08860537,0,625,0,625
08750378,0,0,0,0
08960532,0,0,0,0
08960556,0,0,0,0
08961580,0,730,0,730
08960557,0,0,0,0
08961743,0,710,0,710
08961794,333,0,0,333
08961655,0,0,0,0
08961654,0,0,0,0
08961792,0,0,0,0
08961958,0,0,0,0
08962263,0,0,0,0
08962348,0,0,0,0
08962393,0,0,0,0
08962422,0,0,0,0
08962428,0,639,0,639
08962560,0,0,0,0
08962362,0,0,0,0
08962322,0,0,0,0
08962989,0,0,0,0
08963569,0,0,0,0
08894423,0,585,0,585
08962689,0,0,0,0
08962567,0,1435,0,1435
08962827,0,0,0,0
08962750,0,0,0,0
08962740,0,909,0,909
08963096,0,0,0,0
08963379,0,0,0,0
08963403,0,0,0,0
08963446,0,0,0,0
08963562,0,0,0,0
08973071,0,0,0,0
09575001,0,0,0,0
08945901,0,865,0,865
08963588,0,0,0,0
08963720,0,994,0,994
08963842,0,0,0,0
08963870,0,0,0,0
08963885,0,0,0,0
08964036,0,0,0,0
08963987,0,1163,0,1163
08963944,0,0,0,0
08964339,0,571,0,571
08964296,0,0,0,0
08964451,0,0,0,0
08964460,820,0,0,820
08930122,0,0,0,0
08945826,0,0,0,0
08964496,0,601,0,601
08964324,0,0,0,0
08964498,0,902,0,902
08964518,0,1614,0,1614
08964572,0,350,0,350
08964676,0,0,0,0
08964686,0,0,0,0
08964763,0,0,0,0
08964747,0,0,0,0
08964780,0,1092,0,1092
08964955,0,0,0,0
08964962,0,0,0,0
08964991,0,0,0,0
08967240,0,0,0,0
08967251,0,1348,0,1348
08968845,1010,0,0,1010
08967254,0,0,0,0
08991628,0,0,0,0
08965637,0,1299,0,1299
08964096,0,955,0,955
08964132,0,0,0,0
08965107,0,541,0,541
08965142,0,0,0,0
08965180,299,0,0,299
08965094,0,0,0,0
08952208,0,967,0,967
08965288,0,561,0,561
08965338,0,0,0,0
08965356,0,0,0,0
08965461,0,0,0,0
08965564,0,0,0,0
08965543,0,0,0,0
08965434,0,0,0,0
08968905,0,1022,0,1022
08945758,0,0,0,0
08965818,429,0,0,429
08965819,0,0,0,0
08965875,0,0,0,0
08966072,0,0,0,0
08966168,0,0,0,0
08966229,0,626,0,626
08966381,0,0,0,0
08966453,0,799,0,799
08966862,0,0,0,0
08966404,0,0,0,0
08945731,0,532,0,532
08966761,0,0,0,0
08966876,0,0,0,0
08966915,0,0,0,0
08966894,0,1202,0,1202
08967023,0,0,0,0
08967055,0,0,0,0
08967043,0,435,0,435
08967089,0,0,0,0
08967152,0,340,0,340
08967142,0,0,0,0
08967367,0,0,0,0
08967680,0,0,0,0
08967787,0,890,0,890
08981159,0,0,0,0
08967569,0,0,0,0
08968775,0,0,0,0
08967562,0,0,0,0
08967853,0,0,0,0
08967826,0,0,0,0
08968034,0,0,0,0
08968075,0,1189,0,1189
08968369,0,0,0,0
08968396,0,1087,0,1087
08968244,0,0,0,0
08968472,0,627,0,627
08968495,0,0,0,0
08968519,0,1826,0,1826
08968535,0,0,0,0
08968379,0,929,0,929
08968719,0,654,0,654
08968729,0,0,0,0
08968686,0,0,0,0
08968534,0,859,0,859
08968961,0,1447,0,1447
08968595,0,0,0,0
08969689,0,1172,0,1172
08969653,0,591,0,591
08969981,0,0,0,0
08970245,0,0,0,0
08970236,0,0,0,0
08970968,0,0,0,0
08969880,0,0,0,0
08970291,0,0,0,0
08970417,0,993,0,993
08970205,0,1201,0,1201
08970647,0,0,0,0
08970545,0,0,0,0
08970824,0,710,0,710
08970889,0,1414,0,1414
08970892,0,498,0,498
08971003,0,0,0,0
08971014,0,861,0,861
08971021,0,990,0,990
08970883,0,1225,0,1225
08971097,0,829,0,829
08995049,0,0,0,0
08999689,0,0,0,0
08849203,0,0,0,0
08952367,0,0,0,0
08952368,0,0,0,0
08971306,0,0,0,0
08971254,0,0,0,0
08971257,0,0,0,0
08971185,0,0,0,0
08971255,0,925,0,925
08971341,0,0,0,0
08971394,0,0,0,0
08971386,0,1128,0,1128
08971460,916,0,0,916
08971458,0,0,0,0
08971674,0,0,0,0
08971647,0,879,0,879
08971830,0,0,0,0
08971954,0,0,0,0
08971903,0,503,0,503
08972129,0,1001,0,1001
08972141,0,0,0,0
08972220,0,894,0,894
08972219,0,1144,0,1144
08972015,0,0,0,0
08894326,0,1038,0,1038
08972313,0,0,0,0
08972301,0,407,407,0
08972582,0,0,0,0
08972640,0,195,0,195
08972748,0,0,0,0
08972835,0,977,0,977
08972868,0,0,0,0
08972901,0,0,0,0
08972849,0,0,0,0
08972781,0,0,0,0
09526795,0,0,0,0
08972968,0,660,0,660
08972998,0,0,0,0
08974129,0,0,0,0
08974134,0,0,0,0
08974233,0,0,0,0
08974339,0,0,0,0
08974391,0,0,0,0
08974413,0,1647,0,1647
08974551,0,0,0,0
08974575,0,860,0,860
08974573,0,1540,0,1540
08974341,0,582,0,582
08974682,0,0,0,0
08974690,0,0,0,0
08974685,0,0,0,0
08974545,0,0,0,0
08974621,0,0,0,0
08913457,0,0,0,0
08974838,0,795,0,795
08974926,0,0,0,0
08975029,0,0,0,0
08975180,0,0,0,0
08975170,0,465,0,465
08975212,0,0,0,0
08975428,0,982,0,982
08975524,0,0,0,0
08975532,0,0,0,0
08975267,0,0,0,0
09887664,0,0,0,0
08995043,0,0,0,0
08975402,0,0,0,0
08913644,0,0,0,0
08913748,0,0,0,0
08945923,0,0,0,0
08975614,0,0,0,0
08975657,0,585,0,585
08945696,0,0,0,0
08975802,0,848,0,848
08975816,0,0,0,0
08975982,0,0,0,0
08976147,0,0,0,0
08976102,0,1078,0,1078
08976158,0,0,0,0
08976165,0,0,0,0
08976159,0,2753,0,2753
08976214,0,0,0,0
08976361,0,0,0,0
08976380,0,0,0,0
08976203,0,0,0,0
08976888,0,999,0,999
08976373,0,0,0,0
08976371,0,1094,0,1094
08930489,0,0,0,0
08976506,0,615,0,615
08976560,0,0,0,0
08976596,0,1044,0,1044
08976650,0,0,0,0
08976515,0,0,0,0
08952913,0,698,0,698
08952648,0,0,0,0
08976778,0,0,0,0
08976813,0,0,0,0
08976812,0,0,0,0
08976867,0,0,0,0
08976686,0,0,0,0
08976645,0,0,0,0
08976981,0,0,0,0
08977107,0,0,0,0
08977193,0,854,0,854
08977326,0,0,0,0
08977297,0,0,0,0
08977519,0,959,0,959
08979425,0,0,0,0
08979442,0,1268,0,1268
08952741,0,0,0,0
08976820,0,0,0,0
08977547,0,1040,0,1040
08977605,0,0,0,0
08977591,0,0,0,0
08977749,0,852,0,852
08977787,0,0,0,0
08977760,0,0,0,0
08977869,0,0,0,0
08977866,0,379,0,379
08978012,0,1044,0,1044
08978034,0,0,0,0
08978055,0,581,0,581
08978169,0,0,0,0
08978033,0,0,0,0
08978217,0,0,0,0
08978307,0,0,0,0
08978210,0,0,0,0
08978403,0,0,0,0
08979443,0,581,0,581
08981130,0,0,0,0
08979810,0,570,0,570
08939106,0,0,0,0
08952817,0,0,0,0
08978692,0,0,0,0
08978701,0,0,0,0
08978607,0,0,0,0
08978746,0,0,0,0
08978753,0,771,0,771
08978801,0,0,0,0
08978874,0,838,0,838
08978991,0,695,0,695
08979103,0,0,0,0
08979097,0,0,0,0
08979167,0,0,0,0
08979241,0,0,0,0
08979096,0,0,0,0
08979279,0,1111,0,1111
08979259,0,0,0,0
08979409,0,0,0,0
08979759,0,489,0,489
08980004,0,1387,0,1387
08980105,0,0,0,0
08980042,0,0,0,0
08980070,0,0,0,0
08980271,0,0,0,0
08980167,0,0,0,0
08980110,0,505,0,505
08969334,0,0,0,0
08979636,0,0,0,0
08979634,0,0,0,0
08979619,0,0,0,0
08980308,0,550,0,550
08980336,0,1031,0,1031
08980376,0,486,0,486
08980379,0,0,0,0
08980374,0,0,0,0
08980380,0,0,0,0
08980536,0,1022,0,1022
08973293,0,0,0,0
08980585,0,910,0,910
08980542,0,574,0,574
08980645,0,0,0,0
08980996,0,0,0,0
08980969,0,508,0,508
08982144,0,0,0,0
08982240,0,0,0,0
08982272,0,0,0,0
08973583,0,0,0,0
08982358,0,0,0,0
08982447,0,0,0,0
08982450,0,0,0,0
08982430,0,0,0,0
08982559,0,0,0,0
08982520,0,0,0,0
08982755,0,0,0,0
08982921,0,0,0,0
08982943,0,0,0,0
08982953,0,0,0,0
08984053,0,971,0,971
08984059,0,0,0,0
08984110,0,0,0,0
08984099,0,0,0,0
08984234,0,706,0,706
08984257,0,0,0,0
08984254,0,0,0,0
08982722,0,0,0,0
08984325,0,0,0,0
08984005,0,991,0,991
08984562,0,1198,0,1198
08984602,0,961,0,961
