application_number,pto_adjustment,pto_delay,applicant_delay,patent_term_extension
08655135,0,1083,0,1083
08655136,0,1570,0,1570
08655133,0,1188,0,1188
08655633,0,0,0,0
08656544,0,1495,0,1495
08655729,151,0,0,151
08657749,0,0,0,0
08655783,0,0,0,0
08655926,0,0,0,0
08656082,0,0,0,0
08655959,0,1005,0,1005
08656494,0,0,0,0
08657759,0,0,0,0
08658849,761,0,0,761
08657849,0,0,0,0
10042694,0,0,0,0
08656725,0,0,0,0
08656811,0,0,0,0
08657153,0,0,0,0
08657246,0,0,0,0
08657219,0,1094,0,1094
08657356,0,0,0,0
08657400,0,0,0,0
08660200,0,0,0,0
08657510,0,841,0,841
08658010,0,1069,0,1069
08658048,0,956,0,956
08658983,0,1739,0,1739
08658272,0,1013,0,1013
08655242,0,0,0,0
08658630,0,0,0,0
08659682,0,959,0,959
08659261,0,0,0,0
08659181,0,0,0,0
08659380,867,0,0,867
08659370,0,0,0,0
08659429,0,1288,0,1288
08659430,0,1292,0,1292
08660611,0,0,0,0
08660616,0,0,0,0
08660709,0,1025,0,1025
08666400,0,0,0,0
08657903,1003,0,0,1003
08659249,0,0,0,0
08658493,0,3242,0,3242
08659919,0,0,0,0
08661415,0,1290,0,1290
08663020,1182,0,0,1182
08665046,0,1563,0,1563
08664257,0,906,0,906
08660730,0,1031,0,1031
08660955,0,0,0,0
08661178,0,1086,0,1086
08661440,0,1003,0,1003
08661220,0,1202,0,1202
08664318,0,1539,0,1539
08661686,0,1036,0,1036
08661593,792,0,0,792
08661684,0,0,0,0
08661711,0,2089,0,2089
08664221,0,0,0,0
08661834,0,1016,0,1016
08661899,0,883,0,883
08662077,0,1102,0,1102
08662879,0,0,0,0
08664080,0,1705,0,1705
08668647,0,0,0,0
08663742,0,985,0,985
08663584,0,0,0,0
08663952,0,0,0,0
08664462,0,1901,0,1901
08664089,0,1200,0,1200
08673762,0,964,314,650
08663131,0,1014,0,1014
08664593,0,0,0,0
08664822,0,0,0,0
08666870,913,0,0,913
08668036,0,1649,0,1649
08666519,0,0,0,0
08664432,0,895,0,895
08665491,0,950,0,950
08665639,0,0,0,0
08665679,0,854,0,854
08665606,0,0,0,0
08665649,0,0,0,0
08665616,805,0,0,805
08666618,0,906,0,906
08666661,811,0,0,811
08665755,832,0,0,832
08666164,0,734,0,734
08666784,0,0,0,0
08667291,0,0,0,0
08668598,0,1045,0,1045
08666970,0,0,0,0
08667197,0,268,0,268
08667826,0,1098,0,1098
08667242,912,0,0,912
08667418,690,0,0,690
08667459,0,1187,0,1187
08667503,0,0,0,0
08667660,0,1006,0,1006
08668114,0,1034,0,1034
08668291,0,894,0,894
08668640,0,1130,0,1130
08667598,0,1062,0,1062
08668737,0,937,0,937
08668718,1440,0,0,1440
08669056,0,0,0,0
08669132,0,0,0,0
08669120,0,1010,0,1010
08668892,0,1688,0,1688
08669617,0,0,0,0
08669656,0,0,0,0
08671114,0,890,0,890
08682878,0,1072,0,1072
08669692,0,526,0,526
08668656,825,0,0,825
08669937,0,0,0,0
08670089,0,0,0,0
08670122,0,0,0,0
08673642,0,0,0,0
08673647,0,0,0,0
08673702,0,818,0,818
08673693,0,900,0,900
08628685,0,1189,2378,0
08670684,0,1378,0,1378
08670929,0,1050,0,1050
08670904,0,873,0,873
08670953,0,0,0,0
08670885,0,1026,0,1026
08672493,0,944,0,944
08672511,0,0,0,0
08669794,1175,0,0,1175
08670160,0,1129,0,1129
08670546,0,0,0,0
08671041,0,0,0,0
08671077,0,0,0,0
08671354,0,0,0,0
08671558,0,0,0,0
08591599,0,964,0,964
08669289,0,0,0,0
08666542,0,0,0,0
08583124,0,0,0,0
08671573,0,0,0,0
08671853,0,1543,0,1543
08671873,0,0,0,0
08671757,0,0,0,0
08671935,820,0,0,820
08671983,0,1128,0,1128
08672475,0,0,0,0
08672588,0,0,0,0
08628605,0,1429,1429,0
08673929,0,0,0,0
08673939,0,987,0,987
08673972,0,1331,0,1331
08674037,0,0,0,0
08674082,0,1168,0,1168
08674102,0,1330,0,1330
08673960,0,0,0,0
08673986,0,0,0,0
08674311,0,0,0,0
08674452,0,1176,0,1176
08675248,0,0,0,0
08669358,0,0,0,0
08673859,0,0,0,0
08672530,0,0,0,0
08673876,0,0,0,0
08672528,0,1054,0,1054
08674727,0,1275,0,1275
08674726,0,0,0,0
08674875,0,1155,0,1155
08678409,0,1112,0,1112
08637807,0,854,0,854
08674937,0,1870,0,1870
08675499,0,0,0,0
08675559,0,0,0,0
08676598,0,0,0,0
08684843,0,0,0,0
08632498,0,978,0,978
08624618,0,0,0,0
08675865,0,1138,0,1138
08675938,0,0,0,0
08675893,0,1028,0,1028
08677380,0,1005,0,1005
08676484,1273,0,0,1273
08676731,0,785,0,785
08676851,0,0,0,0
08676971,0,1277,0,1277
08679437,0,0,0,0
08680525,0,0,0,0
08678510,0,0,0,0
08678524,0,1677,0,1677
08666295,0,0,0,0
08677513,0,955,0,955
08677707,486,0,0,486
08677543,0,1118,0,1118
08677695,0,0,0,0
08677755,0,1444,0,1444
08677838,0,1137,0,1137
08677970,0,0,0,0
08678011,0,1227,0,1227
08646304,0,0,0,0
08678255,0,1102,0,1102
08649696,0,0,0,0
08678781,0,1272,0,1272
08678591,0,0,0,0
08680266,0,1116,0,1116
08679243,0,981,0,981
08679538,0,1296,0,1296
08680325,0,1116,0,1116
08679730,0,1108,0,1108
08679889,0,707,0,707
08679848,0,0,0,0
08679781,0,667,0,667
08683600,0,0,0,0
08682068,0,0,0,0
08682174,0,0,0,0
08682060,0,0,0,0
08683105,0,3770,0,3770
08683703,0,0,0,0
08678187,0,3550,0,3550
08682088,0,921,0,921
08682471,0,1158,0,1158
08683682,0,403,0,403
09770910,0,0,0,0
08683761,0,0,0,0
08683130,0,0,0,0
08683824,0,0,0,0
08684299,0,856,0,856
08637656,0,0,0,0
08683994,0,908,0,908
08676333,0,0,0,0
08684005,0,1068,0,1068
08684351,0,0,0,0
08684508,0,1826,0,1826
08684651,0,743,0,743
08652576,0,961,0,961
08681285,0,1465,0,1465
08681374,0,0,0,0
08685162,0,1188,0,1188
08685269,1389,0,0,1389
08686220,0,0,0,0
08686502,1444,0,0,1444
08685852,0,0,0,0
08685680,0,0,0,0
08685752,0,0,0,0
08686630,0,558,0,558
08684871,0,949,0,949
08686495,0,1126,0,1126
08687039,0,713,0,713
08690409,0,914,0,914
08687195,0,0,0,0
08686477,1249,0,0,1249
08686567,0,872,0,872
08686526,0,914,0,914
08687875,0,0,0,0
08687886,0,1072,0,1072
08687947,0,0,0,0
08692856,0,869,0,869
08681646,0,0,0,0
08681682,0,1038,0,1038
08687926,0,0,0,0
08688073,0,874,0,874
08682651,0,0,0,0
08681870,0,958,0,958
08688285,0,0,0,0
08688416,0,0,0,0
08688488,0,157,0,157
08682779,0,0,0,0
08688874,0,943,0,943
08688917,0,0,0,0
08690016,1452,0,0,1452
08692936,0,1097,0,1097
08690857,0,0,0,0
08690747,0,0,0,0
08691060,0,0,0,0
08690966,0,998,0,998
08691900,0,0,0,0
08692276,0,0,0,0
08691434,0,0,0,0
08691663,0,1044,0,1044
08691664,0,0,0,0
08691743,0,0,0,0
08691791,0,1045,0,1045
08692016,0,914,0,914
08699698,0,0,0,0
08696985,0,998,998,0
08652579,0,0,0,0
08692325,1131,0,0,1131
08693929,0,1060,0,1060
08692567,0,0,0,0
08692634,0,0,0,0
08693353,0,0,0,0
08691031,0,0,0,0
08692987,0,0,0,0
08693614,0,0,0,0
08700573,0,0,0,0
08693985,684,0,0,684
08693662,0,1086,0,1086
08694173,0,0,0,0
08694315,0,1161,0,1161
08695249,0,843,0,843
08687427,0,879,0,879
08689516,0,0,0,0
08693788,0,2899,0,2899
08689526,0,1149,0,1149
08689400,0,1194,0,1194
08694867,0,0,0,0
08694901,841,0,0,841
08699083,0,1169,0,1169
08656319,0,0,0,0
08689721,0,0,0,0
08695393,0,1226,0,1226
08689636,0,0,0,0
08689654,0,0,0,0
08695947,1338,0,0,1338
08696248,0,949,0,949
08696290,0,874,0,874
08696247,0,974,0,974
08696627,0,971,0,971
08698204,0,0,0,0
08696676,0,984,0,984
08938468,0,0,0,0
08693308,0,0,0,0
08698525,0,1379,0,1379
08696578,722,0,0,722
08697321,0,0,0,0
08699261,0,0,0,0
08699331,0,0,0,0
08699328,0,1031,0,1031
08699412,0,0,0,0
08699572,0,986,0,986
08699660,0,1804,0,1804
08697080,0,0,0,0
08699844,0,1104,0,1104
08700133,0,1929,0,1929
08700168,0,0,0,0
08700141,0,0,0,0
08696891,0,0,0,0
08701008,0,0,0,0
08701011,0,984,0,984
08701068,0,1055,0,1055
08701032,0,1822,0,1822
08701188,1620,0,0,1620
08701292,0,1101,0,1101
08701676,0,0,0,0
08701734,0,1507,0,1507
08702325,0,0,0,0
08647996,0,0,0,0
08701917,0,0,0,0
08697421,0,955,0,955
08702011,0,0,0,0
08701979,418,0,0,418
08702074,0,907,0,907
08701918,0,1375,0,1375
08704217,0,0,0,0
08702841,0,0,0,0
08702948,0,0,0,0
08704445,0,0,0,0
08704031,545,0,0,545
08697699,0,1162,0,1162
08703496,0,760,0,760
08703545,1283,0,0,1283
08703659,0,902,0,902
08703608,0,0,0,0
08703907,823,0,0,823
08999693,0,0,0,0
08704063,0,0,0,0
08704104,0,0,0,0
08704159,0,0,0,0
08705507,0,1027,0,1027
08703153,0,718,0,718
08705449,0,1098,0,1098
08705569,0,846,0,846
08705558,0,1170,0,1170
08705476,0,0,0,0
08663126,0,0,0,0
08697808,0,0,0,0
08697826,0,0,0,0
08705843,0,0,0,0
08706054,0,0,0,0
08706114,0,1044,0,1044
08706123,0,1005,0,1005
08706207,0,0,0,0
08706322,0,564,0,564
08707206,0,813,0,813
08708123,0,0,0,0
08709462,0,0,0,0
08706263,0,0,0,0
08708385,0,908,0,908
08706551,0,824,0,824
08708179,0,974,0,974
08708214,0,375,0,375
08708961,0,2218,392,1826
08709021,0,725,0,725
08708981,0,0,0,0
08709180,0,0,0,0
08709218,0,633,0,633
08709215,0,0,0,0
08709160,0,1544,0,1544
08709382,0,0,0,0
08711961,0,0,0,0
08709554,0,1058,0,1058
08711631,0,878,0,878
08586889,0,0,0,0
08669432,0,0,0,0
08709896,0,925,0,925
08709930,0,244,0,244
08709963,0,1030,0,1030
08709975,0,1048,0,1048
08711074,1293,0,0,1293
08711026,0,1048,0,1048
08711135,0,1359,0,1359
08711134,0,0,0,0
08711180,0,1080,0,1080
08711499,0,0,0,0
08710001,0,1011,0,1011
08712502,0,1002,0,1002
08712369,0,1243,0,1243
08712625,0,0,0,0
08704515,0,0,0,0
08711906,0,0,0,0
08711883,0,962,0,962
08713027,0,0,0,0
08713046,0,0,0,0
08713083,0,0,0,0
08716260,0,0,0,0
08712576,0,0,0,0
08713783,0,935,0,935
08656280,0,0,0,0
08715239,0,1637,0,1637
08715815,0,989,0,989
08743049,0,1177,0,1177
08710424,0,0,0,0
08713882,0,987,0,987
08710300,0,0,0,0
08714090,0,0,0,0
08714914,0,960,0,960
08715210,520,0,0,520
08704747,0,0,0,0
08710494,0,0,0,0
08710478,0,0,0,0
08718737,0,1826,0,1826
08710554,0,691,0,691
08715985,0,0,0,0
08716037,1058,0,0,1058
08716061,0,816,0,816
08716615,1278,0,0,1278
08716056,0,0,0,0
08716905,796,0,0,796
08710685,0,0,0,0
08710796,0,974,0,974
08706767,0,690,0,690
08717580,0,0,0,0
08717628,0,0,0,0
08717668,0,950,0,950
08717982,0,0,0,0
08710907,0,901,0,901
08716431,0,0,0,0
08718613,1271,0,0,1271
08710690,0,1513,0,1513
08718711,0,0,0,0
08718853,0,0,0,0
08719968,0,921,0,921
08719200,0,970,0,970
08725212,0,1199,0,1199
08719506,0,0,0,0
08719763,0,0,0,0
08720170,0,0,0,0
08719716,0,0,0,0
08721577,0,0,0,0
08718653,0,0,0,0
08720213,0,1584,0,1584
08720268,0,1807,0,1807
08717995,0,0,0,0
08721169,0,0,0,0
08721606,0,1027,0,1027
08721623,0,0,0,0
08723955,0,0,0,0
08712682,0,0,0,0
08720044,0,770,0,770
08718692,0,0,0,0
08721184,0,936,0,936
08721921,0,1229,0,1229
08722345,0,0,0,0
08722512,0,0,0,0
08723712,0,1160,0,1160
08719821,0,0,0,0
08720399,729,0,0,729
08722724,0,0,0,0
08723137,0,0,0,0
08723174,0,839,0,839
08723315,0,1295,0,1295
08723732,0,0,0,0
08724574,0,868,0,868
08724568,0,882,0,882
08727170,0,0,0,0
08732254,0,1179,0,1179
08723588,0,196,0,196
08724362,0,0,0,0
08724365,0,969,0,969
08724431,0,1438,0,1438
08724459,0,0,0,0
08724378,0,0,0,0
08724631,0,15,0,15
08724662,0,0,0,0
08724352,0,0,0,0
08724315,0,338,0,338
08724663,0,0,0,0
08720586,0,1460,0,1460
08715546,0,0,0,0
08720840,0,0,0,0
08720851,0,1179,0,1179
08725353,0,0,0,0
08725598,0,962,0,962
08725411,0,0,0,0
08693234,0,0,0,0
08693253,0,970,0,970
08727693,0,0,0,0
08720793,0,1110,0,1110
08725762,0,0,0,0
08726088,0,543,0,543
08726024,0,0,0,0
08726229,0,1034,0,1034
08726159,0,0,0,0
08726568,0,1112,0,1112
08726515,0,0,0,0
08726513,0,0,0,0
08726651,0,677,0,677
08726643,0,1228,0,1228
08726803,0,1258,0,1258
08726745,0,1382,0,1382
08727721,0,0,0,0
08726946,0,925,0,925
08727798,0,1924,0,1924
08727104,0,0,0,0
08727128,0,0,0,0
08727303,0,1019,0,1019
08727328,0,826,0,826
08727256,0,720,0,720
08727730,0,973,0,973
08669371,0,0,0,0
08728148,0,0,0,0
08728337,0,0,0,0
08728160,0,1017,0,1017
08728511,0,0,0,0
08729244,0,0,0,0
08731122,0,1691,0,1691
08742419,0,0,0,0
08728624,0,443,0,443
08728422,0,1227,0,1227
08722385,0,1739,0,1739
08729399,689,0,0,689
08730025,0,476,0,476
08730468,1453,0,0,1453
08730289,0,778,0,778
08730635,0,0,0,0
08730670,0,1029,0,1029
08731236,0,579,0,579
08731291,0,0,0,0
08737300,0,0,0,0
08730046,0,0,0,0
08730217,0,1230,0,1230
08730268,0,0,0,0
08730396,0,655,0,655
08730597,0,0,0,0
08730414,0,0,0,0
08731320,708,0,0,708
08731297,0,0,0,0
08732866,0,1454,0,1454
08732864,0,1315,0,1315
08730385,553,0,0,553
08729342,0,0,0,0
08731560,0,895,0,895
08729362,0,1030,0,1030
08732987,0,0,0,0
08735276,0,0,0,0
08733291,0,0,0,0
08733620,0,986,0,986
08733628,0,0,0,0
08733622,0,0,0,0
08734443,0,0,0,0
08733611,0,874,0,874
08727529,0,0,0,0
08730892,0,0,0,0
08733254,0,863,0,863
08733567,0,1108,0,1108
08733586,0,710,0,710
08733890,0,1539,0,1539
08730236,0,1499,0,1499
08730625,0,750,0,750
08734175,1260,0,0,1260
08734146,0,871,0,871
08734184,0,1032,0,1032
08734738,0,1520,0,1520
08734507,0,1045,0,1045
08735389,0,1297,0,1297
08735817,0,1156,0,1156
08736042,0,1233,0,1233
08735816,0,0,0,0
08734945,0,0,0,0
08734978,0,0,0,0
08735159,0,1042,0,1042
08735168,0,1414,0,1414
08736020,0,0,0,0
08736055,0,0,0,0
08734857,0,1226,0,1226
08735476,0,0,0,0
08735549,0,0,0,0
08735619,0,1194,0,1194
08735680,0,0,0,0
08735848,0,0,0,0
08736330,0,688,0,688
08740036,0,0,0,0
08735925,0,1195,0,1195
08736114,0,920,0,920
08736267,0,0,0,0
08736619,0,0,0,0
08738464,0,1889,0,1889
08738507,678,0,0,678
08738947,0,0,0,0
08738465,0,0,0,0
08736883,0,1119,0,1119
08736896,0,978,0,978
08736871,0,0,0,0
08737111,0,0,0,0
08736996,0,0,0,0
08738157,0,964,0,964
08392934,0,0,0,0
08736143,0,1184,0,1184
08738916,1379,0,0,1379
08738920,0,1534,0,1534
08739027,0,580,0,580
08738923,0,1695,0,1695
08739503,0,1608,0,1608
08740306,0,896,0,896
08741868,0,1008,0,1008
08749760,0,0,0,0
08733997,0,0,0,0
08739333,0,553,0,553
08739625,0,0,0,0
08741226,0,1053,0,1053
08739693,0,0,0,0
08741419,0,1366,0,1366
08739157,0,0,0,0
08738454,0,0,0,0
08739200,0,1524,0,1524
08738469,0,1391,0,1391
08739981,0,1035,0,1035
08740486,0,0,0,0
08739836,518,0,0,518
08741265,0,0,0,0
08741470,0,0,0,0
08742432,0,844,0,844
08741577,0,1194,0,1194
08741494,0,896,0,896
08742426,0,961,0,961
08739396,0,0,0,0
08740653,0,0,0,0
08740678,0,0,0,0
08741449,0,841,0,841
08741459,0,889,0,889
08741456,0,208,0,208
08741714,0,0,0,0
08741799,0,808,0,808
08741822,0,0,0,0
08741964,0,0,0,0
08742104,0,984,0,984
08742127,0,0,0,0
08740682,0,0,0,0
08742076,0,941,0,941
08742733,0,1058,0,1058
08742646,0,0,0,0
08742754,0,0,0,0
08743002,0,0,0,0
08743405,0,1056,0,1056
08737044,0,0,0,0
08743081,0,0,0,0
08743071,0,995,0,995
08743267,0,0,0,0
08743555,0,0,0,0
08743628,0,1057,0,1057
08740949,0,966,0,966
08741768,0,0,0,0
08743201,0,1205,0,1205
08743868,0,0,0,0
08744111,0,0,0,0
08744268,0,1147,0,1147
08744571,0,0,0,0
08744381,0,0,0,0
08745584,0,1059,0,1059
08744912,0,0,0,0
08745199,0,989,0,989
08745587,0,0,0,0
08745771,0,0,0,0
08746304,0,0,0,0
08746360,0,0,0,0
08747124,0,1166,0,1166
08748550,0,0,0,0
08700365,0,0,0,0
08737319,0,0,0,0
08745524,0,1012,0,1012
08745813,0,0,0,0
08747046,0,1511,0,1511
08747214,0,0,0,0
08747263,0,0,0,0
08747471,0,0,0,0
08747463,0,0,0,0
08747474,0,0,0,0
08747562,0,0,0,0
08747927,0,447,0,447
08748053,0,1184,0,1184
08748066,0,0,0,0
08747694,0,0,0,0
08747967,0,747,0,747
08748548,0,0,0,0
08746748,0,0,0,0
08747356,0,1069,0,1069
08748314,0,1266,0,1266
08748341,0,0,0,0
08748637,0,0,0,0
08748935,0,0,0,0
08746668,0,0,0,0
08748893,0,1046,0,1046
08749133,0,0,0,0
08748986,0,492,0,492
08759354,0,0,0,0
08737633,0,0,0,0
08746746,0,1528,0,1528
08751035,0,1072,0,1072
08751057,0,612,0,612
08751087,499,0,0,499
08751125,0,578,0,578
08746901,0,0,0,0
08749630,0,0,0,0
08751208,0,0,0,0
08751545,0,1045,0,1045
08751557,0,0,0,0
08751899,0,1521,0,1521
08669513,0,1258,1258,0
08751369,0,1211,0,1211
08752020,0,1211,0,1211
08752032,0,1312,0,1312
08752409,0,0,0,0
08752624,0,1170,0,1170
08752729,0,1437,0,1437
08737904,0,0,0,0
08749766,0,1518,0,1518
08752100,0,938,0,938
08752767,0,965,0,965
08752865,0,544,0,544
08752917,0,0,0,0
08752909,0,1050,0,1050
08752919,0,0,0,0
08753081,0,950,0,950
08754203,0,1054,0,1054
08754382,0,0,0,0
08753197,0,1049,0,1049
08754462,0,464,0,464
08753236,0,936,0,936
08754110,0,1134,0,1134
08753265,0,1005,0,1005
08754477,0,0,0,0
08754884,0,1278,0,1278
08755052,0,858,0,858
08755117,0,617,0,617
08755275,0,0,0,0
08755150,0,1313,0,1313
08663272,0,0,0,0
08755353,0,1431,0,1431
08755926,0,749,0,749
08755928,0,478,0,478
08756282,0,988,0,988
08758129,0,0,0,0
08731315,0,0,0,0
08753556,553,0,0,553
08755844,0,995,0,995
08756140,0,0,0,0
08756349,0,853,0,853
08756440,0,1743,0,1743
08756031,0,1318,0,1318
08757035,0,882,0,882
08716265,0,0,0,0
08682715,0,944,944,0
08737806,0,0,0,0
08753598,0,970,0,970
08757173,0,0,0,0
08756416,0,0,0,0
08757369,0,0,0,0
08757288,0,0,0,0
08757282,0,0,0,0
08757571,0,0,0,0
08757787,0,0,0,0
08757979,0,628,0,628
08758033,0,0,0,0
08753750,0,0,0,0
08758106,0,0,0,0
08758369,670,0,0,670
08758425,0,1509,0,1509
08753851,0,0,0,0
08753883,0,894,0,894
08756930,0,0,0,0
08758513,0,778,0,778
08757644,0,0,0,0
08758906,0,901,0,901
08759108,0,0,0,0
08753931,0,0,0,0
08757123,0,848,0,848
08759097,0,0,0,0
08759899,0,1329,0,1329
08759346,0,1327,0,1327
08770381,0,0,0,0
08737928,0,817,0,817
08758833,0,0,0,0
08759912,0,0,0,0
08759394,363,0,0,363
08759436,0,0,0,0
08759574,0,0,0,0
08760510,0,815,0,815
08761035,0,0,0,0
08761098,0,856,0,856
08760933,0,0,0,0
08761226,0,0,0,0
08761262,0,834,0,834
08761289,0,302,0,302
08761422,0,547,0,547
08761467,0,0,0,0
08761566,0,1184,0,1184
08761657,0,0,0,0
08761671,0,724,0,724
08761769,0,0,0,0
08759865,0,767,0,767
08761363,0,0,0,0
08761854,0,1405,0,1405
08761907,0,0,0,0
08762052,0,0,0,0
08762131,0,0,0,0
08762235,0,833,0,833
08762227,0,0,0,0
08762604,0,0,0,0
08762572,0,1397,0,1397
08762497,0,0,0,0
09424930,0,0,0,0
08762753,0,0,0,0
08762973,0,963,0,963
08762966,0,0,0,0
08763012,0,1046,0,1046
08763277,0,621,0,621
08763352,0,1617,0,1617
08763465,0,0,0,0
08763750,0,0,0,0
08763955,657,0,0,657
08763728,656,0,0,656
08763912,0,0,0,0
08764397,0,741,0,741
08766544,0,0,0,0
08750664,0,866,0,866
08764145,0,0,0,0
08764353,0,943,0,943
08764820,0,1301,0,1301
08764830,0,0,0,0
08764821,0,338,0,338
08766580,0,0,0,0
08766576,0,0,0,0
08766596,0,0,0,0
08764576,0,0,0,0
08766350,0,0,0,0
08766607,0,0,0,0
08766687,0,0,0,0
08766895,0,423,0,423
08767249,0,524,0,524
08768029,0,0,0,0
08682604,0,0,0,0
08750634,0,0,0,0
08750641,0,0,0,0
08764926,0,246,0,246
08766959,0,0,0,0
08767220,1263,0,0,1263
08768091,0,998,0,998
08771369,0,0,0,0
08722260,0,0,0,0
08767653,0,0,0,0
08766137,0,0,0,0
08767928,0,0,0,0
08768231,0,764,0,764
08768787,0,981,0,981
08768606,0,0,0,0
08768619,0,0,0,0
08768535,0,0,0,0
08768694,0,0,0,0
08768715,0,924,0,924
08769023,0,759,0,759
08769037,0,0,0,0
08769056,0,0,0,0
08769036,1319,0,0,1319
08769041,0,0,0,0
08768922,0,0,0,0
08769077,0,1072,0,1072
08769596,0,757,0,757
08775703,0,0,0,0
08737118,0,956,956,0
08769450,0,0,0,0
08770039,0,1251,0,1251
08770048,0,0,0,0
08770609,0,0,0,0
08772047,0,1222,0,1222
08772068,0,712,0,712
08773813,0,1277,0,1277
08750741,0,936,0,936
08765079,0,0,0,0
08765258,0,933,0,933
08765267,0,0,0,0
08770322,0,0,0,0
08770320,0,1286,0,1286
08770503,0,0,0,0
08770676,1253,0,0,1253
08771243,0,0,0,0
08771276,0,0,0,0
08771426,0,1178,0,1178
08771469,0,0,0,0
08771467,0,0,0,0
08772351,670,0,0,670
08777721,0,1118,0,1118
08771785,0,767,0,767
08777722,0,1193,0,1193
08777720,675,0,0,675
08771947,0,1073,0,1073
08771550,0,964,0,964
08771979,0,0,0,0
08772443,0,816,0,816
08772714,0,0,0,0
08772738,0,0,0,0
08774126,0,1074,0,1074
08772840,0,1046,0,1046
08772825,0,0,0,0
08772888,0,1113,0,1113
08773315,0,0,0,0
08773665,0,1275,0,1275
08777958,0,850,0,850
08777980,0,0,0,0
08772559,0,0,0,0
08772878,0,712,0,712
08774150,0,1270,0,1270
08774170,0,0,0,0
08777841,0,914,0,914
08774171,0,0,0,0
08773173,0,1188,0,1188
08775077,0,994,0,994
08777393,0,830,0,830
08774447,0,0,0,0
08777427,0,0,0,0
08777452,0,1826,0,1826
08777543,0,783,0,783
08778205,0,0,0,0
08781924,0,0,0,0
08775221,0,0,0,0
08775430,0,0,0,0
08775546,0,0,0,0
08775507,0,0,0,0
08775595,0,0,0,0
08775308,0,1050,0,1050
08775829,0,0,0,0
08777246,0,0,0,0
08777593,0,763,0,763
08777615,0,0,0,0
08777805,0,1042,0,1042
08777849,0,687,0,687
08777652,0,0,0,0
08777824,0,0,0,0
08777799,0,1193,0,1193
08775620,0,0,0,0
08769892,0,2553,0,2553
08778331,0,0,0,0
08778570,0,0,0,0
08778644,0,1200,0,1200
08778639,0,898,0,898
08778459,0,1393,0,1393
08791098,631,0,0,631
08778830,0,0,0,0
08779272,0,0,0,0
08779361,0,0,0,0
08779270,0,0,0,0
08779545,0,0,0,0
08765524,0,0,0,0
08765905,0,0,0,0
08779599,0,1256,0,1256
08779713,0,0,0,0
08767119,0,0,0,0
08780204,0,1190,0,1190
08780449,0,0,0,0
08780551,0,931,0,931
08780562,0,0,0,0
08780507,0,0,0,0
08779919,0,0,0,0
08780790,0,1187,0,1187
08780854,0,0,0,0
08781055,1097,0,0,1097
08781095,0,0,0,0
08781786,0,0,0,0
08782464,1235,0,0,1235
08781412,856,0,0,856
08781434,0,0,0,0
08781868,0,991,0,991
08781296,0,1484,0,1484
08781299,0,528,0,528
08782336,0,0,0,0
08782272,886,0,0,886
08782578,0,0,0,0
08782872,0,777,0,777
08783160,0,0,0,0
08783693,0,707,0,707
08783784,0,1172,0,1172
08784087,0,1048,0,1048
08784243,0,0,0,0
08784688,0,0,0,0
08784860,0,1164,0,1164
08784199,0,0,0,0
08776008,0,0,0,0
08783752,0,0,0,0
08783714,0,0,0,0
08783865,0,0,0,0
08783734,0,0,0,0
08784227,0,0,0,0
08784237,877,0,0,877
08784224,0,983,0,983
08784229,0,0,0,0
08784293,0,0,0,0
08784875,0,2354,0,2354
08784806,0,0,0,0
08784440,0,0,0,0
08785716,0,1125,0,1125
08786373,0,767,0,767
08785074,0,0,0,0
08785269,0,0,0,0
08785455,0,668,0,668
08785711,0,1527,0,1527
08786112,0,0,0,0
09009237,0,0,0,0
08784670,0,943,0,943
08785109,0,1003,0,1003
08785128,0,0,0,0
08785802,1019,0,0,1019
08785912,0,1236,0,1236
08786007,0,0,0,0
08786145,0,0,0,0
08786228,0,770,0,770
08786489,0,0,0,0
08786187,0,0,0,0
08786494,0,851,0,851
08786818,0,769,0,769
08786814,0,0,0,0
08787189,0,0,0,0
08787512,0,0,0,0
08786770,0,0,0,0
08786270,0,825,0,825
08786869,0,0,0,0
08787778,0,0,0,0
08786957,0,547,0,547
08787617,0,0,0,0
08787895,0,0,0,0
08787893,0,1084,0,1084
08776189,0,0,0,0
08776188,0,0,0,0
08786756,0,0,0,0
08787745,0,869,0,869
08788270,0,0,0,0
08788669,0,828,0,828
08788940,0,0,0,0
08794202,0,0,0,0
09013107,0,0,0,0
08765295,0,0,0,0
08789001,0,1060,0,1060
08789026,0,0,0,0
08789027,0,0,0,0
08789029,0,1060,0,1060
08789028,0,1060,0,1060
08789127,0,799,0,799
08789479,0,0,0,0
08789458,0,0,0,0
08788980,0,0,0,0
08788837,0,855,0,855
08789659,0,755,0,755
08789703,0,0,0,0
08789702,0,1060,0,1060
08791437,0,0,0,0
08790043,0,0,0,0
08790040,0,0,0,0
08790144,0,0,0,0
08790142,0,0,0,0
08816943,0,0,0,0
08792007,0,855,0,855
08789390,0,0,0,0
08788447,0,0,0,0
08790559,0,1091,0,1091
08790528,0,970,0,970
08790585,0,0,0,0
08791077,0,0,0,0
08791724,0,973,0,973
08789960,0,0,0,0
08790787,0,0,0,0
08791266,0,1096,0,1096
08791520,0,912,0,912
08792159,0,0,0,0
08791281,0,0,0,0
08792816,0,0,0,0
08792829,0,0,0,0
08757425,0,0,0,0
08776382,0,0,0,0
08791177,0,1035,0,1035
08791335,0,0,0,0
08791708,0,0,0,0
08792026,0,0,0,0
08792244,0,0,0,0
08792468,0,0,0,0
08792240,0,0,0,0
