application_number,parent_application_number,parent_filing_date,continuation_type
10363367,PCT/US01/26852,2001-08-28,NST
10363367,60229907,2000-09-01,PRO
10363434,PCT/GB01/03874,2001-08-30,NST
10363495,PCT/US01/26963,2001-08-29,NST
10363495,60229186,2000-08-30,PRO
10363370,PCT/US03/06478,2003-03-03,NST
10363511,PCT/US01/27133,2001-08-31,NST
10363202,PCT/US01/28044,2001-09-07,NST
10363202,60231266,2000-09-08,PRO
10362611,PCT/US01/26655,2001-08-27,NST
10362611,60227572,2000-08-25,PRO
10363576,PCT/EP01/10323,2001-09-07,NST
10362318,PCT/US01/26122,2001-08-21,NST
10362318,60226530,2000-08-21,PRO
10362099,PCT/US00/33897,2000-12-13,NST
10344858,PCT/SE01/01779,2001-08-20,NST
10363888,PCT/GB01/03987,2001-09-05,NST
10344802,PCT/US01/25881,2001-08-17,NST
10344802,60226767,2000-08-21,PRO
10363568,PCT/US01/26827,2001-08-28,NST
10363568,60229858,2000-09-01,PRO
10363792,PCT/GB01/04035,2001-09-10,NST
10363719,PCT/US01/19546,2001-06-19,NST
10363936,PCT/US01/27297,2001-08-30,NST
10363692,PCT/CA01/01281,2001-09-07,NST
10344595,PCT/US01/25489,2001-08-15,NST
10344595,60225344,2000-08-15,PRO
10380213,PCT/US00/24936,2000-09-12,NST
10380151,PCT/GB01/04049,2001-09-10,NST
10380154,PCT/US01/29108,2001-09-12,NST
10380154,60232055,2000-09-12,PRO
10380085,PCT/GB01/04044,2001-09-07,NST
10380123,PCT/US01/28348,2001-09-13,NST
10380123,60230935,2000-09-13,PRO
10380123,09816255,2001-03-26,CIP
10380123,60200378,2000-04-28,PRO
10380258,PCT/US01/28768,2001-09-12,NST
10380078,PCT/US01/26730,2001-08-28,NST
10380078,60229906,2000-09-01,PRO
10380491,PCT/NO01/00378,2001-09-17,NST
10344711,PCT/US01/25630,2001-08-14,NST
10344711,60225317,2000-08-14,PRO
10380058,PCT/EP01/10418,2001-09-10,NST
10380632,PCT/FR01/02946,2001-09-21,NST
10380670,PCT/EP01/10786,2001-09-18,NST
10380841,PCT/GB01/04288,2001-09-26,NST
10380453,PCT/US01/28673,2001-09-15,NST
10380453,60232683,2000-09-15,PRO
10344593,PCT/US01/25648,2001-08-16,NST
10344593,60225694,2000-08-16,PRO
10380772,PCT/EP01/10327,2001-09-07,NST
10380566,PCT/US01/42188,2001-09-14,NST
10380566,60232975,2000-09-14,PRO
10380731,PCT/US01/26015,2001-09-10,NST
10380953,PCT/EP01/10955,2001-09-21,NST
10381085,PCT/IB01/01914,2001-09-19,NST
10344484,PCT/NZ01/00150,2001-07-26,NST
10380993,PCT/FR01/02887,2001-09-18,NST
10381326,PCT/NO01/00395,2001-09-27,NST
10380501,PCT/GB01/04101,2001-09-14,NST
10381335,PCT/US00/26202,2000-09-25,NST
10380565,PCT/GB01/04053,2001-09-10,NST
10381638,PCT/EP01/11116,2001-09-26,NST
10381229,PCT/EP01/08676,2001-07-27,NST
10381068,PCT/US01/25892,2001-08-17,NST
10381209,PCT/EP01/10813,2001-09-19,NST
10381469,PCT/EP01/12504,2001-10-30,NST
10344330,PCT/FR01/01369,2001-05-04,NST
10344001,PCT/JP02/04565,2002-05-10,NST
10381926,PCT/US01/30335,2001-10-01,NST
10398008,PCT/US01/42529,2001-10-05,NST
10343986,PCT/JP02/05548,2002-06-05,NST
10343085,PCT/SE01/01670,2001-07-25,NST
10398136,PCT/JP01/08127,2001-09-19,NST
10343439,PCT/JP01/06602,2001-07-31,NST
10398081,PCT/NL01/00689,2001-09-17,NST
10343254,PCT/US01/26777,2001-08-28,NST
10343254,60229110,2000-08-30,PRO
10343058,PCT/US01/24375,2001-08-03,NST
10398372,PCT/SE01/02158,2001-10-05,NST
10343190,PCT/US01/23520,2001-07-26,NST
10343190,60221358,2000-07-27,PRO
10343190,60261352,2001-01-12,PRO
10381895,PCT/US01/30656,2001-09-28,NST
10381895,60237101,2000-09-29,PRO
10381895,60238482,2000-10-06,PRO
10381895,60244024,2000-10-27,PRO
10381895,60250805,2000-12-01,PRO
10398080,PCT/GB01/04511,2001-10-10,NST
10333706,PCT/RU2002/000135,2002-03-21,NST
10398709,PCT/EP01/11599,2001-10-08,NST
10398435,PCT/US00/27155,2000-10-03,NST
10398391,PCT/GB01/04434,2001-10-05,NST
10398971,PCT/US01/32091,2001-10-11,NST
10398971,60239483,2000-10-11,PRO
10343170,PCT/US01/23601,2001-07-26,NST
10399132,PCT/DE01/03901,2001-10-10,NST
10399205,PCT/GB01/04506,2001-10-10,NST
10343087,PCT/SE01/01674,2001-07-25,NST
10399103,PCT/US01/27760,2001-10-11,NST
10399389,PCT/EP01/11557,2001-10-05,NST
10399075,PCT/EP01/11832,2001-10-12,NST
10333817,PCT/MX01/00053,2001-07-27,NST
10333815,PCT/IL01/00693,2001-07-26,NST
10399545,PCT/FR01/03188,2001-10-15,NST
10333338,PCT/FR01/02371,2001-07-20,NST
10399025,PCT/US01/32176,2001-10-11,NST
10399025,60239712,2000-10-11,PRO
10333324,PCT/US01/21909,2001-07-11,NST
10333324,60218547,2000-07-12,PRO
10333124,PCT/GB01/03238,2001-07-18,NST
10399670,PCT/JP01/09355,2001-10-25,NST
10333122,PCT/KR01/01201,2001-07-12,NST
10399692,PCT/US01/45531,2001-10-19,NST
10399692,09693072,2000-10-20,CIP
10399691,PCT/US01/46022,2001-10-19,NST
10399247,PCT/BR01/00129,2001-10-17,NST
10399696,PCT/US01/51295,2001-10-16,NST
10399696,09691436,2000-10-18,CIP
10399594,PCT/EP01/11949,2001-10-17,NST
10415189,PCT/US01/50631,2001-10-25,NST
10415189,60243329,2000-10-25,PRO
10415189,60243330,2000-10-25,PRO
10399959,PCT/US01/32515,2001-10-17,NST
10399959,60241513,2000-10-18,PRO
10415054,PCT/CN01/01498,2001-10-23,NST
10415364,PCT/US03/12907,2003-04-24,NST
10415212,PCT/EP01/12390,2001-10-24,NST
10415124,PCT/EP01/12306,2001-10-24,NST
10333106,PCT/DE01/02646,2001-07-13,NST
10332757,PCT/US01/22109,2001-07-13,NST
10332757,60217969,2000-07-13,PRO
10399731,PCT/CA01/01488,2001-10-19,NST
10399731,60242050,2000-10-20,PRO
10415468,PCT/US01/48417,2001-10-30,NST
10415468,60244332,2000-10-30,PRO
10415370,PCT/US01/48224,2001-10-30,NST
10415452,PCT/EP01/12532,2001-10-30,NST
10415208,PCT/SE01/02283,2001-10-18,NST
10296032,PCT/US01/16283,2001-05-17,NST
10296032,60205518,2000-05-19,PRO
10296032,60213956,2000-06-22,PRO
10296032,60215105,2000-06-28,PRO
10296032,60218947,2000-07-14,PRO
10296032,60228448,2000-08-29,PRO
10332833,PCT/GB01/02268,2001-05-24,NST
10416222,PCT/US01/42919,2001-11-06,NST
10416222,60245666,2000-11-06,PRO
10332655,PCT/EP01/08410,2001-07-19,NST
10416461,PCT/GB01/05008,2001-11-13,NST
10416273,PCT/EP01/12212,2001-10-30,NST
10415750,PCT/CU01/00007,2001-11-01,NST
10415723,PCT/NO01/00439,2001-11-02,NST
10415506,PCT/EP01/12422,2001-10-25,NST
10416210,PCT/IL01/01043,2001-11-08,NST
10416210,60246567,2000-11-08,PRO
10416993,PCT/US01/42950,2001-11-16,NST
10416993,09714936,2000-11-17,CIP
10415226,PCT/US01/43887,2001-11-08,NST
10415226,60246804,2000-11-08,PRO
10432206,PCT/US01/43299,2001-11-20,NST
10432206,60252070,2000-11-20,PRO
10399546,PCT/FR01/03189,2001-10-15,NST
10432179,PCT/US01/44078,2001-11-26,NST
10432179,60252897,2000-11-27,PRO
10432179,09816255,2001-03-26,CON
10432179,60200378,2000-04-28,PRO
10416588,PCT/EP01/12923,2001-11-08,NST
10416588,60246981,2000-11-13,PRO
10399827,PCT/DE01/03972,2001-10-23,NST
10432140,PCT/JP02/09714,2002-09-20,NST
10399603,PCT/GB01/04656,2001-10-18,NST
10432558,PCT/IB01/02761,2001-11-23,NST
10432371,PCT/CA01/01692,2001-11-28,NST
10432371,60250190,2000-11-29,PRO
10432680,PCT/FR00/03267,2000-11-23,NST
10432748,PCT/CA01/01679,2001-11-27,NST
10433032,PCT/NO01/00029,2001-01-29,NST
10399416,PCT/EP01/11983,2001-10-16,NST
10399462,PCT/JP01/09371,2001-10-25,NST
10399072,PCT/EP01/13940,2001-11-29,NST
10399072,60253751,2000-11-29,PRO
10432969,PCT/SE01/02176,2001-10-08,NST
10432267,PCT/EP01/13037,2001-11-07,NST
10398776,PCT/FR01/02882,2001-09-17,NST
10432559,PCT/US01/44520,2001-11-27,NST
10433067,PCT/AU01/01558,2001-11-30,NST
10432830,PCT/FR01/03661,2001-11-21,NST
10433080,PCT/EP01/11103,2001-09-26,NST
10433141,PCT/SE01/02662,2001-12-03,NST
10433182,PCT/EP00/12121,2000-12-01,NST
10433171,PCT/US01/43310,2001-11-20,NST
10433171,60252356,2000-11-21,PRO
10433627,PCT/JP00/08444,2000-11-30,NST
10433517,PCT/US01/46435,2001-11-30,NST
10433390,PCT/GB01/05234,2001-11-28,NST
10398190,PCT/US01/31219,2001-10-05,NST
10432777,PCT/IL01/01099,2001-11-28,NST
10432777,60253136,2000-11-28,PRO
10433280,PCT/US01/46516,2001-12-07,NST
10433280,60254411,2000-12-08,PRO
10398159,PCT/US01/30857,2001-10-02,NST
10398159,60237556,2000-10-02,PRO
10433983,PCT/CA01/01694,2001-11-29,NST
10433983,09732752,2000-12-11,CIP
10433983,09409989,1999-09-30,CIP
10450210,PCT/EP01/14685,2001-12-13,NST
10433797,PCT/US01/43174,2001-12-04,NST
10433797,60255850,2000-12-15,PRO
10433940,PCT/EP01/14336,2001-12-07,NST
10450313,PCT/US01/47834,2001-12-11,NST
10450313,60255988,2000-12-13,PRO
10406913,10264538,2002-10-03,CIP
10406913,60326671,2001-10-03,PRO
10406913,60341529,2001-12-17,PRO
10406913,60356759,2002-02-15,PRO
10406913,60401984,2002-08-07,PRO
10406913,60408733,2002-09-06,PRO
10450592,PCT/FR01/04000,2001-12-14,NST
10450506,PCT/EP01/14613,2001-12-12,NST
10450605,PCT/EP01/13997,2001-11-30,NST
10450915,PCT/GB01/05638,2001-12-19,NST
10450364,PCT/US02/00922,2002-01-11,NST
10450364,60261504,2001-01-12,PRO
10450364,60340145,2001-12-14,PRO
10398137,PCT/JP01/08349,2001-09-26,NST
10450509,PCT/CA01/01685,2001-12-14,NST
10450509,60255398,2000-12-15,PRO
10451017,PCT/EP01/15276,2001-12-21,NST
10381991,PCT/US01/42389,2001-09-28,NST
10381991,60237241,2000-10-02,PRO
10381652,PCT/US01/30649,2001-10-01,NST
10381652,60236977,2000-09-29,PRO
10381652,09733760,2000-12-08,CIP
10450878,PCT/EP01/14573,2001-12-12,NST
10451267,PCT/GB01/05713,2001-12-20,NST
10450801,PCT/EP01/14927,2001-12-18,NST
10451392,PCT/SE01/02773,2001-12-14,NST
10451582,PCT/US99/20141,1999-09-02,NST
10451116,PCT/IB01/02422,2001-12-10,NST
10433763,PCT/US01/43703,2001-11-16,NST
10433763,60251684,2000-12-05,PRO
10451569,PCT/GB01/05796,2001-12-24,NST
10451758,PCT/EP01/14451,2001-12-10,NST
10451191,PCT/EP01/14934,2001-12-18,NST
10381730,PCT/AU01/01223,2001-09-28,NST
10381884,PCT/GB01/04357,2001-10-01,NST
10466039,PCT/US02/00530,2002-01-11,NST
10466039,60261641,2001-01-12,PRO
10465959,PCT/EP01/14860,2001-12-14,NST
10381380,PCT/DE02/02483,2002-07-06,NST
10466129,PCT/FR01/03906,2001-12-11,NST
10432999,PCT/CA01/01714,2001-12-03,NST
10380494,PCT/US00/25143,2000-09-13,NST
10380494,10016604,2001-12-07,CIP
10380494,60340640,2001-12-07,PRO
10380494,60388046,2002-06-12,PRO
10466209,PCT/FR02/03885,2002-11-13,NST
10466158,PCT/CH02/00008,2002-01-08,NST
10466237,PCT/US02/01658,2002-01-18,NST
10380275,PCT/US01/28876,2001-09-17,NST
10380275,60232854,2000-09-15,PRO
10466337,PCT/FR02/00303,2002-01-25,NST
10466213,PCT/EP02/00242,2002-01-12,NST
10380454,PCT/US01/28733,2001-09-15,NST
10380454,60232680,2000-09-15,PRO
10466857,PCT/GB02/00339,2002-01-24,NST
10466482,PCT/JP02/00302,2002-01-18,NST
10380285,PCT/IB01/02092,2001-09-13,NST
10380285,60232146,2000-09-13,PRO
10466553,PCT/DK02/00049,2002-01-24,NST
10363979,PCT/JP01/02775,2001-03-30,NST
10466255,PCT/EP02/00218,2002-01-11,NST
10466945,PCT/EP01/12613,2001-10-31,NST
10362262,PCT/GB01/03650,2001-08-16,NST
10466745,PCT/IB02/00797,2002-01-08,NST
10467749,PCT/US01/47268,2001-12-03,NST
10467749,60251339,2000-12-05,PRO
10467523,PCT/IE02/00018,2002-02-11,NST
10467675,PCT/EP02/01419,2002-02-11,NST
10467751,PCT/EP02/01650,2002-02-15,NST
10467771,PCT/GB01/03932,2001-08-31,NST
10467769,PCT/SE02/00232,2002-02-11,NST
10467817,PCT/US01/30343,2001-09-28,NST
10467817,60237547,2000-09-30,PRO
10467368,PCT/US02/03858,2002-02-11,NST
10467368,60267676,2001-02-09,PRO
10467368,60287633,2001-04-30,PRO
10467875,PCT/GB02/00570,2002-02-11,NST
10467875,60268260,2001-02-13,PRO
10468136,PCT/EP02/01715,2002-02-18,NST
10468286,PCT/DE01/04139,2001-11-02,NST
10467384,PCT/EP02/01292,2002-02-07,NST
10467384,60267029,2001-02-07,PRO
10468384,PCT/AU01/01302,2001-10-17,NST
10468470,PCT/FR02/00632,2002-02-19,NST
10468592,PCT/GB02/00725,2002-02-20,NST
10468656,PCT/EP02/01777,2002-02-20,NST
10468700,PCT/CA02/00227,2002-02-21,NST
10468700,60270198,2001-02-22,PRO
10468660,PCT/JP02/08708,2002-08-29,NST
10468703,PCT/DK02/00159,2002-03-11,NST
10468337,PCT/US02/05713,2002-02-14,NST
10468337,60268645,2001-02-14,PRO
10468337,60268664,2001-02-14,PRO
10468337,60306216,2001-07-18,PRO
10468337,60344557,2001-11-07,PRO
10468337,60348242,2001-11-07,PRO
10468337,60350176,2001-11-09,PRO
10468784,PCT/EP02/01965,2002-02-25,NST
10468752,PCT/FR02/00657,2002-02-22,NST
10468797,PCT/EP02/00211,2002-01-11,NST
10468838,PCT/FR02/04486,2002-12-20,NST
10469057,PCT/CA01/00205,2001-02-23,NST
10468715,PCT/GB02/03801,2002-08-15,NST
10469121,PCT/IB02/00542,2002-02-25,NST
10467107,PCT/US02/05584,2002-02-26,NST
10469357,PCT/CA02/00100,2002-02-05,NST
10469389,PCT/KR02/00498,2002-03-25,NST
10469250,PCT/FR02/00758,2002-03-01,NST
10469407,PCT/US02/05153,2002-02-18,NST
10469426,PCT/US02/08015,2002-03-15,NST
10363487,PCT/EP01/09902,2001-08-28,NST
10469124,PCT/US02/10301,2002-04-02,NST
10469124,60281183,2001-04-02,PRO
10363524,PCT/IB01/00785,2001-05-08,NST
10363786,PCT/EP01/09899,2001-08-28,NST
10469608,PCT/NL01/00170,2001-03-01,NST
10469674,PCT/GB02/00841,2002-03-01,NST
10363203,PCT/US01/28045,2001-09-07,NST
10363203,60231266,2000-09-08,PRO
10363355,PCT/KR01/01446,2001-08-27,NST
10469555,PCT/EP02/02250,2002-03-01,NST
10469717,PCT/EP02/02256,2002-03-01,NST
10469754,PCT/FR02/00704,2002-02-27,NST
10469815,PCT/NL02/00149,2002-03-06,NST
10469201,PCT/US01/51650,2001-10-18,NST
10469201,60242350,2000-10-19,PRO
10469201,60285624,2001-04-20,PRO
10469896,PCT/CA02/00288,2002-03-05,NST
10469225,PCT/GB02/00800,2002-02-27,NST
10470100,PCT/FR02/00265,2002-01-23,NST
10469621,PCT/GB02/00729,2002-02-21,NST
10469730,PCT/US02/06314,2002-03-01,NST
10469730,60272565,2001-03-01,PRO
10470011,PCT/US02/05188,2002-02-22,NST
10470011,60271371,2001-02-23,PRO
10451901,PCT/US01/50256,2001-12-19,NST
10451901,60257714,2000-12-21,PRO
10451901,60260081,2001-01-05,PRO
10451901,60262302,2001-01-16,PRO
10451901,60263823,2001-01-23,PRO
10451901,60266088,2001-02-02,PRO
10451901,60348442,2001-10-29,PRO
10470324,PCT/GB02/00322,2002-01-25,NST
10470325,PCT/GB02/00307,2002-01-25,NST
10470545,PCT/AU02/00091,2002-01-30,NST
10470689,PCT/EP01/14678,2001-12-13,NST
10469579,PCT/AU02/00287,2002-03-15,NST
10468333,PCT/JP02/01321,2002-02-15,NST
10470868,PCT/US02/01222,2002-01-29,NST
10468976,PCT/GB02/00562,2002-02-08,NST
10469956,PCT/GB02/01069,2002-03-08,NST
10467145,PCT/US02/03201,2002-02-04,NST
10467145,60265955,2001-02-02,PRO
10470916,PCT/FR02/00417,2002-02-04,NST
10470283,PCT/CA02/00101,2002-01-29,NST
10470283,60264296,2001-01-29,PRO
10471084,PCT/KR01/00721,2001-05-02,NST
10470614,09868876,2001-06-22,CON
10470614,PCT/FR99/03114,1999-12-13,NST
10471108,PCT/AU02/00237,2002-03-04,NST
10471109,PCT/GB02/00975,2002-03-07,NST
10468055,PCT/US02/04222,2002-02-12,NST
10468055,60268044,2001-02-12,PRO
10471275,PCT/EP02/02062,2002-02-27,NST
10471282,PCT/CN02/00178,2002-03-20,NST
10471478,PCT/AU01/00611,2001-05-25,NST
10466858,PCT/EP02/00475,2002-01-18,NST
10466858,60287105,2001-04-27,PRO
10466858,60324008,2001-09-21,PRO
10471586,PCT/CA02/00357,2002-03-15,NST
10470364,PCT/US02/02708,2002-01-29,NST
10466430,PCT/AU01/00101,2002-02-01,NST
10471691,PCT/US02/07563,2002-03-14,NST
10471677,PCT/EP02/03249,2002-03-22,NST
10456934,10119917,2002-04-10,CIP
10456934,60282741,2001-04-10,PRO
10451885,PCT/EP01/14850,2001-12-12,NST
10465971,PCT/FR02/00016,2002-01-03,NST
10451991,PCT/SE01/02774,2001-12-14,NST
10451581,PCT/US01/19791,2001-06-21,NST
10451581,60213074,2000-06-21,PRO
10451581,60259975,2001-01-05,PRO
10451972,PCT/JP02/00930,2002-02-05,NST
10471891,PCT/US02/09043,2002-03-18,NST
10471891,60276141,2001-03-16,PRO
10472058,PCT/EP02/03377,2002-03-26,NST
10472447,PCT/EP02/03105,2002-03-20,NST
10471723,PCT/EP02/03357,2002-03-12,NST
10471723,60275638,2001-03-15,PRO
10451314,PCT/EP01/15006,2001-12-19,NST
10472479,PCT/AU01/01247,2001-10-03,NST
10471147,PCT/JP02/02070,2002-03-06,NST
10472008,PCT/US02/09193,2002-03-15,NST
10472008,60276284,2001-03-15,PRO
10472488,PCT/CA02/00422,2002-03-27,NST
10472903,PCT/GB02/01460,2002-03-25,NST
10472718,PCT/GB02/01111,2002-03-19,NST
10472848,PCT/IS02/00007,2002-03-27,NST
10472863,PCT/US02/09968,2002-03-28,NST
10472863,60280175,2001-03-30,PRO
10451189,PCT/US01/50618,2001-12-19,NST
10451189,09741238,2000-12-19,CIP
10473142,PCT/IB02/02547,2002-04-11,NST
10451109,PCT/IN00/00130,2000-12-19,NST
10473225,PCT/IB02/01012,2002-03-26,NST
10450491,PCT/FR01/04162,2001-12-21,NST
10473305,PCT/US02/10056,2002-03-27,NST
10473305,60279619,2001-03-28,PRO
10473040,PCT/US02/09944,2002-03-27,NST
10473040,60279619,2001-03-28,PRO
10473040,60280067,2001-03-29,PRO
10473040,60280068,2001-03-29,PRO
10473040,60291280,2001-05-16,PRO
10473040,60291849,2001-05-17,PRO
10473040,60291829,2001-05-17,PRO
10473040,60299428,2001-06-19,PRO
10473040,60300001,2001-06-20,PRO
10473040,60299776,2001-06-20,PRO
10450350,PCT/IL01/01164,2001-12-13,NST
10473025,PCT/AU02/00365,2002-03-26,NST
10473463,PCT/IN01/00055,2001-03-28,NST
10472866,PCT/US02/08781,2002-03-20,NST
10473662,PCT/GB02/01267,2002-03-18,NST
10473794,PCT/IB02/00914,2002-03-26,NST
10473794,60280685,2001-03-30,PRO
10473481,PCT/EP02/03393,2002-03-26,NST
10473481,60279188,2001-03-27,PRO
10473481,60284987,2001-04-19,PRO
10473481,60295726,2001-06-04,PRO
10473898,PCT/GB02/01293,2002-04-04,NST
10473551,PCT/US02/09921,2002-03-27,NST
10473551,60280067,2001-03-29,PRO
10473551,60280068,2001-03-29,PRO
10473551,60291280,2001-05-16,PRO
10473551,60291849,2001-05-17,PRO
10473551,60291829,2001-05-17,PRO
10473551,60299428,2001-06-19,PRO
10473551,60300001,2001-06-20,PRO
10473551,60299776,2001-06-20,PRO
10473958,PCT/JP01/02870,2001-04-02,NST
10473967,PCT/SE02/00590,2002-03-25,NST
10473633,PCT/EP02/03015,2002-03-19,NST
10474004,PCT/EP02/02776,2002-03-13,NST
10474180,PCT/FR01/01044,2001-04-06,NST
10474060,PCT/US02/10682,2002-04-05,NST
10474060,09826522,2001-04-05,CIP
10474060,60289169,2001-05-07,PRO
10474060,60350517,2001-10-22,PRO
10474060,60355426,2002-02-08,PRO
10474060,60336815,2001-12-05,PRO
10424329,10281885,2002-10-28,DIV
10424329,10073482,2002-02-11,DIV
10424329,09623210,2000-08-29,DIV
10424329,PCT/US99/04853,1999-03-02,NST
10424329,60076489,1998-03-02,PRO
10474188,PCT/DE02/01223,2002-04-04,NST
10433470,PCT/JP01/10481,2001-11-30,NST
10433381,PCT/CA01/01716,2001-11-30,NST
10474221,PCT/RU01/00310,2001-07-26,NST
10474186,PCT/FR02/01168,2002-04-04,NST
10473777,PCT/GB02/01626,2002-04-03,NST
10473900,PCT/CA02/00465,2002-04-04,NST
10474295,PCT/US02/10452,2002-04-03,NST
10474295,60281279,2001-04-03,PRO
10433174,PCT/CA01/01655,2001-11-28,NST
10474740,PCT/US02/11520,2002-04-15,NST
10474740,60283351,2001-04-13,PRO
10432988,PCT/SE01/02633,2001-11-28,NST
10432868,PCT/EP01/13684,2001-11-23,NST
10474241,PCT/JP02/03488,2002-04-08,NST
10474274,PCT/FR02/01252,2002-04-10,NST
10433030,PCT/GB97/03169,1997-11-19,NST
10433030,08754611,1996-11-20,CIP
10416902,PCT/CA01/01589,2001-11-15,NST
10416902,60248864,2000-11-15,PRO
10432151,PCT/EP01/13321,2001-11-16,NST
10432151,60249390,2000-11-16,PRO
10474846,PCT/US02/14748,2002-05-09,NST
10432127,PCT/EP00/11801,2000-11-24,NST
10475073,PCT/US02/13004,2002-04-22,NST
10475073,60285201,2001-04-20,PRO
10475008,PCT/JP02/03816,2002-04-17,NST
10416991,PCT/US01/47004,2001-11-30,NST
10416991,09728952,2000-11-30,CIP
10416676,PCT/EP01/13397,2001-11-14,NST
10475010,PCT/JP02/03814,2002-04-17,NST
10475211,PCT/CA02/00544,2002-04-19,NST
10475211,09841563,2001-04-23,CIP
10474949,PCT/US02/15253,2002-04-10,NST
10474949,60283793,2001-04-13,PRO
10474949,60291544,2001-05-16,PRO
10474949,60293572,2001-05-25,PRO
10474949,60308182,2001-07-27,PRO
10474949,60311447,2001-08-09,PRO
10474949,60315874,2001-08-29,PRO
10474949,60322181,2001-09-14,PRO
10475206,PCT/US02/12014,2002-04-17,NST
10475206,60284273,2001-04-17,PRO
10475206,60284713,2001-04-18,PRO
10475292,PCT/US01/32153,2001-10-17,NST
10415685,PCT/US01/50985,2001-10-29,NST
10415685,09703951,2000-11-01,CIP
10415685,08487596,1995-06-07,CIP
10415685,08149503,1993-11-08,CIP
10415685,08028031,1993-03-08,CIP
10415685,07938154,1992-11-30,CIP
10415685,07504455,1990-04-03,CIP
10416517,PCT/EP01/13673,2001-11-23,NST
10475067,PCT/NL02/00255,2002-04-18,NST
10475358,PCT/JP02/03872,2002-04-18,NST
10475490,PCT/JP03/06802,2003-05-30,NST
10475387,PCT/AT02/00108,2002-04-11,NST
10475630,PCT/GB01/01700,2002-04-17,NST
10475722,PCT/EP02/04654,2002-04-26,NST
10475623,PCT/US02/06371,2002-02-28,NST
10475623,09862164,2001-05-21,CON
10475458,PCT/US02/10675,2002-04-04,NST
10475924,PCT/US02/13917,2002-05-03,NST
10475924,60288474,2001-05-03,PRO
10475919,PCT/GB02/01940,2002-04-29,NST
10475972,PCT/SE02/00812,2002-04-25,NST
10475927,PCT/AU02/00410,2002-04-23,NST
10475939,PCT/DK02/00272,2002-04-25,NST
10475939,60328093,2001-10-11,PRO
10476035,PCT/US02/13269,2002-04-25,NST
10476035,60285939,2001-04-25,PRO
10476141,PCT/FR02/01424,2002-04-25,NST
10475894,PCT/EP02/04659,2002-04-26,NST
10476203,PCT/US02/13392,2002-04-25,NST
10476203,60287152,2001-04-27,PRO
10476203,60288599,2001-05-04,PRO
10476203,60290364,2001-05-11,PRO
10476203,60293837,2001-05-24,PRO
10476203,60351107,2002-01-22,PRO
10476203,60353284,2002-02-01,PRO
10475009,PCT/JP02/03815,2002-04-17,NST
10474887,PCT/US02/11820,2002-04-16,NST
10474887,60283966,2001-04-16,PRO
10474981,PCT/RU02/00110,2002-03-21,NST
10474882,PCT/IB02/02169,2002-04-11,NST
10474731,PCT/EP02/04665,2002-04-26,NST
10476379,PCT/US02/08273,2002-04-19,NST
10476379,60286400,2001-04-24,PRO
10476342,PCT/US02/15217,2002-05-14,NST
10476193,PCT/EP02/03323,2002-03-25,NST
10476524,PCT/FR02/01499,2002-04-30,NST
10476726,PCT/US02/14286,2002-05-02,NST
10476726,60287745,2001-05-02,PRO
10476776,PCT/DE02/01562,2002-04-29,NST
10476957,PCT/EP02/04498,2002-04-24,NST
10476997,PCT/US02/15052,2002-05-10,NST
10476997,60290430,2001-05-10,PRO
10476997,60296880,2001-06-08,PRO
10476997,60300472,2001-06-22,PRO
10476997,60301794,2001-06-29,PRO
10477143,PCT/EP02/04916,2002-05-04,NST
10477079,PCT/EP02/05192,2002-05-10,NST
10475806,PCT/IL01/00381,2001-04-25,NST
10477211,PCT/US00/20545,2000-07-28,NST
10477217,PCT/US02/14262,2002-05-07,NST
10476841,PCT/GB02/02202,2002-05-13,NST
10474713,PCT/FI02/00305,2002-04-11,NST
10477419,PCT/US02/16042,2002-05-20,NST
10477264,PCT/US02/14930,2002-05-13,NST
10477264,09853304,2001-05-11,CIP
10477264,10010201,2001-11-30,CIP
10477264,60351167,2002-01-22,PRO
10477180,PCT/EP02/04871,2002-05-02,NST
10477564,PCT/US02/15701,2002-05-16,NST
10477564,60292053,2001-05-18,PRO
10477696,PCT/EP02/04914,2002-05-04,NST
10477449,PCT/EP02/04781,2002-05-02,NST
10466240,PCT/US02/00715,2002-01-12,NST
10474651,PCT/EP01/04161,2001-04-11,NST
10474377,PCT/EP02/04061,2002-04-11,NST
10477982,PCT/EP02/05271,2002-05-14,NST
10478165,PCT/IB02/01932,2002-05-28,NST
10474283,PCT/EP02/03395,2002-03-26,NST
10474283,60280673,2001-03-30,PRO
10474283,60293453,2001-05-24,PRO
10473244,PCT/US02/15033,2002-04-24,NST
10474014,PCT/US02/10873,2002-04-04,NST
10474014,60281416,2001-04-04,PRO
10474153,PCT/EP02/03574,2002-03-30,NST
10474117,PCT/IB02/01023,2002-04-02,NST
10473943,PCT/FR02/00612,2002-02-18,NST
10473438,PCT/ES02/00162,2002-04-01,NST
10478166,PCT/IB02/01908,2002-05-28,NST
10473646,PCT/GB02/01313,2002-03-20,NST
10473091,PCT/KR01/00499,2001-03-28,NST
10478438,PCT/AU02/01699,2002-12-16,NST
10478817,PCT/JP02/05226,2002-05-29,NST
10479199,PCT/JP02/05465,2002-06-03,NST
10478503,PCT/CA02/00735,2002-05-23,NST
