application_number,foreign_parent_id,foreign_parent_date,parent_country
10181542,"09/488,671",2000-01-19,UNITED STATES OF AMERICA
10181869,P 0000518,2000-02-04,HUNGARY
10181850,00/00277,2000-01-11,FRANCE
10181771,100 58 153.6,2000-11-22,GERMANY
10069778,9921485.0,1999-09-10,UNITED KINGDOM
10069778,0006171.3,2000-03-14,UNITED KINGDOM
10070051,0002328-3,2000-06-21,SWEDEN
10182439,00/01086,2000-01-28,FRANCE
10182575,0002181.6,2000-01-31,UNITED KINGDOM
10181959,"2,253,689",1998-11-09,CANADA
10069858,0015656.2,2000-06-28,UNITED KINGDOM
10069842,60/153893,1999-08-26,UNITED STATES OF AMERICA
10182949,60180049,2000-02-03,UNITED STATES OF AMERICA
10182801,2000-26718,2000-02-03,JAPAN
10203174,299 18 038.7,1999-10-12,GERMANY
10203071,100 05 046.8,2000-02-04,GERMANY
10182447,10003293.1,2000-01-27,GERMANY
10182447,10011392.3,2000-03-09,GERMANY
10203389,2000/0566,2000-02-08,SOUTH AFRICA
10188466,145930,2001-10-15,ISRAEL
10203541,00/01871,2000-02-14,FRANCE
10182935,00100577.4,2000-01-26,CHINA
10203911,"2,309,851",2000-05-26,CANADA
10203682,0003198.9,2000-02-11,UNITED KINGDOM
10203682,0027663.4,2000-11-13,UNITED KINGDOM
10182502,0002089.1,2000-01-28,UNITED KINGDOM
10203946,100 62 075.2,2000-12-13,GERMANY
10203585,0002873.8,2000-02-09,UNITED KINGDOM
10182440,0001084,2000-01-28,FRANCE
10204059,100 07 492.8,2000-02-18,GERMANY
10204260,0004534.4,2000-02-25,UNITED KINGDOM
10204602,PQ 5855,2000-02-25,AUSTRALIA
10204261,0004535.1,2000-02-25,UNITED KINGDOM
10169957,0000563.7,2000-01-11,UNITED KINGDOM
10204689,10008385.4,2000-02-23,GERMANY
10204716,PA 2000 00267,2000-02-21,DENMARK
10204717,PA 2000 00267,2000-02-21,DENMARK
10204717,00201551.9,2000-04-28,EUROPEAN PATENT OFFICE (EPO)
10220074,0004690.4,2000-02-28,UNITED KINGDOM
10204663,PA 2000 00398,2000-03-13,DENMARK
10204584,0004183.0,2000-02-22,UNITED KINGDOM
10220258,00/02547,2000-02-29,FRANCE
10220059,MI2000A000375,2000-02-28,ITALY
10220570,0000670-0,2000-03-01,SWEDEN
10220613,100 10 529.7,2000-03-03,GERMANY
10181080,00204033.5,2000-11-16,EUROPEAN PATENT OFFICE (EPO)
10220522,100 11 254.4,2000-02-28,GERMANY
10168754,PQ 4754,1999-12-17,AUSTRALIA
10168661,99870279.9,1999-12-22,EUROPEAN PATENT OFFICE (EPO)
10169244,00/000501,2000-01-04,FRANCE
10169787,0000103-2,2000-01-14,SWEDEN
10220616,0005392.6,2000-03-06,UNITED KINGDOM
10220900,00300650.9,2000-01-28,EUROPEAN PATENT OFFICE (EPO)
10220893,2000-081726,2000-03-17,JAPAN
10220333,100 10 376.6,2000-02-28,GERMANY
10220333,100 53 473.2,2000-10-20,GERMANY
10221001,00200825.8,2000-03-08,EUROPEAN PATENT OFFICE (EPO)
10220920,2000-117234,2000-03-14,JAPAN
10220920,2000-272640,2000-09-08,JAPAN
10221258,P 200000579,2000-03-10,SPAIN
10221500,00302207.6,2000-03-17,EUROPEAN PATENT OFFICE (EPO)
10221630,100130399,2000-03-17,GERMANY
10221145,10041075.8,2000-08-22,GERMANY
10168390,99204585.6,1999-12-21,EUROPEAN PATENT OFFICE (EPO)
10168390,99204589.8,1999-12-24,EUROPEAN PATENT OFFICE (EPO)
10221346,P 9902706,1999-12-10,SPAIN
10239002,"2,301,207",2000-03-17,CANADA
10239250,100 15 015.2,2000-03-27,GERMANY
10239460,PQ6451,2000-03-24,AUSTRALIA
10239460,PR1486,2000-11-14,AUSTRALIA
10239535,2000-00466,2000-03-21,DENMARK
10239535,2000-00617,2000-04-12,DENMARK
10239085,00106111.8,2000-03-21,EUROPEAN PATENT OFFICE (EPO)
10239560,100 16 106.5,2000-03-31,GERMANY
10240073,10015547.2,2000-03-30,GERMANY
10130477,9914688,1999-11-19,FRANCE
10240193,0001163-5,2000-03-31,SWEDEN
10240308,100 15 469.7,2000-03-29,GERMANY
10240308,101 14 348.6,2001-03-22,GERMANY
10240506,0007889.9,2000-03-31,UNITED KINGDOM
10240506,0009488.8,2000-04-17,UNITED KINGDOM
10240839,0008083.8,2000-04-04,UNITED KINGDOM
10240839,0008577.9,2000-04-08,UNITED KINGDOM
10240624,2000-96221,2000-03-31,JAPAN
10240643,60194626,2000-04-05,UNITED STATES OF AMERICA
10240635,00302950.1,2000-04-07,EUROPEAN PATENT OFFICE (EPO)
10250957,P-01-02,2001-01-05,LATVIA
10240700,PQ6643,2000-04-03,AUSTRALIA
10257192,100 17 581.3,2000-04-08,GERMANY
10257409,2000-118033,2000-04-19,JAPAN
10257178,71300,2000-04-10,SWITZERLAND
10257290,1014918,2000-04-12,NETHERLANDS
10129799,660MUM/2000,2000-07-14,INDIA
10257690,60197140,2000-04-14,UNITED STATES OF AMERICA
10257750,788/00,2000-04-20,SWITZERLAND
10257781,790/00,2000-04-20,SWITZERLAND
10257782,789/00,2000-04-20,SWITZERLAND
10257785,791/00,2000-04-20,SWITZERLAND
10257867,2307390,2000-05-01,CANADA
10258001,PA200000646,2000-04-17,DENMARK
10129334,99/14467,1999-11-17,FRANCE
10257887,0009597.6,2000-04-18,UNITED KINGDOM
10258652,100 21 204.2,2000-04-25,GERMANY
10258739,01/02888,2001-03-02,FRANCE
10258730,20002299,2000-04-28,NORWAY
10258056,0009976.2,2000-04-25,UNITED KINGDOM
10257510,2000-109978,2000-04-11,JAPAN
10257414,PQ7324,2000-05-05,AUSTRALIA
10275320,135465,2000-04-04,ISRAEL
10275711,0011186.4,2000-05-09,UNITED KINGDOM
10257177,71400,2000-04-10,SWITZERLAND
10275466,100 21 756.7,2000-05-04,GERMANY
10275466,100 57 593.5,2000-11-21,GERMANY
10258794,00/05544,2000-04-28,FRANCE
10250303,0031770.1,2000-12-29,UNITED KINGDOM
10276311,09577601,2000-05-25,UNITED STATES OF AMERICA
10258841,00/05527,2000-04-28,FRANCE
10276470,100 24 556.0,2000-05-18,GERMANY
10276530,T02000A000459,2000-05-19,ITALY
10240515,0007887.3,2000-03-31,UNITED KINGDOM
10276871,0012076.6,2000-05-18,UNITED KINGDOM
10276475,0011615.2,2000-05-16,UNITED KINGDOM
10276475,0027402.2,2000-11-09,UNITED KINGDOM
10240304,0007890.7,2000-03-31,UNITED KINGDOM
10296421,00/06645,2000-05-24,FRANCE
10296706,101 15 944.7,2001-03-30,GERMANY
10239690,0005173.0,2000-03-04,UNITED KINGDOM
10296917,100 26 912.5,2000-03-31,GERMANY
10297084,0013186.2,2000-06-01,UNITED KINGDOM
10297110,0006285.1,2000-03-15,UNITED KINGDOM
10297110,0028734.2,2000-11-24,UNITED KINGDOM
10297015,136430,2000-05-29,ISRAEL
10220701,2000-065752,2000-03-06,JAPAN
10220701,2000-378001,2000-12-07,JAPAN
10297422,100 28 186.9,2000-06-09,GERMANY
10297091,0013185.4,2000-06-01,UNITED KINGDOM
10221649,60189465,2000-03-15,UNITED STATES OF AMERICA
10297587,0014688.6,2000-06-15,UNITED KINGDOM
10297591,0014690.2,2000-06-15,UNITED KINGDOM
10297604,100 29 699.8,2000-06-16,GERMANY
10297545,100 28 376.4,2000-06-08,GERMANY
10297979,0014394.1,2000-06-12,UNITED KINGDOM
10297570,100-28-645.3,2000-06-09,GERMANY
10297570,100-37-272.4,2000-07-28,GERMANY
10311215,0014693.6,2000-06-15,UNITED KINGDOM
10311215,0106930.1,2001-03-20,UNITED KINGDOM
10311242,10028254.7,2000-06-12,GERMANY
10311549,0014572.2,2000-06-15,UNITED KINGDOM
10311549,0100374.8,2001-01-08,UNITED KINGDOM
10311549,0104450.2,2001-02-23,UNITED KINGDOM
10311521,0014668.8,2000-06-15,UNITED KINGDOM
10220559,2000-53174,2000-02-29,JAPAN
10311590,0002394-5,2000-06-22,SWEDEN
10297759,0013822.2,2000-06-07,UNITED KINGDOM
10311384,0014881.7,2000-06-16,UNITED KINGDOM
10311931,2000115602,2000-06-20,RUSSIAN FEDERATION
10311986,100 29 334.4,2000-06-20,GERMANY
10220660,60188434,2000-03-10,UNITED STATES OF AMERICA
10312075,0016117.4,2000-06-30,UNITED KINGDOM
10311531,10118699.1,2001-04-17,GERMANY
10220400,20000500,2000-03-03,FINLAND
10220390,134623,2000-02-20,ISRAEL
10312142,10030920.8,2000-06-24,GERMANY
10312239,0016134.9,2000-07-01,UNITED KINGDOM
10312239,0022156.4,2000-09-09,UNITED KINGDOM
10312369,PQ 8514,2000-06-30,AUSTRALIA
10311825,9905911.5,1999-03-15,UNITED KINGDOM
10203785,2000-379925,2000-12-14,JAPAN
10204134,100 07 493.6,2000-02-18,GERMANY
10312877,2000-206168,2000-07-07,JAPAN
10204095,20000100045,2000-02-15,GREECE
10312967,100 33 091.6,2000-07-07,GERMANY
10332053,10031078.8,2000-07-03,GERMANY
10332206,PI 0003292-1,2000-07-17,BRAZIL
10312791,100 32 811.3,2000-06-30,GERMANY
10312986,2000-203995,2000-07-05,JAPAN
10332104,0111145.9,2001-05-08,UNITED KINGDOM
10332313,"2,314,636",2000-07-07,CANADA
10332430,0017149.6,2000-07-12,UNITED KINGDOM
10203722,0003944.6,2000-02-18,UNITED KINGDOM
10182252,006100176,2000-01-28,EUROPEAN PATENT OFFICE (EPO)
10182252,60179333,2000-01-31,UNITED STATES OF AMERICA
10332496,PI 0003448-7,2000-07-25,BRAZIL
10332513,10034322.8,2000-07-12,GERMANY
10332498,2000-3777,2000-07-21,NORWAY
10332498,2000-4130,2000-08-18,NORWAY
10332498,2001-1569,2001-03-27,NORWAY
10332565,PQ 8684,2000-07-10,AUSTRALIA
10332565,PQ 9180,2000-08-03,AUSTRALIA
10332565,PR 0055,2000-09-12,AUSTRALIA
10332566,PQ 8751,2000-07-12,AUSTRALIA
10332566,PR 0682,2000-10-11,AUSTRALIA
10332051,PQ8543,2000-07-03,AUSTRALIA
10332564,PQ 8750,2000-07-12,AUSTRALIA
10332564,PR 1146,2000-10-31,AUSTRALIA
10332354,100 33 194.7,2000-07-07,GERMANY
10332013,100323618,2000-07-04,GERMANY
10312775,006663,2000-07-05,MEXICO
10332910,0004012.1,2000-02-22,UNITED KINGDOM
10333046,201-08-167.9,2001-05-15,GERMANY
10333058,1015717,2000-07-14,NETHERLANDS
10333249,2000-221119,2000-07-21,JAPAN
10333249,2001-142118,2001-05-11,JAPAN
10312793,1015575,2000-06-30,NETHERLANDS
10312411,PQ 8459,2000-06-28,AUSTRALIA
10312411,PQ 8460,2002-06-28,AUSTRALIA
10312584,2000-216832,2000-07-18,JAPAN
10333209,101 25 182.3,2001-05-23,GERMANY
10312378,00/02055,2000-06-24,GERMANY
10333595,A2001 00334,2001-03-22,ROMANIA
10312342,MI2000A001456,2000-06-29,ITALY
10333577,2001132883,2001-12-06,RUSSIAN FEDERATION
10312132,0015207.4,2000-06-21,UNITED KINGDOM
10312141,100 30 927.5,2000-06-24,GERMANY
10297757,136631,2000-06-07,ISRAEL
10297550,2 310 855,2000-06-06,CANADA
10297550,2 310 853,2000-06-06,CANADA
10297550,2 310856,2000-06-06,CANADA
10297550,2 339 466,2001-03-06,CANADA
10343456,00/10114,2002-07-02,FRANCE
10343763,PP/10116,1999-08-04,FRANCE
10343838,10039251.2,2000-08-11,GERMANY
10343838,10049715.2,2000-10-07,GERMANY
10343838,10065500.9,2000-12-28,GERMANY
10343838,10100874.0,2001-01-11,GERMANY
10297344,00/06775,2000-05-26,FRANCE
10344347,0019883.8,2000-08-11,UNITED KINGDOM
10344180,0019452.2,2000-08-09,UNITED KINGDOM
10344346,00/10511,2000-08-10,FRANCE
10344346,PCT FR01 01369,2001-05-04,FRANCE
10344357,0019708.7,2000-08-10,UNITED KINGDOM
10344406,0020011.3,2000-08-15,UNITED KINGDOM
10276741,MI2000A001117,2000-05-19,ITALY
10275823,200 08 311.2,2000-05-09,GERMANY
10344594,60227251,2000-08-23,UNITED STATES OF AMERICA
10344794,60226417,2000-08-18,UNITED STATES OF AMERICA
10344820,PA/A/2000/008897,2000-08-15,MEXICO
10344826,10039783.2,2000-08-16,GERMANY
10362003,2000/0523,2000-08-19,BELGIUM
10362023,PQ 9437,2000-08-16,AUSTRALIA
10362008,100 40 217.8,2000-08-17,GERMANY
10362064,0020503.9,2000-08-18,UNITED KINGDOM
10275779,0001768-1,2000-05-12,SWEDEN
10362061,100 41 238.6,2001-08-22,GERMANY
10275689,10023039.3,2000-05-11,GERMANY
10258664,09561497,2000-04-28,UNITED STATES OF AMERICA
10258470,0010733.4,2000-05-04,UNITED KINGDOM
10258470,0017183.5,2000-07-13,UNITED KINGDOM
10362314,0020610.2,2000-08-21,UNITED KINGDOM
10362423,10041809.0,2000-08-25,GERMANY
10362439,00/4309,2000-08-22,SOUTH AFRICA
10362766,60227248,2000-08-23,UNITED STATES OF AMERICA
10362713,PA200000531,2000-03-30,DENMARK
10363108,PQ9783,2000-08-31,AUSTRALIA
10363314,0003190-6,2000-09-08,SWEDEN
10363314,0004347-1,2000-11-24,SWEDEN
10363434,00211276,2000-08-30,UNITED KINGDOM
10363434,00294587,2000-12-04,UNITED KINGDOM
10363576,00120370.2,2000-09-16,EUROPEAN PATENT OFFICE (EPO)
10363576,01111658.9,2001-05-14,EUROPEAN PATENT OFFICE (EPO)
10362099,PCT/US99/29541,1999-12-13,UNITED STATES OF AMERICA
10344858,0002950-4,2000-08-18,SWEDEN
10363888,0022148.1,2000-09-09,UNITED KINGDOM
10363888,0103971.8,2001-02-19,UNITED KINGDOM
10363792,0022065.7,2000-09-08,UNITED KINGDOM
10363719,737/MAS/2000,2000-09-07,INDIA
10380151,0023809.7,2000-09-28,UNITED KINGDOM
10380085,0022145.7,2000-09-09,UNITED KINGDOM
10380085,0030574.8,2000-12-14,UNITED KINGDOM
10380258,06232033,2000-09-12,UNITED STATES OF AMERICA
10380491,20004783,2000-09-25,NORWAY
10380058,100-44-869.0,2000-09-12,GERMANY
10380632,00/12109,2000-09-22,FRANCE
10380670,100 46 272.3,2000-09-19,GERMANY
10380841,0023498.9,2000-09-26,UNITED KINGDOM
10380772,PR 0204,2000-09-19,AUSTRALIA
10381085,0022969.0,2000-09-19,UNITED KINGDOM
10344484,506321,2000-08-11,NEW ZEALAND
10344484,506831,2000-09-07,NEW ZEALAND
10380993,0012015,2000-09-21,FRANCE
10381326,20004883,2000-09-28,NORWAY
10380501,0022546.6,2000-09-14,UNITED KINGDOM
10380565,0022505.2,2000-09-14,UNITED KINGDOM
10381638,100 48 021.7,2000-09-26,GERMANY
10381229,0019272.4,2000-08-04,UNITED KINGDOM
10381209,200169629,2000-09-27,GERMANY
10381209,101151500,2001-03-27,GERMANY
10344330,00/10511,2000-08-10,FRANCE
10344001,2001-143390,2001-05-14,JAPAN
10381926,60236331,2000-09-29,UNITED STATES OF AMERICA
10398008,60239547,2000-10-10,UNITED STATES OF AMERICA
10343986,2001-171010,2001-06-06,JAPAN
10343085,0002770-6,2000-07-25,SWEDEN
10343439,2000-234830,2000-08-02,JAPAN
10343439,2000-391478,2000-12-22,JAPAN
10398081,1016297,2000-09-29,NETHERLANDS
10343058,200 15061.8,2000-08-31,GERMANY
10398372,0003824-0,2000-10-20,SWEDEN
10333706,2001128874,2001-10-23,RUSSIAN FEDERATION
10398709,0024661.1,2000-10-09,UNITED KINGDOM
10398391,0024554.8,2000-10-06,UNITED KINGDOM
10398391,60247017,2000-11-13,UNITED STATES OF AMERICA
10399132,100 50 942.8,2000-10-10,GERMANY
10343087,0002770.6,2000-07-25,SWEDEN
10399389,0025493.8,2000-10-17,UNITED KINGDOM
10399075,100 50 722.0,2000-10-13,GERMANY
10333817,000009,2000-07-28,MEXICO
10399545,00 13507,2000-10-23,FRANCE
10333338,00/09600,2000-07-21,FRANCE
10333338,00/12524,2000-10-02,FRANCE
10333124,0017644.6,2000-07-18,UNITED KINGDOM
10399670,2000-325065,2000-10-25,JAPAN
10399670,2000-325117,2000-10-25,JAPAN
10333122,2000/40358,2000-07-13,REPUBLIC OF KOREA
10333122,2001/27589,2001-05-21,REPUBLIC OF KOREA
10399691,09693071,2000-10-20,UNITED STATES OF AMERICA
10399247,PI0004938-7,2000-10-19,BRAZIL
10399594,0025804.6,2000-10-20,UNITED KINGDOM
10415054,00120501.3,2000-10-23,CHINA
10415212,0026002.6,2000-10-24,UNITED KINGDOM
10415124,100 52 562.8,2000-10-24,GERMANY
10415124,100 55 910.7,2000-11-10,GERMANY
10333106,100 35 843.8,2000-07-14,GERMANY
10333106,101 21 079.5,2001-04-25,GERMANY
10415452,00123687.6,2000-10-30,EUROPEAN PATENT OFFICE (EPO)
10415208,0003943-8,2000-10-26,SWEDEN
10332655,10035106.9,2000-07-19,GERMANY
10416461,0027662.6,2000-11-13,UNITED KINGDOM
10416273,0027391.2,2000-11-09,UNITED KINGDOM
10415750,242/2000,2000-11-03,CUBA
10415723,2000-5573,2000-11-03,NORWAY
10415506,00203733.1,2000-10-26,EUROPEAN PATENT OFFICE (EPO)
10399546,00 13506,2000-10-23,FRANCE
10399827,100 52 516.4,2000-10-23,GERMANY
10432140,2001-302006,2001-09-28,JAPAN
10399603,0025639.6,2000-10-18,UNITED KINGDOM
10432558,10058457.8,2000-11-24,GERMANY
10432748,"2,326,952",2000-11-27,CANADA
10399416,0025488.8,2000-10-17,UNITED KINGDOM
10399462,2000-325302,2000-10-25,JAPAN
10432969,0003637-6,2000-10-09,SWEDEN
10432267,003104031,2000-11-24,EUROPEAN PATENT OFFICE (EPO)
10398776,00/12122,2000-09-22,FRANCE
10398776,01/02953,2001-03-05,FRANCE
10432559,"09/722,946",2000-11-27,UNITED STATES OF AMERICA
10433067,PR 1831,2000-12-01,AUSTRALIA
10432830,00/15410,2000-11-29,FRANCE
10433080,100 58 491.8,2000-11-24,GERMANY
10433141,0004444-6,2000-12-01,SWEDEN
10433517,2000/7113,2000-12-01,SOUTH AFRICA
10433390,0029401.7,2000-12-01,UNITED KINGDOM
10398190,60238508,2000-10-06,UNITED STATES OF AMERICA
10450210,100 62 467.7,2000-12-14,GERMANY
10433940,0030069.9,2000-12-08,UNITED KINGDOM
10433940,0106158.9,2001-03-13,UNITED KINGDOM
10450592,00/16677,2000-12-20,FRANCE
10450506,00127596.5,2000-12-15,EUROPEAN PATENT OFFICE (EPO)
10450605,100 62 294.1,2000-12-14,GERMANY
10398137,2000-297416,2000-09-28,JAPAN
10451017,MI2000A002797,2000-12-22,ITALY
10450878,100 63 486.9,2000-12-20,GERMANY
10451267,0031117.5,2000-12-20,UNITED KINGDOM
10450801,0031080.5,2000-12-20,UNITED KINGDOM
10451392,0004881-9,2000-12-28,SWEDEN
10451116,101 00 632.2,2001-01-09,GERMANY
10451569,0031480.7,2000-12-22,UNITED KINGDOM
10451758,100 64 750.2,2000-12-22,GERMANY
10451191,0004777-9,2000-12-22,SWEDEN
10381730,PR 0440,2000-09-28,AUSTRALIA
10381884,0024004.4,2000-10-02,UNITED KINGDOM
10381884,01196021,2001-08-13,UNITED KINGDOM
10465959,0031707.3,2000-12-27,UNITED KINGDOM
10381380,101 36 182.3,2001-07-25,GERMANY
10466129,00/16276,2000-12-14,FRANCE
10432999,"2,327,370",2000-12-05,CANADA
10380494,PCT/US01/47824,2001-12-07,UNITED STATES OF AMERICA
10466209,01 014704,2001-11-13,FRANCE
10466158,62/01,2001-01-12,SWITZERLAND
10466158,1505/01,2001-08-15,SWITZERLAND
10466237,60262521,2001-01-18,UNITED STATES OF AMERICA
10466337,01/01013,2001-01-25,FRANCE
10466213,101 02 404.5,2001-01-12,GERMANY
10466857,0101836.5,2001-01-24,UNITED KINGDOM
10466482,2001-010827,2001-01-18,JAPAN
10466482,2001-011070,2001-01-19,JAPAN
10466482,2001-049436,2001-01-19,JAPAN
10466553,PA200100136,2001-01-25,DENMARK
10363979,2000-275690,2000-09-11,JAPAN
10466255,101 01 209.8,2001-01-11,GERMANY
10466945,101 02 591.2,2001-01-20,GERMANY
10362262,0002973-6,2000-08-22,SWEDEN
10466745,101 02 110.0,2001-01-18,GERMANY
10467523,S2001/0124,2001-02-09,IRELAND
10467675,201 02 417.9,2001-02-12,GERMANY
10467769,01004357,2001-02-12,SWEDEN
10467875,0103675.5,2001-02-15,UNITED KINGDOM
10468136,0104074.0,2001-02-19,UNITED KINGDOM
10468286,10109927.4,2001-02-20,GERMANY
10468384,PR1024,2000-10-26,AUSTRALIA
10468592,0104107.8,2001-02-20,UNITED KINGDOM
10468656,101 08 292.4,2001-02-21,GERMANY
10468660,2001-263433,2001-08-31,JAPAN
10468703,PA200100409,2001-03-12,DENMARK
10468752,01/02466,2001-02-23,FRANCE
10468797,101 08 842.6,2001-02-23,GERMANY
10468838,01/17093,2001-12-31,FRANCE
10469057,2323194,2000-11-07,CANADA
10468715,01206283,2001-08-24,UNITED KINGDOM
10468715,02044527,2002-02-26,UNITED KINGDOM
10468715,02085264,2002-04-13,UNITED KINGDOM
10469121,141690,2001-02-27,ISRAEL
10469389,2001/0015812,2001-03-26,REPUBLIC OF KOREA
10469250,01/02901,2001-03-02,FRANCE
10469407,200161823,2001-03-06,JAPAN
10469407,2001366100,2001-11-30,JAPAN
10469426,60276035,2001-03-16,UNITED STATES OF AMERICA
10363524,2000/4636,2000-09-04,SOUTH AFRICA
10363524,2001/1184,2001-02-12,SOUTH AFRICA
10363786,10044325.7,2000-09-07,GERMANY
10469674,0105172.1,2001-03-02,UNITED KINGDOM
10363355,2000/50009,2000-08-28,REPUBLIC OF KOREA
10469555,101 09 813.8,2001-03-01,GERMANY
10469717,201 03 665.7,2001-03-02,GERMANY
10469754,01 02972,2001-03-05,FRANCE
10469815,01200814.0,2001-03-06,EUROPEAN PATENT OFFICE (EPO)
10469896,"2,339,564",2001-03-05,CANADA
10469225,0104939.4,2001-02-28,UNITED KINGDOM
10470100,01/00982,2001-01-25,FRANCE
10469621,0104253.0,2001-02-21,UNITED KINGDOM
10470324,0102113.8,2001-01-26,UNITED KINGDOM
10470324,0102114.6,2001-01-26,UNITED KINGDOM
10470325,0102113.8,2001-01-26,UNITED KINGDOM
10470325,0102114.6,2001-01-26,UNITED KINGDOM
10470545,PR 2774,2001-01-30,AUSTRALIA
10470689,101 04 499.2,2001-01-31,GERMANY
10469579,PR 3790,2001-03-16,AUSTRALIA
10468333,2001-39196,2001-02-15,JAPAN
10468976,0104384.3,2001-02-22,UNITED KINGDOM
10468976,0106092.0,2001-03-13,UNITED KINGDOM
10468976,0106338.7,2001-03-14,UNITED KINGDOM
10468976,0107613.2,2001-03-27,UNITED KINGDOM
10468976,0123245.3,2001-09-27,UNITED KINGDOM
10469956,0105929.4,2001-03-09,UNITED KINGDOM
10470916,01/01510,2001-02-05,FRANCE
10471084,2001/12231,2001-03-09,REPUBLIC OF KOREA
10470614,98 16263,1998-12-22,FRANCE
10471108,PR 3520,2001-03-05,AUSTRALIA
10471109,0105606.8,2001-03-07,UNITED KINGDOM
10468055,10043621,2002-01-11,UNITED STATES OF AMERICA
10471282,01215732.5,2001-03-21,CHINA
10471282,01228047.X,2001-06-11,CHINA
10471282,02102671.8,2002-02-27,CHINA
10471478,PR3695,2001-03-14,AUSTRALIA
10466858,01101333.1,2001-01-20,EUROPEAN PATENT OFFICE (EPO)
10471586,"2,340,852",2001-03-15,CANADA
10470364,09935476,2001-08-22,UNITED STATES OF AMERICA
10466430,PR2821,2001-02-01,AUSTRALIA
10471677,MI01A000619,2001-03-23,ITALY
10451885,MI2000A002875,2000-12-29,ITALY
10465971,0100043,2001-01-03,FRANCE
10451991,0004882-7,2000-12-28,SWEDEN
10451972,2001-56209,2001-03-01,JAPAN
10451972,2001-56216,2001-03-01,JAPAN
10451972,2002-8028,2002-01-16,JAPAN
10472058,101 15 739.8,2001-03-26,GERMANY
10472447,101 14 919.0,2001-03-26,GERMANY
10472447,01126275.5,2001-11-06,EUROPEAN PATENT OFFICE (EPO)
10451314,60256828,2000-12-20,UNITED STATES OF AMERICA
10471147,2001-064513,2001-03-08,JAPAN
10471147,2001-064514,2001-03-08,JAPAN
10471147,2001-064515,2001-03-08,JAPAN
10472488,2342993,2001-03-30,CANADA
10472903,0107540.7,2001-03-26,UNITED KINGDOM
10472718,PCT/GB01/01184,2001-03-19,UNITED KINGDOM
10472718,0115481.4,2001-06-25,UNITED KINGDOM
10472718,0122998.8,2001-09-25,UNITED KINGDOM
10472718,0200316.8,2002-01-08,UNITED KINGDOM
10472718,0200390.3,2002-01-09,UNITED KINGDOM
10472848,5909,2001-03-27,ICELAND
10473142,"2,343,672",2001-04-11,CANADA
10473142,"2,372,852",2002-02-19,CANADA
10473225,01107655.1,2001-03-28,EUROPEAN PATENT OFFICE (EPO)
10450491,00/17363,2000-12-22,FRANCE
10450350,140322,2000-12-14,ISRAEL
10473025,PR 3986,2001-03-26,AUSTRALIA
10472866,09814354,2001-03-21,UNITED STATES OF AMERICA
10473662,0106574.7,2001-03-16,UNITED KINGDOM
10473794,10092370,2002-03-05,UNITED STATES OF AMERICA
10473898,0108566.1,2001-04-05,UNITED KINGDOM
10473967,0101193-1,2001-04-03,SWEDEN
10473967,0102667.3,2001-08-07,SWEDEN
10473633,011069002,2001-03-20,EUROPEAN PATENT OFFICE (EPO)
10474188,101 17 231.1,2001-04-06,GERMANY
10433470,2000-367434,2000-12-01,JAPAN
10433470,2000-381826,2000-12-15,JAPAN
10433470,2000-400853,2000-12-28,JAPAN
10433470,2001-140417,2001-05-10,JAPAN
10433470,2001-170186,2001-06-05,JAPAN
10433470,2001-189419,2001-06-22,JAPAN
10433470,2001-204964,2001-07-05,JAPAN
10433470,2001-224350,2001-07-25,JAPAN
10474221,2001109837,2001-04-13,RUSSIAN FEDERATION
10474186,01/04599,2001-04-04,FRANCE
10474186,01/11525,2001-09-06,FRANCE
10473777,0108793.1,2001-04-07,UNITED KINGDOM
10473900,2343250,2001-04-04,CANADA
10433174,"2,327,554",2000-11-28,CANADA
10432988,0004410-7,2000-11-29,SWEDEN
10474241,2001-109184,2001-04-06,JAPAN
10474274,01 04856,2001-04-10,FRANCE
10474846,0111286.1,2001-05-09,UNITED KINGDOM
10475008,2001-118845,2001-04-17,JAPAN
10416676,00511081.9,2000-11-15,EUROPEAN PATENT OFFICE (EPO)
10475010,2001-118842,2001-04-17,JAPAN
10475292,01112663.9,2001-04-18,CHINA
10416517,10059931.1,2000-11-23,GERMANY
10475067,1017865,2001-04-18,NETHERLANDS
10475490,2002-16684,2002-06-07,JAPAN
10475387,A 646/2001,2001-04-20,AUSTRIA
10475722,10120802.2,2001-04-27,GERMANY
10475919,0110314.2,2001-04-27,UNITED KINGDOM
10475919,0128962.8,2001-12-03,UNITED KINGDOM
10475972,0101497-6,2001-04-27,SWEDEN
10475927,PR 4608,2001-04-24,AUSTRALIA
10475927,PR 8704,2001-11-07,AUSTRALIA
10476141,01/05614,2001-04-26,FRANCE
10475894,10120797.2,2001-04-27,GERMANY
10475009,2001-118844,2001-04-17,JAPAN
10474981,2001109775,2001-04-13,RUSSIAN FEDERATION
10474882,35123/01,2001-04-11,AUSTRALIA
10474731,101 20 605.4,2001-04-26,GERMANY
10474731,PCT/EP01/04867,2001-04-30,EUROPEAN PATENT OFFICE (EPO)
10476342,60290646,2001-05-15,UNITED STATES OF AMERICA
10476193,011085.0,2001-04-28,UNITED KINGDOM
10476524,01/06054,2001-05-04,FRANCE
