application_number,pto_delay_a,pto_delay_b,pto_delay_c,overlap_pto_delay,nonoverlap_pto_delay,pto_manual_adjustment,applicant_delay,patent_term_adjustment
08990130,0,0,0,0,0,0,0,0
08990517,0,0,0,0,0,0,120,0
08990211,67,0,0,0,95,0,241,0
08991216,0,0,0,0,0,0,0,0
08990142,0,0,0,0,0,0,107,0
08990132,0,0,0,0,0,0,143,0
08991785,0,0,0,0,0,0,71,0
08990195,0,0,0,0,0,0,101,0
08990292,0,0,0,0,0,0,135,0
08990396,0,0,0,0,0,0,61,0
08990458,83,0,0,0,83,0,152,0
08990494,0,0,0,0,0,0,62,0
08990419,47,0,0,0,47,0,76,0
08990694,0,0,0,0,0,0,0,0
08990765,0,0,0,0,0,0,49,0
08990703,0,0,0,0,0,0,102,0
08990912,851,0,0,0,851,0,120,731
08990981,0,0,0,0,0,0,337,0
08991088,0,0,0,0,5,0,124,0
08973470,0,0,0,0,0,0,0,0
08981310,169,371,0,0,540,0,328,212
08991140,0,0,0,0,0,0,141,0
08981527,0,0,0,0,0,0,81,0
08991143,105,0,0,0,105,0,326,0
08991273,0,0,0,0,0,0,0,0
08991313,0,0,0,0,0,0,84,0
08991192,0,0,0,0,0,0,10,0
08991365,0,0,0,0,166,0,1,165
08991382,0,0,0,0,0,0,0,0
08991442,0,0,0,0,0,0,69,0
08991474,0,0,0,0,55,0,0,55
08991501,0,0,0,0,0,0,117,0
08991514,151,0,0,0,151,0,252,0
08991504,0,0,0,0,0,0,189,0
08991559,0,0,0,0,0,0,20,0
08991519,0,0,0,0,0,0,275,0
08991669,0,0,0,0,0,0,138,0
08991715,0,0,0,0,0,0,84,0
08991734,0,0,0,0,0,0,188,0
08991862,13,0,0,0,13,0,121,0
08991917,0,0,0,0,0,0,165,0
08991845,0,0,0,0,0,0,104,0
08991949,0,0,0,0,0,0,0,0
08991854,0,0,0,0,124,0,0,124
08991839,0,0,0,0,0,0,175,0
08991881,17,0,0,0,17,0,296,0
08991893,0,0,0,0,0,0,85,0
08991876,0,0,0,0,0,0,62,0
08981247,0,0,0,0,0,0,218,0
08992034,0,0,0,0,0,0,64,0
08945140,0,0,0,0,0,0,58,0
08992200,0,0,0,0,0,0,25,0
08992222,89,0,0,0,89,0,36,53
08992049,0,0,0,0,1206,0,725,481
08992086,0,0,0,0,0,0,236,0
08992346,0,0,0,0,0,0,21,0
08992408,0,0,0,0,0,0,120,0
08992598,115,0,0,0,115,-115,0,0
08992616,0,0,0,0,0,0,144,0
08992653,0,0,0,0,0,0,40,0
08992711,0,0,0,0,0,0,113,0
08993726,0,0,0,0,0,0,54,0
08992827,0,0,0,0,0,0,0,0
08992688,0,0,0,0,0,0,283,0
08973544,0,0,0,0,0,0,48,0
08992631,0,0,0,0,0,0,0,0
08992427,29,0,0,0,195,0,129,66
08992852,47,0,0,0,95,0,167,0
08913977,0,0,0,0,0,0,77,0
08992897,0,0,0,0,0,0,34,0
08992904,0,0,0,0,0,0,0,0
08992890,0,0,0,0,0,0,27,0
08993083,0,0,0,0,0,0,128,0
08993094,0,0,0,0,0,0,198,0
08993010,582,105,0,0,687,0,269,418
08993143,0,0,0,0,0,0,27,0
08993204,0,0,0,0,0,0,146,0
08993263,0,0,0,0,0,0,37,0
08993319,0,0,0,0,0,0,156,0
08993316,0,0,0,0,0,0,29,0
08993321,0,0,0,0,0,0,2,0
08993468,0,0,0,0,0,0,71,0
08993491,0,0,0,0,0,0,0,0
08993535,0,0,0,0,0,0,78,0
08993442,0,0,0,0,0,0,199,0
08993372,0,0,0,0,10,0,13,0
08993766,0,0,0,0,0,0,124,0
08993800,0,0,0,0,0,0,206,0
08993598,0,0,0,0,0,0,121,0
08993850,0,0,0,0,0,0,0,0
08993895,0,0,0,0,0,0,9,0
08993985,157,0,0,0,157,0,35,122
08993894,0,0,0,0,0,0,102,0
08930440,0,0,0,0,0,0,152,0
08981354,0,0,0,0,52,0,63,0
08981443,0,0,0,0,0,0,205,0
08993333,0,0,0,0,0,0,57,0
08913159,0,0,0,0,53,0,115,0
08994057,0,0,0,0,0,0,0,0
08994080,0,0,0,0,0,0,34,0
08994076,0,0,0,0,264,0,220,44
08994089,0,0,0,0,15,0,120,0
08994140,4,0,0,0,4,0,114,0
08994176,0,0,0,0,0,0,191,0
08994105,0,0,0,0,0,0,81,0
08994229,0,0,0,0,0,0,131,0
08994270,0,0,0,0,0,0,164,0
08994358,0,0,0,0,0,0,4,0
08994286,0,0,0,0,0,0,100,0
08994248,0,0,0,0,0,0,81,0
08994426,21,0,0,0,102,0,94,8
08994468,50,0,0,0,50,0,65,0
08994440,0,0,0,0,0,0,134,0
08994517,30,0,0,0,30,0,79,0
08994374,0,0,0,0,0,0,0,0
08994609,0,0,0,0,0,0,0,0
08994642,2186,0,0,0,2186,0,512,1674
08994700,83,0,0,0,83,-76,7,0
08994718,0,0,0,0,0,0,181,0
08994733,0,0,0,0,0,0,79,0
08994762,0,0,0,0,0,0,105,0
08994799,33,0,0,0,33,0,209,0
08994931,0,0,0,0,0,0,153,0
08994894,305,0,0,0,305,0,394,0
08995030,0,0,0,0,0,0,68,0
08995068,0,0,0,0,0,0,24,0
08995199,158,0,0,0,158,0,528,0
08995271,0,0,0,0,0,0,0,0
08995407,0,0,0,0,0,0,12,0
08875666,0,0,0,0,0,0,0,0
08913209,0,0,0,0,44,0,120,0
08930037,0,0,0,0,0,0,84,0
08990200,0,0,0,0,0,0,1,0
08995186,0,0,0,0,0,0,96,0
08995298,100,0,0,0,100,0,51,49
08995305,0,0,0,0,0,0,150,0
08973670,0,0,0,0,0,0,176,0
08930335,0,0,0,0,0,0,116,0
08995394,0,0,0,0,0,0,0,0
08995481,0,0,0,0,0,0,0,0
08995512,0,0,0,0,0,0,61,0
08995537,0,0,0,0,0,0,92,0
08994827,0,0,0,0,0,0,62,0
08995611,0,0,0,0,0,0,84,0
08995568,0,0,0,0,0,0,82,0
08995602,0,0,0,0,0,0,62,0
08995695,0,0,0,0,19,0,14,5
08995786,331,0,0,0,331,0,246,85
08995781,0,0,0,0,0,0,111,0
08995820,0,0,0,0,61,0,120,0
08995854,25,0,0,0,25,0,227,0
08995897,0,0,0,0,10,0,0,10
08995896,47,0,0,0,129,0,212,0
08995898,0,0,0,0,10,0,295,0
08995907,80,0,0,0,165,0,458,0
08995917,0,0,0,0,0,0,0,0
08995992,0,0,0,0,0,0,0,0
08995730,0,0,0,0,0,0,92,0
08995715,65,0,0,0,65,0,245,0
08995996,10,0,0,0,10,0,165,0
08996100,0,0,0,0,0,0,127,0
08995884,16,0,0,0,16,0,483,0
08996140,184,0,0,0,184,0,374,0
08996186,0,0,0,0,0,0,31,0
08996141,0,0,0,0,0,0,10,0
08996203,0,0,0,0,0,0,176,0
08996213,0,0,0,0,0,0,91,0
08996118,0,0,0,0,0,0,237,0
08996249,0,0,0,0,0,0,68,0
08996124,0,0,0,0,0,0,96,0
08996286,0,0,0,0,0,0,7,0
08996302,0,0,0,0,0,0,0,0
08996321,0,0,0,0,0,0,118,0
08996325,0,0,0,0,0,0,2,0
08996361,0,0,0,0,0,0,63,0
08996993,0,0,0,0,0,0,112,0
08999583,0,0,0,0,0,0,137,0
08996470,442,0,0,0,442,0,127,315
08945038,8,0,0,0,126,0,94,32
08981570,67,0,0,0,67,0,276,0
08996380,0,0,0,0,15,0,210,0
08996452,0,0,0,0,0,0,150,0
08996486,0,0,0,0,100,0,131,0
08996518,0,0,0,0,0,0,70,0
08996669,0,0,0,0,0,0,15,0
08996704,0,0,0,0,0,0,0,0
08996785,0,0,0,0,0,0,85,0
08996807,0,0,0,0,0,0,78,0
08996869,0,296,0,0,296,0,46,250
08996881,24,0,0,0,24,0,31,0
08996907,0,0,0,0,0,0,210,0
08997004,0,0,0,0,0,0,65,0
08997044,0,0,0,0,0,0,0,0
08997057,74,0,0,0,74,0,148,0
08996960,25,0,0,0,25,0,168,0
08997090,0,0,0,0,0,0,0,0
08997087,12,0,0,0,44,0,304,0
08997215,0,0,0,0,3,0,120,0
08997142,0,0,0,0,0,0,50,0
08997299,0,0,0,0,0,0,36,0
08997310,0,0,0,0,12,0,141,0
08997341,0,0,0,0,0,0,9,0
08997353,0,0,0,0,0,0,120,0
08997418,0,0,0,0,0,0,85,0
08997477,0,0,0,0,0,0,134,0
08997513,0,0,0,0,0,0,27,0
08997530,0,0,0,0,80,0,0,80
08997549,0,0,0,0,0,0,54,0
08997556,11,0,0,0,11,0,28,0
08997559,0,0,0,0,0,0,106,0
08997491,0,0,0,0,0,0,53,0
08997363,0,0,0,0,0,0,87,0
08997570,168,0,0,0,168,0,163,5
08997649,29,0,0,0,29,0,2,27
08997676,326,0,0,0,326,0,217,109
08997696,0,0,0,0,0,0,124,0
08997621,41,0,0,0,41,0,244,0
08997597,64,0,0,0,115,0,120,0
08997706,21,0,0,0,21,0,66,0
08981011,15,0,0,0,15,0,29,0
08983602,0,0,0,0,0,0,30,0
08997334,0,0,0,0,0,0,187,0
08997802,0,0,0,0,0,0,77,0
08997850,0,0,0,0,0,0,44,0
08997992,0,0,0,0,0,0,95,0
08998053,0,0,0,0,0,0,64,0
08998032,41,0,0,0,122,0,216,0
08998084,0,0,0,0,0,0,92,0
08998050,0,0,0,0,0,0,12,0
08998115,119,0,0,0,119,0,613,0
08998151,0,0,0,0,0,0,83,0
08998148,0,0,0,0,0,0,92,0
08997986,0,0,0,0,0,0,31,0
08998209,0,0,0,0,0,0,199,0
08998301,0,0,0,0,0,0,111,0
08998264,0,0,0,0,3,0,181,0
08998183,0,0,0,0,0,0,103,0
08999801,0,0,0,0,0,0,0,0
08981737,0,0,0,0,0,0,161,0
08945488,200,0,0,0,200,0,134,66
08998432,0,0,0,0,0,0,90,0
08998583,0,0,0,0,0,0,0,0
08998712,0,0,0,0,0,0,0,0
08981586,0,0,0,0,0,0,110,0
08930472,0,0,0,0,78,0,169,0
08998710,0,0,0,0,0,0,80,0
08998661,57,0,0,0,57,0,28,29
08998778,0,0,0,0,0,0,159,0
08998839,109,0,0,0,109,0,206,0
08998618,0,0,0,0,0,0,36,0
08998844,0,0,0,0,0,0,119,0
08998616,0,0,0,0,0,0,7,0
08998791,0,0,0,0,18,0,185,0
08998867,0,0,0,0,0,0,31,0
08998917,0,0,0,0,0,0,180,0
08998927,0,0,0,0,0,0,0,0
08998966,0,0,0,0,158,0,0,158
08999039,0,0,0,0,0,0,36,0
08999024,108,0,0,0,108,0,96,12
08999137,0,0,0,0,0,0,117,0
08999128,0,0,0,0,0,0,122,0
08998971,1,0,0,0,123,0,7,116
08999139,0,0,0,0,0,0,230,0
08999140,0,0,0,0,0,0,164,0
08999143,0,0,0,0,0,0,166,0
08999179,0,0,0,0,0,0,122,0
08999309,0,0,0,0,0,0,68,0
08999298,81,0,0,0,100,0,144,0
08999308,6,0,0,0,6,0,287,0
08999290,0,0,0,0,53,0,248,0
08999131,0,0,0,0,0,0,200,0
08999089,0,0,0,0,0,0,125,0
08999409,0,0,0,0,0,0,0,0
08999425,123,0,0,0,123,0,448,0
08999342,70,0,0,0,70,0,209,0
08999456,0,0,0,0,0,0,95,0
08999266,0,0,0,0,0,0,32,0
08930916,0,0,0,0,0,0,9,0
08983305,152,0,0,0,152,-151,1,0
09000520,0,0,0,0,0,0,114,0
09000558,0,0,0,0,0,0,166,0
09000636,0,0,0,0,0,0,57,0
09000667,0,0,0,0,0,0,53,0
09000704,0,0,0,0,0,0,0,0
09000713,2,0,0,0,140,0,120,20
09000752,0,0,0,0,0,0,92,0
09000762,0,0,0,0,0,0,77,0
09000811,0,0,0,0,0,0,256,0
09000534,0,0,0,0,0,0,270,0
09000883,0,0,0,0,0,0,62,0
09000919,0,0,0,0,0,0,110,0
09000929,0,0,0,0,0,0,114,0
09000932,0,0,0,0,60,0,174,0
09000934,244,0,0,0,244,0,0,244
09000759,881,0,0,0,881,0,78,803
09001050,0,0,0,0,0,0,0,0
09000928,10,0,0,0,10,0,247,0
09000924,782,0,0,0,782,0,629,153
09001199,16,0,0,0,757,0,389,368
09001025,0,0,0,0,0,0,0,0
09001334,0,0,0,0,0,0,50,0
09001263,0,0,0,0,0,0,287,0
09001335,0,0,0,0,54,0,0,54
09001325,0,0,0,0,0,0,105,0
09001350,0,0,0,0,0,0,33,0
09001390,0,0,0,0,0,0,67,0
09001412,0,0,0,0,0,0,118,0
09001419,0,0,0,0,0,0,76,0
09001455,25,0,0,0,25,0,123,0
09001528,0,0,0,0,0,0,55,0
09001417,0,0,0,0,0,0,0,0
09001581,0,0,0,0,0,0,63,0
09001420,0,0,0,0,0,0,120,0
09001583,0,0,0,0,0,0,34,0
09001588,0,0,0,0,0,0,120,0
09001345,0,0,0,0,77,0,202,0
09001598,49,0,0,0,49,0,78,0
09001577,0,0,0,0,0,0,91,0
09001626,0,0,0,0,0,0,130,0
09001636,0,0,0,0,0,0,137,0
09001643,0,0,0,0,0,0,111,0
09001525,0,0,0,0,0,0,77,0
09001774,0,0,0,0,0,0,205,0
09001644,0,0,0,0,12,0,257,0
09001629,0,0,0,0,0,0,97,0
09001911,0,0,0,0,0,0,142,0
09001811,0,0,0,0,0,0,152,0
09002007,47,0,0,0,47,0,120,0
09002081,14,0,0,0,14,0,61,0
09002122,0,0,0,0,0,0,54,0
09002142,0,0,0,0,0,0,0,0
09001907,0,0,0,0,0,0,147,0
09002144,0,0,0,0,0,0,49,0
09002143,0,0,0,0,0,0,50,0
09002138,0,0,0,0,0,0,101,0
09002164,0,0,0,0,0,0,99,0
09002167,0,0,0,0,0,0,135,0
09002163,78,0,0,0,78,0,129,0
09002182,0,0,0,0,0,0,120,0
09002178,0,0,0,0,0,0,111,0
09002212,0,0,0,0,0,0,120,0
09002241,0,0,0,0,0,0,61,0
09002160,0,0,0,0,60,0,120,0
09002165,0,0,0,0,218,0,174,44
09002258,0,0,0,0,35,0,120,0
09002274,0,0,0,0,0,0,64,0
08973003,385,0,0,0,397,0,0,397
09002383,0,0,0,0,16,0,0,16
09002481,0,0,0,0,0,0,125,0
09002501,0,0,0,0,0,0,91,0
09165934,0,0,0,0,0,0,0,0
08765464,0,0,0,0,0,0,48,0
09002473,0,0,0,0,0,0,60,0
09002399,0,0,0,0,0,0,88,0
09002582,0,0,0,0,0,0,78,0
09002600,698,0,0,0,698,0,127,571
09002645,0,0,0,0,105,0,0,105
09002724,0,0,0,0,0,0,170,0
09002747,1045,0,0,0,1045,0,64,981
09002721,81,0,0,0,81,0,134,0
09002770,61,0,0,0,61,0,116,0
09002819,0,0,0,0,143,0,0,143
09002584,0,0,0,0,0,0,360,0
09002866,0,0,0,0,0,0,104,0
09002898,0,0,0,0,0,0,121,0
09002883,86,0,0,0,138,0,211,0
09002926,0,0,0,0,0,0,0,0
09002944,641,0,0,0,641,0,200,441
09002953,0,0,0,0,0,0,92,0
09002754,0,0,0,0,0,0,280,0
09002987,0,0,0,0,0,0,3,0
09002999,0,0,0,0,0,0,0,0
09003055,0,0,0,0,0,0,138,0
09003072,188,0,0,0,188,0,251,0
09003525,0,0,0,0,0,0,0,0
09003180,0,0,0,0,0,0,111,0
08913986,0,0,0,0,0,0,135,0
09003098,0,0,0,0,0,0,61,0
09003276,319,0,0,0,319,0,0,319
09003316,0,0,0,0,0,0,114,0
09003120,0,0,0,0,0,0,69,0
09003325,172,0,0,0,172,0,268,0
09003404,0,0,0,0,0,0,35,0
09003423,0,0,0,0,0,0,68,0
09003446,0,0,0,0,0,0,2,0
09003477,0,0,0,0,0,0,71,0
09003516,0,0,0,0,0,0,120,0
09003260,0,0,0,0,0,0,56,0
09003540,0,0,0,0,0,0,115,0
09003198,0,0,0,0,0,0,120,0
09003753,0,0,0,0,0,0,0,0
09003757,0,0,0,0,0,0,0,0
09003751,0,0,0,0,0,0,49,0
09003793,0,0,0,0,0,0,197,0
09003880,0,0,0,0,0,0,56,0
09003906,0,0,0,0,0,0,104,0
09003869,112,0,0,0,112,0,188,0
09003920,0,0,0,0,0,0,125,0
09003959,0,0,0,0,0,0,35,0
09003972,0,0,0,0,0,0,92,0
09003670,0,0,0,0,0,0,53,0
09003662,0,0,0,0,0,0,89,0
09003879,0,0,0,0,0,0,133,0
09003881,74,0,0,0,74,-195,72,0
09003864,0,0,0,0,5,0,221,0
09003810,65,11,0,0,837,360,120,1077
09003988,0,0,0,0,0,0,50,0
09004036,0,0,0,0,0,0,4,0
09004046,0,0,0,0,0,0,63,0
09100338,0,0,0,0,0,0,201,0
09004144,21,0,0,0,21,0,63,0
08973779,300,76,0,0,376,0,448,0
08983281,501,0,0,0,514,0,0,514
09004199,0,0,0,0,0,0,92,0
09004275,0,0,0,0,0,0,46,0
09004349,0,0,0,0,23,0,66,0
09004374,0,0,0,0,0,0,70,0
08930391,0,0,0,0,0,0,94,0
09004376,76,0,0,0,76,0,141,0
09004428,0,0,0,0,0,0,54,0
09004335,0,0,0,0,0,0,120,0
09004513,0,0,0,0,0,0,87,0
09004517,0,0,0,0,0,0,195,0
09004068,0,0,0,0,0,0,334,0
09004564,595,0,0,0,692,0,93,599
09004509,0,0,0,0,0,0,89,0
09004623,40,0,0,0,40,0,161,0
09004706,13,0,0,0,13,0,172,0
09004730,0,0,0,0,25,0,235,0
09004650,0,0,0,0,0,0,5,0
09005176,4,0,0,0,4,0,80,0
09005504,0,0,0,0,0,0,0,0
09004608,0,0,0,0,0,0,89,0
08952463,0,0,0,0,11,0,120,0
08983449,0,0,0,0,39,0,0,39
09004735,0,0,0,0,0,0,0,0
09004779,0,0,0,0,0,0,0,0
09004788,0,0,0,0,0,0,74,0
08952673,290,0,0,0,290,0,84,206
09004867,0,0,0,0,0,0,68,0
09004897,0,0,0,0,0,0,184,0
09004909,0,0,0,0,1,0,209,0
09004991,0,0,0,0,0,0,99,0
09004982,0,0,0,0,0,0,89,0
09005001,0,0,0,0,0,0,0,0
09005003,0,0,0,0,0,0,64,0
09005185,0,0,0,0,0,0,57,0
09005192,0,0,0,0,0,0,159,0
09005262,0,0,0,0,0,0,120,0
09005286,29,0,0,0,29,0,54,0
09005526,0,0,0,0,0,0,116,0
09005469,0,0,0,0,0,0,98,0
08945584,41,0,0,0,41,0,89,0
09005475,0,0,0,0,0,0,173,0
09005670,0,0,0,0,0,0,149,0
09005455,0,0,0,0,0,0,249,0
09005711,0,0,0,0,0,0,335,0
09005774,0,0,0,0,0,0,116,0
09005838,0,0,0,0,0,0,117,0
09005879,0,0,0,0,0,0,106,0
09005644,0,0,0,0,0,0,120,0
09005874,33,0,0,0,33,0,558,0
09005607,0,0,0,0,0,0,0,0
09005932,0,0,0,0,0,0,109,0
09005928,0,0,0,0,0,0,153,0
09005815,0,0,0,0,0,0,4,0
09005786,81,0,0,0,109,-201,74,0
09005719,0,0,0,0,0,0,84,0
09006371,11,0,0,0,11,0,209,0
09006372,0,0,0,0,0,0,131,0
09005983,0,0,0,0,0,0,192,0
09005947,0,0,0,0,0,0,91,0
08983456,0,0,0,0,0,0,90,0
08981808,0,0,0,0,0,0,124,0
09006219,0,0,0,0,0,0,53,0
09006276,0,0,0,0,0,0,0,0
09006238,0,0,0,0,0,0,73,0
09006322,0,0,0,0,0,0,64,0
09006321,0,0,0,0,0,0,97,0
09006343,0,0,0,0,0,0,213,0
09006369,0,0,0,0,0,0,91,0
09006352,3095,2906,79,2775,3305,0,0,3305
09006392,0,0,0,0,0,0,53,0
09006387,0,0,0,0,0,0,157,0
09006363,5,0,0,0,758,0,241,517
09006478,157,0,0,0,157,0,153,4
09006456,68,0,0,0,68,0,149,0
09006281,0,0,0,0,0,0,196,0
09006567,0,0,0,0,0,0,149,0
09006637,0,0,0,0,0,0,85,0
09006490,0,0,0,0,0,0,131,0
09006700,0,0,0,0,0,0,201,0
09006777,75,0,0,0,75,0,43,32
09006792,18,0,0,0,18,0,64,0
09006824,0,0,0,0,0,0,0,0
09006815,0,0,0,0,0,0,159,0
09006937,0,0,0,0,0,0,0,0
09006962,0,0,0,0,0,0,81,0
09006958,515,141,0,0,656,0,62,594
09006841,0,0,0,0,16,0,0,16
09006780,0,0,0,0,0,0,92,0
09006988,0,0,0,0,0,0,56,0
09007097,0,0,0,0,0,0,0,0
09007102,56,0,0,0,56,0,131,0
09007146,0,0,0,0,0,0,88,0
09007228,0,0,0,0,0,0,0,0
09007283,0,0,0,0,0,0,0,0
09007218,0,0,0,0,0,0,78,0
08930943,0,0,0,0,0,0,236,0
09007548,0,0,0,0,0,0,0,0
09007520,0,0,0,0,75,0,120,0
09007651,170,0,0,0,170,0,259,0
09007681,0,0,0,0,0,0,26,0
09007682,0,0,0,0,0,0,130,0
09007684,0,0,0,0,0,0,120,0
09007673,0,0,0,0,0,0,111,0
09007679,0,0,0,0,0,0,130,0
09007798,0,0,0,0,0,0,91,0
09007838,0,0,0,0,0,0,36,0
09007578,0,0,0,0,0,0,128,0
09232066,0,0,0,0,49,0,0,49
08894997,0,0,0,0,0,0,0,0
08930144,0,0,0,0,0,0,88,0
09005716,0,0,0,0,0,0,90,0
09007931,0,0,0,0,0,0,84,0
09007948,0,0,0,0,0,0,0,0
09008020,0,0,0,0,0,0,70,0
09008059,0,0,0,0,0,0,62,0
09008081,0,0,0,0,0,0,105,0
09008261,34,0,0,0,530,0,212,318
09008292,0,0,0,0,0,0,90,0
09008435,0,0,0,0,0,0,0,0
09008497,2,0,0,0,2,0,31,0
09008510,0,0,0,0,0,0,120,0
09008584,0,0,0,0,0,0,90,0
09008607,0,0,0,0,79,0,212,0
09008680,0,0,0,0,0,0,0,0
09008594,0,0,0,0,0,0,0,0
09008686,0,0,0,0,0,0,87,0
09008565,0,0,0,0,0,0,0,0
09013772,0,0,0,0,0,0,82,0
08930474,0,0,0,0,0,0,47,0
08983252,0,0,0,0,0,0,113,0
09008796,0,0,0,0,0,0,0,0
09008828,0,0,0,0,0,0,71,0
09008945,103,0,0,0,103,0,211,0
09000302,0,0,0,0,0,0,14,0
09008968,0,0,0,0,0,0,144,0
09008983,89,0,0,0,89,0,178,0
09009047,20,0,0,0,20,0,45,0
09009058,0,0,0,0,0,0,124,0
09009049,0,0,0,0,0,0,0,0
09009101,0,0,0,0,0,0,9,0
09008899,0,0,0,0,0,0,66,0
09009169,89,0,0,0,89,0,0,89
09009248,190,0,0,0,194,0,55,139
09009239,52,0,0,0,52,0,58,0
09009266,0,0,0,0,0,0,0,0
09009306,0,0,0,0,0,0,0,0
09009369,0,0,0,0,4,0,120,0
09009391,0,0,0,0,134,0,120,14
09009388,0,0,0,0,57,0,82,0
09009436,0,0,0,0,0,0,124,0
09009482,0,0,0,0,0,0,69,0
09009524,0,0,0,0,95,0,465,0
09009357,0,0,0,0,0,0,0,0
09009572,0,0,0,0,0,0,63,0
09009634,111,0,0,0,272,0,1126,0
09009631,0,0,0,0,0,0,0,0
09009842,0,0,0,0,0,0,84,0
09011348,0,0,0,0,0,0,57,0
09009783,0,0,0,0,267,0,0,267
08983585,0,0,0,0,0,0,0,0
09000038,0,0,0,0,5,0,154,0
09009858,0,0,0,0,54,0,343,0
09009891,0,0,0,0,0,0,104,0
09009928,0,0,0,0,7,0,183,0
09009953,0,0,0,0,0,0,7,0
09009893,137,0,0,0,137,0,5,132
09010072,0,0,0,0,0,0,205,0
09010076,0,0,0,0,0,0,0,0
09010096,0,0,0,0,0,0,0,0
09010160,0,0,0,0,0,0,0,0
09010162,0,0,0,0,0,0,98,0
09010194,0,0,0,0,25,0,159,0
09010183,0,0,0,0,0,0,131,0
09010187,0,0,0,0,0,0,136,0
09010180,0,0,0,0,0,0,201,0
09010264,8,0,0,0,8,0,14,0
09010147,24,0,0,0,282,0,211,71
09010308,0,0,0,0,0,0,0,0
09010334,0,0,0,0,0,0,93,0
09010376,0,0,0,0,0,0,0,0
09010387,0,0,0,0,0,0,125,0
09010422,0,0,0,0,38,0,74,0
09010464,0,0,0,0,0,0,63,0
09010511,0,0,0,0,0,0,119,0
09010785,0,0,0,0,0,0,120,0
08952175,0,0,0,0,0,0,57,0
09010564,0,0,0,0,0,0,6,0
09010614,0,0,0,0,0,0,50,0
09010636,0,0,0,0,0,0,115,0
09000078,0,0,0,0,0,0,180,0
09010631,0,0,0,0,0,0,0,0
09010698,18,0,0,0,18,0,0,18
09010706,46,0,0,0,46,0,124,0
09010618,414,0,0,0,414,0,364,50
09010801,62,634,0,0,696,0,161,535
09010581,0,0,0,0,17,0,137,0
09010565,0,0,0,0,0,0,0,0
09010877,0,0,0,0,0,0,179,0
09010808,0,0,0,0,102,0,120,0
09010894,269,0,0,0,269,0,152,117
09010733,0,0,0,0,74,0,173,0
09012025,0,0,0,0,0,0,20,0
09010940,0,0,0,0,0,0,0,0
09012065,0,0,0,0,0,0,106,0
09012076,0,0,0,0,0,0,77,0
09012135,377,0,0,0,380,0,629,0
09012184,0,0,0,0,0,0,0,0
08952101,0,0,0,0,0,0,0,0
09012143,0,0,0,0,0,0,158,0
09012241,53,0,0,0,53,0,186,0
09012379,0,0,0,0,0,0,134,0
09012443,0,0,0,0,0,0,0,0
09012399,119,0,0,0,119,0,280,0
09012520,0,0,0,0,109,0,153,0
09012384,0,0,0,0,75,0,163,0
09012326,0,0,0,0,0,0,0,0
09012584,0,0,0,0,0,0,131,0
09012640,0,0,0,0,0,0,133,0
09012674,0,0,0,0,0,0,99,0
09012666,1,0,0,0,1,0,70,0
09012870,0,0,0,0,0,0,123,0
09012917,0,0,0,0,0,0,119,0
09012948,0,0,0,0,0,0,63,0
09012837,0,0,0,0,0,0,289,0
09012937,0,0,0,0,0,0,171,0
09000085,0,0,0,0,0,0,30,0
09013077,0,0,0,0,0,0,107,0
09013131,0,0,0,0,0,0,99,0
09013185,0,0,0,0,0,0,94,0
09000297,0,0,0,0,0,0,0,0
09013201,0,0,0,0,0,0,214,0
09013235,38,0,0,0,38,0,142,0
09013329,0,0,0,0,16,0,150,0
09013375,0,0,0,0,0,0,0,0
09013357,0,0,0,0,0,0,0,0
09013327,146,0,0,0,146,0,2,144
09013414,0,0,0,0,0,0,0,0
09013475,7,0,0,0,7,0,88,0
09013528,0,0,0,0,0,0,82,0
09013562,0,0,0,0,0,0,97,0
09013541,300,0,0,0,300,0,254,46
09013488,10,0,0,0,10,0,149,0
09013620,0,0,0,0,0,0,115,0
09013645,75,192,0,0,267,0,21,246
09013564,0,0,0,0,54,0,120,0
09013546,0,0,0,0,9,0,120,0
09013779,0,0,0,0,6,0,35,0
09013819,592,0,0,0,592,0,191,401
09013865,0,0,0,0,0,0,93,0
09013895,0,0,0,0,0,0,0,0
09013962,0,0,0,0,0,0,430,0
09013964,325,0,0,0,325,0,237,88
09014115,0,0,0,0,0,0,94,0
09014247,0,0,0,0,0,0,0,0
09014240,71,0,0,0,75,0,219,0
09014280,0,0,0,0,0,0,36,0
09014297,0,0,0,0,0,0,113,0
09014315,0,0,0,0,0,0,49,0
09014265,0,0,0,0,0,0,0,0
09014422,123,757,0,0,880,0,372,508
09014354,0,0,0,0,0,0,10,0
09000366,0,0,0,0,0,0,680,0
09011401,0,0,0,0,19,0,120,0
09014407,0,0,0,0,26,0,120,0
09000356,0,0,0,0,0,0,62,0
08945667,25,0,0,0,30,0,224,0
09014408,0,0,0,0,175,0,120,55
09014480,0,0,0,0,0,0,5,0
09014522,0,0,0,0,0,0,166,0
09014615,0,0,0,0,0,0,97,0
09014629,22,0,0,0,22,0,180,0
09014648,0,0,0,0,0,0,209,0
09014670,0,0,0,0,0,0,60,0
09014724,0,0,0,0,0,0,0,0
09014729,32,0,0,0,32,0,70,0
09014808,0,0,0,0,0,0,110,0
09014816,128,0,0,0,128,0,91,37
09238417,0,0,0,0,39,0,166,0
09015074,0,0,0,0,0,0,63,0
08945687,59,0,0,0,59,0,0,59
09000389,0,0,0,0,0,0,2,0
09015078,338,0,0,0,338,-116,154,68
