application_number,pto_delay_a,pto_delay_b,pto_delay_c,overlap_pto_delay,nonoverlap_pto_delay,pto_manual_adjustment,applicant_delay,patent_term_adjustment
08806286,0,0,0,0,0,0,84,0
08793432,0,0,0,0,0,0,0,0
08805813,78,0,0,0,78,0,136,0
08805825,0,0,0,0,0,0,0,0
08806314,0,0,0,0,0,0,213,0
08806337,0,0,0,0,0,0,366,0
08806317,0,0,0,0,0,0,186,0
08806320,0,0,0,0,0,0,225,0
08806338,0,0,0,0,127,0,120,7
08806405,0,0,0,0,0,0,46,0
08806428,0,0,0,0,0,0,84,0
08806471,19,0,0,0,19,-28,125,0
08806701,0,0,0,0,0,0,58,0
08806674,101,0,0,0,101,0,497,0
08807811,0,0,0,0,39,0,252,0
08806986,0,0,0,0,0,0,158,0
08700393,0,0,0,0,186,0,212,0
08807143,0,0,0,0,4,0,32,0
08807326,0,0,0,0,0,0,200,0
08807351,0,0,0,0,0,0,156,0
08807497,185,0,0,0,622,0,95,527
08807590,0,0,0,0,0,0,206,0
08807831,0,0,0,0,0,0,120,0
08807571,0,0,0,0,46,0,120,0
08807518,0,0,0,0,12,0,31,0
08810974,5,0,0,0,5,0,92,0
08810989,0,0,0,0,22,0,120,0
08750674,138,0,0,0,138,0,175,0
08807266,0,0,0,0,96,-208,61,0
08807701,0,0,0,0,0,0,95,0
08807783,0,0,0,0,0,0,97,0
08807724,134,0,0,0,169,0,98,71
08808239,0,0,0,0,0,0,43,0
08808246,0,0,0,0,8,0,305,0
08808600,0,0,0,0,53,0,120,0
08808808,0,0,0,0,0,0,87,0
08808687,0,0,0,0,0,0,110,0
08808847,63,0,0,0,63,0,141,0
08808899,102,0,0,0,102,0,330,0
08810617,41,0,0,0,41,0,117,0
08808918,11,0,0,0,11,-11,0,0
08696986,32,803,0,0,835,0,0,835
08808014,0,0,0,0,0,0,168,0
08810195,19,0,0,0,19,0,250,0
08810566,0,0,0,0,0,0,67,0
08810646,69,0,0,0,69,0,807,0
08811068,0,0,0,0,0,0,106,0
08811057,1122,0,0,0,1122,-584,211,327
08810707,0,0,0,0,0,0,61,0
08811108,0,0,0,0,0,0,56,0
08811234,405,0,0,0,405,0,192,213
08813961,0,0,0,0,0,0,113,0
08811346,0,0,0,0,0,0,61,0
08811519,0,0,0,0,0,0,2,0
08812939,0,0,0,0,0,0,0,0
08812951,0,0,0,0,0,0,95,0
08765872,0,0,0,0,0,0,88,0
08810773,201,0,0,0,201,0,307,0
08811486,0,0,0,0,0,0,33,0
08811220,0,0,0,0,21,0,141,0
08811649,18,0,0,0,18,0,105,0
08811866,0,0,0,0,0,0,53,0
08811932,0,0,0,0,0,0,105,0
08812329,0,0,0,0,0,0,0,0
08812388,0,0,0,0,193,0,0,193
08809270,0,0,0,0,0,0,64,0
08812159,0,0,0,0,0,0,186,0
08812160,0,0,0,0,0,0,160,0
08812682,0,0,0,0,0,0,0,0
08812711,0,0,0,0,1,0,120,0
08812745,0,0,0,0,0,0,44,0
08809013,0,0,0,0,0,0,33,0
08810149,0,0,0,0,0,0,153,0
08812559,0,0,0,0,202,0,120,82
08812622,0,0,0,0,0,0,106,0
08812657,187,0,0,0,334,0,9,325
08813198,0,0,0,0,0,0,217,0
08813247,309,0,0,0,309,0,246,63
08813258,0,0,0,0,22,0,0,22
08813620,7,0,0,0,7,0,92,0
08813336,0,0,0,0,0,0,119,0
08813728,0,0,0,0,0,0,82,0
08813627,0,0,0,0,0,0,100,0
08813788,0,0,0,0,0,0,63,0
08813288,0,0,0,0,0,0,125,0
08814029,0,0,0,0,390,0,209,181
08814022,0,0,0,0,0,0,31,0
08814058,0,0,0,0,0,0,249,0
08813323,222,30,0,0,252,0,221,31
08814160,0,0,0,0,0,0,201,0
08814275,0,0,0,0,0,0,188,0
08814426,0,0,0,0,0,0,262,0
08814526,0,0,0,0,0,0,44,0
08814615,0,0,0,0,0,0,182,0
08814697,0,0,0,0,0,0,174,0
08814683,0,0,0,0,0,0,90,0
08814815,0,0,0,0,0,0,164,0
08814866,0,0,0,0,0,0,92,0
08814409,0,0,0,0,868,0,63,805
08814978,109,0,0,0,109,-154,75,0
08815185,0,0,0,0,0,0,67,0
08815297,0,0,0,0,0,0,60,0
08815346,0,0,0,0,0,0,154,0
08815196,0,0,0,0,0,0,169,0
08815480,48,0,0,0,48,0,224,0
08815435,59,0,0,0,59,0,181,0
08832714,0,0,0,0,0,0,6,0
08816165,0,0,0,0,0,0,0,0
08816175,0,0,0,0,0,0,235,0
08816454,759,135,0,0,894,0,511,383
08776237,0,0,0,0,0,0,48,0
08816288,0,0,0,0,0,0,41,0
08815949,0,0,0,0,0,0,77,0
08816497,0,0,0,0,0,0,14,0
08816684,0,0,0,0,0,0,21,0
08816921,0,0,0,0,0,0,137,0
08816968,59,0,0,0,59,0,251,0
08818111,0,0,0,0,0,0,0,0
08815024,0,0,0,0,0,0,114,0
08818048,166,0,0,0,166,0,6,160
08818060,0,0,0,0,0,0,205,0
08818062,78,0,0,0,78,-29,49,0
08818127,0,0,0,0,39,0,122,0
08818245,541,0,0,0,541,0,96,445
08818321,0,0,0,0,0,0,6,0
08818390,0,0,0,0,299,0,134,165
08818183,0,0,0,0,0,0,0,0
08818185,0,0,0,0,1637,0,21,1616
08818534,236,0,0,0,236,0,196,40
08818660,0,0,0,0,0,0,0,0
08818581,0,0,0,0,316,0,30,286
08818989,25,0,0,0,25,0,165,0
08819868,0,0,0,0,194,0,218,0
08716409,61,0,0,0,79,0,181,0
08818436,0,0,0,0,0,0,379,0
08818884,111,0,0,0,111,0,450,0
08818869,0,0,0,0,11,0,146,0
08818994,0,0,0,0,11,0,120,0
08819110,0,0,0,0,0,0,82,0
08819234,0,0,0,0,19,0,149,0
08819366,0,0,0,0,0,0,215,0
08819421,0,0,0,0,0,0,84,0
08819063,0,0,0,0,0,0,99,0
08819093,0,0,0,0,0,0,92,0
08819272,0,0,0,0,0,0,0,0
08819728,0,0,0,0,0,0,192,0
08819709,0,0,0,0,0,0,99,0
08819970,0,0,0,0,25,0,153,0
08820228,0,0,0,0,0,0,118,0
08820057,869,0,0,0,869,0,585,284
08824887,0,0,0,0,0,0,61,0
08824883,0,0,0,0,0,0,143,0
08750715,142,0,0,0,142,0,210,0
08816783,0,0,0,0,0,0,0,0
08820496,0,0,0,0,0,0,464,0
08820948,0,0,0,0,0,0,154,0
08822606,0,0,0,0,0,0,61,0
08822605,11,0,0,0,11,0,288,0
08825550,0,0,0,0,0,0,0,0
08822602,0,0,0,0,0,0,130,0
08821251,0,0,0,0,0,0,4,0
08732256,0,0,0,0,0,0,0,0
08820869,108,0,0,0,108,0,0,108
08820848,362,0,0,0,362,0,126,236
08821148,78,0,0,0,78,-12,66,0
08821217,0,0,0,0,0,0,81,0
08821320,0,0,0,0,841,0,72,769
08821611,0,0,0,0,33,0,120,0
08821714,0,0,0,0,0,0,149,0
08822186,45,0,0,0,45,0,429,0
08825676,0,0,0,0,0,0,113,0
08821435,0,0,0,0,0,0,100,0
08821823,0,0,0,0,49,0,120,0
08821827,0,0,0,0,0,0,89,0
08821890,102,0,0,0,102,0,198,0
08821906,0,0,0,0,0,0,125,0
08821849,0,0,0,0,0,0,120,0
08822290,0,0,0,0,0,0,0,0
08822709,0,0,0,0,0,0,104,0
08822938,0,0,0,0,0,0,117,0
08822942,0,0,0,0,0,0,112,0
08822971,0,0,0,0,0,0,51,0
08824019,0,0,0,0,0,0,88,0
08828199,6,0,0,0,25,0,170,0
08828281,0,0,0,0,12,0,138,0
08809513,0,0,0,0,0,0,4,0
08822033,232,0,0,0,232,0,527,0
08822642,0,0,0,0,0,0,112,0
08822747,0,0,0,0,0,0,1,0
08823191,0,0,0,0,92,0,120,0
08823767,0,0,0,0,0,0,25,0
08824648,0,0,0,0,0,0,0,0
08823400,0,0,0,0,0,0,60,0
08826072,60,0,0,0,60,0,109,0
08824065,0,0,0,0,0,0,99,0
08823160,0,0,0,0,0,0,64,0
08823552,0,0,0,0,0,0,97,0
08823626,0,0,0,0,0,0,60,0
08823843,80,0,0,0,690,0,159,531
08823744,0,0,0,0,25,0,120,0
08826345,25,0,0,0,25,0,31,0
08776224,0,0,0,0,44,0,209,0
08809637,8,0,0,0,8,0,73,0
08824535,177,0,0,0,177,0,290,0
08824867,49,0,0,0,49,0,55,0
08826353,0,0,0,0,26,0,120,0
08826134,0,0,0,0,0,0,64,0
08829706,0,0,0,0,0,0,83,0
08824862,0,0,0,0,0,0,76,0
08886815,23,0,0,0,95,0,212,0
08817963,0,0,0,0,0,0,180,0
08825200,0,0,0,0,0,0,55,0
08825411,0,0,0,0,0,0,271,0
08826010,0,0,0,0,0,0,111,0
08826193,0,0,0,0,0,0,60,0
08826165,0,0,0,0,0,0,98,0
08826454,0,0,0,0,0,0,174,0
08826480,0,0,0,0,90,0,212,0
08827427,0,0,0,0,0,0,0,0
08826419,0,0,0,0,0,0,118,0
08828005,43,161,0,0,204,0,529,0
08776633,0,0,0,0,0,0,0,0
08825348,0,0,0,0,0,0,118,0
08825486,0,0,0,0,18,0,212,0
08825490,0,0,0,0,25,0,152,0
08825445,0,0,0,0,0,0,154,0
08825443,0,0,0,0,45,0,157,0
08826094,0,0,0,0,0,0,172,0
08825475,0,0,0,0,0,0,92,0
08827213,0,0,0,0,42,0,0,42
08825400,0,0,0,0,32,0,0,32
08827263,0,0,0,0,0,0,106,0
08827286,235,0,0,0,235,0,99,136
08827237,0,0,0,0,0,0,100,0
08827459,0,0,0,0,0,0,28,0
08827500,0,0,0,0,0,0,0,0
08827582,0,0,0,0,0,0,46,0
08825492,153,0,0,0,153,0,53,100
08828368,0,0,0,0,0,0,151,0
08828417,0,0,0,0,1253,0,152,1101
08828422,0,0,0,0,0,0,0,0
08828468,0,0,0,0,0,0,0,0
08828962,0,0,0,0,0,0,96,0
08829133,0,0,0,0,0,0,47,0
08828952,0,0,0,0,0,0,72,0
08828323,445,0,0,0,445,0,221,224
08829538,0,0,0,0,128,0,120,8
08809594,0,0,0,0,78,0,120,0
08817038,0,0,0,0,0,0,118,0
08825504,0,0,0,0,0,0,0,0
08825565,41,0,0,0,41,0,107,0
08828672,0,0,0,0,0,0,65,0
08828699,0,0,0,0,34,0,146,0
08828985,0,0,0,0,0,0,25,0
08828885,18,0,0,0,18,0,50,0
08829101,0,0,0,0,0,0,172,0
08829105,0,0,0,0,0,0,82,0
08829107,0,0,0,0,0,0,106,0
08829232,0,0,0,0,0,0,70,0
08829312,0,0,0,0,0,0,146,0
08829407,28,0,0,0,28,0,163,0
08829607,0,0,0,0,0,0,95,0
08829402,24,0,0,0,24,0,149,0
08829631,5,0,0,0,28,0,1211,0
08829637,0,0,0,0,0,0,0,0
08829747,0,0,0,0,0,0,36,0
08829772,0,0,0,0,0,0,14,0
08831327,28,0,0,0,28,0,93,0
08831328,0,0,0,0,0,0,204,0
08831504,0,0,0,0,0,0,189,0
08831476,0,0,0,0,0,0,161,0
08831460,48,0,0,0,48,0,51,0
08832622,0,0,0,0,0,0,4,0
08825598,0,0,0,0,0,0,77,0
08825682,0,0,0,0,0,0,75,0
08825585,0,0,0,0,0,0,267,0
08737801,0,0,0,0,0,0,136,0
08831088,0,0,0,0,57,0,194,0
08825943,0,0,0,0,0,0,124,0
08831111,0,0,0,0,0,0,46,0
08831399,0,0,0,0,18,0,120,0
08831731,922,0,0,0,922,0,73,849
08831759,0,0,0,0,0,0,166,0
08831845,0,0,0,0,0,0,22,0
08831321,0,0,0,0,0,0,127,0
08831213,0,0,0,0,0,0,160,0
08831245,0,0,0,0,231,0,191,40
08831823,0,0,0,0,0,0,0,0
08832010,50,0,0,0,50,0,423,0
08832046,0,0,0,0,0,0,30,0
08832042,0,0,0,0,0,0,110,0
08832167,13,0,0,0,13,0,23,0
08832374,0,0,0,0,46,0,86,0
08832581,0,0,0,0,0,0,306,0
08826630,0,0,0,0,0,0,114,0
08832252,0,0,0,0,0,0,0,0
08832447,0,0,0,0,0,0,0,0
08832770,0,0,0,0,0,0,96,0
08832086,0,0,0,0,0,0,3,0
08833085,0,0,0,0,14,0,4,10
08832488,0,0,0,0,0,0,69,0
08834795,0,0,0,0,0,0,26,0
08750267,0,0,0,0,0,0,81,0
08776747,0,0,0,0,0,0,0,0
08817072,0,0,0,0,0,0,195,0
08832814,319,0,0,0,319,0,88,231
08832936,0,0,0,0,0,0,43,0
08833079,0,0,0,0,79,0,124,0
08833106,62,0,0,0,62,0,43,19
08834515,142,0,0,0,142,-93,49,0
08834549,3,0,0,0,3,0,301,0
08833382,144,0,0,0,144,0,174,0
08835158,0,0,0,0,0,0,165,0
08835159,0,0,0,0,398,0,240,158
08817176,0,0,0,0,271,0,364,0
08826688,0,0,0,0,0,0,0,0
08833430,0,0,0,0,0,0,57,0
08833506,0,177,0,0,177,0,1090,0
08833567,0,0,0,0,0,0,196,0
08834570,0,0,0,0,0,0,57,0
08833511,214,0,0,0,310,0,20,290
08835338,0,0,0,0,0,0,1,0
08838489,0,0,0,0,0,0,94,0
08838452,70,0,0,0,70,0,152,0
08838420,72,0,0,0,72,0,249,0
08826929,0,0,0,0,0,0,48,0
08832184,0,0,0,0,0,0,286,0
08833614,0,0,0,0,0,0,169,0
08833641,0,0,0,0,0,0,485,0
08835482,0,0,0,0,0,0,0,0
08835012,0,0,0,0,0,0,3,0
08838344,0,0,0,0,5,0,47,0
08827642,0,0,0,0,57,0,124,0
08831616,0,0,0,0,0,0,130,0
08827634,7,148,0,0,803,0,244,559
08831645,0,0,0,0,0,0,70,0
08833719,0,0,0,0,0,0,2,0
08833797,0,0,0,0,0,0,4,0
08831648,0,0,0,0,161,0,0,161
08835279,331,0,0,0,331,0,260,71
08835611,4,0,0,0,4,0,126,0
08838654,0,0,0,0,0,0,4,0
08827646,0,0,0,0,0,0,78,0
08831603,0,0,0,0,34,0,171,0
08833836,0,0,0,0,0,0,107,0
08834836,0,0,0,0,0,0,81,0
08835673,0,0,0,0,0,0,0,0
08835917,0,0,0,0,0,0,156,0
08835742,0,0,0,0,25,0,23,2
08838579,0,0,0,0,0,0,111,0
08843614,0,0,0,0,3,0,200,0
08835916,0,0,0,0,0,0,98,0
08817157,0,0,0,0,0,0,109,0
08827798,0,0,0,0,0,0,54,0
08834029,0,0,0,0,0,0,80,0
08835732,107,0,0,0,107,0,418,0
08835995,0,0,0,0,76,0,270,0
08837025,0,0,0,0,0,0,159,0
08839400,0,0,0,0,0,0,97,0
08838833,0,0,0,0,0,0,48,0
08838922,2,0,0,0,392,0,120,272
08840297,0,0,0,0,0,0,88,0
08843162,281,0,0,0,281,0,145,136
08843219,0,0,0,0,0,0,160,0
08845543,0,0,0,0,0,0,64,0
08843069,0,0,0,0,114,0,38,76
08765994,0,0,0,0,79,0,267,0
08833198,0,0,0,0,0,0,5,0
08833229,121,0,0,0,121,0,119,2
08834157,0,0,0,0,23,0,120,0
08834066,0,0,0,0,0,0,120,0
08837174,0,0,0,0,0,0,0,0
08839468,74,0,0,0,74,0,697,0
08840268,0,0,0,0,0,0,55,0
08840274,161,0,0,0,247,-161,212,0
08839459,0,0,0,0,110,0,120,0
08817494,0,0,0,0,0,0,259,0
08834221,0,0,0,0,1,0,339,0
08834282,0,0,0,0,26,0,240,0
08834320,49,0,0,0,49,0,35,14
08838074,41,0,0,0,41,-41,0,0
08838138,0,0,0,0,0,0,0,0
08835788,0,0,0,0,64,0,120,0
08839605,0,0,0,0,0,0,53,0
08839752,68,0,0,0,68,-160,60,0
08838151,0,0,0,0,0,0,99,0
08840115,0,0,0,0,0,0,77,0
08842543,0,0,0,0,0,0,237,0
09373035,0,0,0,0,0,0,0,0
08834436,0,0,0,0,0,0,116,0
08838209,0,0,0,0,0,0,211,0
08839858,0,0,0,0,159,0,183,0
08834392,0,0,0,0,0,0,69,0
08834425,0,0,0,0,19,0,0,19
08840794,5,0,0,0,5,0,51,0
08840765,0,0,0,0,0,0,160,0
08843492,0,0,0,0,0,0,52,0
08843441,0,0,0,0,0,0,120,0
08843600,136,0,0,0,136,0,125,11
08843518,0,0,0,0,0,0,93,0
08837387,36,0,0,0,36,0,94,0
08837366,0,0,0,0,147,0,120,27
08840960,0,0,0,0,16,0,770,0
08842825,0,0,0,0,0,0,64,0
08842756,7,0,0,0,7,0,287,0
08843933,0,0,0,0,0,0,117,0
08844215,294,0,0,0,294,0,274,20
08843987,0,0,0,0,0,0,3,0
08837505,0,0,0,0,0,0,133,0
08837459,197,0,0,0,197,0,224,0
08839361,0,0,0,0,661,0,89,572
08843995,32,0,0,0,32,0,236,0
08844175,544,0,0,0,544,0,882,0
08844383,0,0,0,0,0,0,91,0
08844302,0,0,0,0,132,0,139,0
08844553,0,0,0,0,208,0,254,0
08837523,0,0,0,0,0,0,78,0
08843804,0,0,0,0,0,0,35,0
08845109,0,0,0,0,0,0,57,0
08844658,0,0,0,0,0,0,90,0
08844597,0,0,0,0,0,0,96,0
08847579,0,0,0,0,0,0,122,0
08837803,0,0,0,0,0,0,77,0
08837802,490,0,0,0,490,0,193,297
08839828,0,0,0,0,0,0,236,0
08841484,0,0,0,0,0,0,119,0
08841473,0,0,0,0,0,0,0,0
08844876,0,0,0,0,0,0,120,0
08847738,0,0,0,0,0,0,96,0
08842230,0,0,0,0,0,0,0,0
08844906,0,0,0,0,0,0,291,0
08817650,0,0,0,0,0,0,159,0
08839125,0,0,0,0,0,0,290,0
08839166,0,0,0,0,0,0,158,0
08838939,0,0,0,0,0,0,97,0
08842159,0,0,0,0,0,0,61,0
08842056,0,0,0,0,0,0,27,0
08844949,0,0,0,0,0,0,41,0
08844997,0,0,0,0,80,0,120,0
08847339,48,0,0,0,48,0,71,0
08847321,0,0,0,0,136,0,36,100
08817735,0,0,0,0,0,0,2,0
08840059,0,0,0,0,0,0,0,0
08842322,0,0,0,0,0,0,204,0
08842516,0,0,0,0,0,0,33,0
08845544,0,0,0,0,0,0,71,0
08842445,0,0,0,0,0,0,238,0
08847296,0,0,0,0,0,0,96,0
08847395,129,0,0,0,129,0,246,0
08837874,0,0,0,0,0,0,150,0
08842993,0,0,0,0,0,0,77,0
08845439,0,0,0,0,0,0,31,0
08845541,0,0,0,0,0,0,74,0
08845589,0,0,0,0,0,0,88,0
08845702,0,0,0,0,0,0,181,0
08845569,0,0,0,0,0,0,60,0
08846058,0,0,0,0,13,0,139,0
08846108,0,0,0,0,0,0,110,0
08846130,0,0,0,0,42,0,0,42
08846067,0,0,0,0,0,0,99,0
08846042,10,0,0,0,10,0,85,0
08765702,0,0,0,0,470,0,179,291
08840665,0,0,0,0,0,0,0,0
08840329,0,0,0,0,0,0,1,0
08847687,0,0,0,0,0,0,2,0
08845767,0,0,0,0,0,0,0,0
08848065,0,0,0,0,0,0,2,0
08848097,0,0,0,0,0,0,0,0
08848040,0,0,0,0,0,0,0,0
08848050,0,0,0,0,0,0,109,0
08817113,0,0,0,0,0,0,114,0
08836059,199,0,0,0,199,-197,2,0
08841028,41,398,0,0,439,0,1054,0
08844113,9,0,0,0,9,0,230,0
08848243,203,0,0,0,203,0,152,51
08848600,240,0,0,0,240,0,177,63
08848631,0,0,0,0,99,0,212,0
08793415,0,570,0,0,570,0,1365,0
08841320,0,0,0,0,0,0,131,0
08841573,0,0,0,0,0,0,120,0
08841397,226,0,0,0,226,0,373,0
08841616,0,0,0,0,0,0,79,0
08841749,0,0,0,0,0,0,59,0
08841636,0,0,0,0,0,0,397,0
08841619,0,0,0,0,0,0,0,0
08846303,0,0,0,0,0,0,39,0
08846423,0,0,0,0,0,0,120,0
08846247,0,0,0,0,0,0,60,0
08846933,659,93,0,0,752,0,377,375
08847156,0,0,0,0,0,0,84,0
08847165,0,0,0,0,0,0,104,0
08848842,0,0,0,0,0,0,120,0
08765328,0,0,0,0,0,0,233,0
08846879,167,0,0,0,167,0,211,0
08846884,0,0,0,0,0,0,207,0
08847123,0,0,0,0,0,0,0,0
08847026,0,0,0,0,0,0,159,0
08847946,0,0,0,0,77,310,170,217
08847196,0,0,0,0,0,0,77,0
08848881,0,0,0,0,0,0,0,0
08848876,0,0,0,0,0,0,212,0
08836408,0,0,0,0,0,0,63,0
08848963,0,0,0,0,0,0,97,0
08850353,165,0,0,0,165,0,282,0
08850031,0,0,0,0,0,0,3,0
08850515,0,0,0,0,0,0,168,0
08850631,316,0,0,0,1306,0,29,1277
08850537,415,0,0,0,415,0,288,127
08850542,62,0,0,0,87,-71,16,0
08850787,0,0,0,0,0,0,391,0
08850738,0,0,0,0,0,0,120,0
08850726,0,0,0,0,0,0,118,0
08851574,0,0,0,0,0,0,92,0
08836295,0,0,0,0,0,0,84,0
08841847,0,0,0,0,0,0,0,0
08850279,0,0,0,0,0,0,96,0
08841846,0,0,0,0,0,0,71,0
08850977,0,0,0,0,564,0,243,321
08851066,0,0,0,0,69,0,120,0
08851114,0,0,0,0,22,0,217,0
08851145,0,0,0,0,0,0,86,0
08851153,39,0,0,0,39,0,11,28
08851161,0,0,0,0,0,0,71,0
08851163,0,0,0,0,0,0,95,0
08851292,0,0,0,0,0,0,0,0
08851503,0,0,0,0,0,0,3,0
08851608,0,0,0,0,39,0,120,0
08851304,61,503,0,0,564,0,8,556
08793438,0,0,0,0,0,0,0,0
08732322,0,0,0,0,0,0,140,0
08851881,0,0,0,0,0,0,121,0
08851965,376,22,0,0,398,0,899,0
08852020,334,0,0,0,334,0,346,0
08852037,101,0,0,0,101,0,281,0
08851877,0,0,0,0,0,0,49,0
08852158,171,545,0,0,716,0,200,516
08852212,0,0,0,0,0,0,0,0
08852188,0,0,0,0,0,0,157,0
08935481,0,0,0,0,0,0,0,0
08793897,0,0,0,0,0,0,118,0
08852388,0,0,0,0,0,0,123,0
08852666,121,0,0,0,121,0,199,0
08852703,0,0,0,0,0,0,137,0
08852759,0,0,0,0,0,0,0,0
08853174,30,0,0,0,30,0,146,0
08836650,154,0,0,0,154,0,156,0
08848498,0,0,0,0,0,0,224,0
08852892,0,0,0,0,0,0,71,0
08852911,0,0,0,0,0,0,0,0
08852909,0,0,0,0,0,0,65,0
08853221,0,0,0,0,0,0,136,0
08853300,23,0,0,0,23,-64,90,0
08853261,0,0,0,0,0,0,54,0
08853589,55,0,0,0,199,0,326,0
08853843,34,0,0,0,142,0,204,0
08853842,65,0,0,0,413,0,109,304
08853910,0,0,0,0,0,0,117,0
08853995,0,0,0,0,0,0,0,0
08854213,0,0,0,0,19,0,181,0
08854250,0,0,0,0,0,0,125,0
08817210,0,0,0,0,0,0,111,0
08854589,0,0,0,0,0,0,72,0
08854870,0,0,0,0,0,0,60,0
08854825,0,0,0,0,1039,0,204,835
08855792,74,0,0,0,74,0,211,0
08855875,0,0,0,0,0,0,166,0
08855811,0,0,0,0,0,0,0,0
08762099,0,0,0,0,0,0,0,0
08855143,178,0,0,0,178,0,95,83
08855251,0,0,0,0,0,0,61,0
08855178,0,0,0,0,0,0,0,0
08855105,0,0,0,0,6,0,140,0
08855452,0,0,0,0,0,0,14,0
08855363,478,139,0,0,617,0,287,330
08855504,0,0,0,0,17,0,98,0
08855615,0,0,0,0,10,0,151,0
08855637,0,0,0,0,0,0,195,0
08855567,0,0,0,0,0,0,113,0
08855904,0,0,0,0,0,0,103,0
08855974,0,0,0,0,0,0,58,0
08856204,362,0,0,0,362,0,292,70
08855977,0,0,0,0,0,0,172,0
08856174,12,0,0,0,12,0,247,0
08856320,126,0,0,0,129,0,216,0
08856117,8,0,0,0,8,-4,4,0
08856552,0,0,0,0,0,0,8,0
08856561,0,0,0,0,0,0,0,0
08856606,0,0,0,0,0,0,0,0
08856691,0,0,0,0,0,0,29,0
08856825,0,0,0,0,0,0,83,0
08856856,0,0,0,0,0,0,95,0
08856706,0,0,0,0,0,0,0,0
08856698,0,0,0,0,0,0,154,0
08776361,0,0,0,0,18,0,120,0
08857273,0,0,0,0,0,0,590,0
08857459,0,0,0,0,0,0,58,0
08857585,0,0,0,0,0,0,154,0
08857458,0,0,0,0,0,0,1,0
08857594,0,0,0,0,0,0,0,0
08857576,0,0,0,0,0,0,132,0
08857725,0,0,0,0,0,0,55,0
08857816,0,0,0,0,33,0,164,0
08857921,0,0,0,0,0,0,48,0
08857944,0,0,0,0,0,0,133,0
08858022,184,0,0,0,184,0,11,173
08858040,0,0,0,0,0,0,139,0
08858087,88,0,0,0,88,0,301,0
08858603,0,0,0,0,40,0,121,0
08858036,0,0,0,0,30,0,51,0
08858245,394,0,0,0,394,0,372,22
08858774,0,0,0,0,0,0,50,0
08858809,156,0,0,0,656,265,30,891
08859789,0,0,0,0,16,-92,0,0
08858978,17,0,0,0,17,0,78,0
08859108,0,0,0,0,0,0,82,0
08859310,0,0,0,0,0,0,204,0
08859353,504,326,0,0,830,0,493,337
08859388,186,0,0,0,186,0,111,75
08859402,0,0,0,0,0,0,89,0
08859406,0,0,0,0,83,0,120,0
08859430,0,0,0,0,0,0,0,0
08859644,83,0,0,0,186,0,230,0
08849303,0,0,0,0,16,0,154,0
08859706,0,0,0,0,94,0,60,34
08859699,0,0,0,0,0,0,33,0
08861005,0,0,0,0,0,0,28,0
08861022,0,0,0,0,0,0,43,0
08861003,4,0,0,0,4,0,279,0
08861122,0,0,0,0,57,0,120,0
08861301,0,0,0,0,65,0,121,0
08861157,0,0,0,0,0,0,0,0
08861393,87,0,0,0,87,-30,57,0
08861903,0,0,0,0,31,0,120,0
08859939,0,0,0,0,0,0,0,0
08861476,0,0,0,0,0,0,307,0
08861581,0,0,0,0,7,0,197,0
08861741,0,0,0,0,0,0,0,0
08861774,0,0,0,0,0,0,0,0
08861905,0,0,0,0,33,0,131,0
08862021,274,0,0,0,274,0,0,274
08862134,64,0,0,0,64,0,0,64
08862144,0,0,0,0,17,0,120,0
08862295,0,0,0,0,0,0,0,0
08862273,0,0,0,0,0,0,120,0
08862269,0,0,0,0,0,0,95,0
08862343,0,0,0,0,0,0,0,0
08862250,0,0,0,0,0,0,81,0
08862199,0,0,0,0,0,0,0,0
08862203,0,0,0,0,0,0,75,0
08862454,0,0,0,0,33,0,120,0
08862871,0,0,0,0,0,0,120,0
08862913,0,0,0,0,0,0,110,0
08862852,108,0,0,0,108,0,364,0
08765874,0,0,0,0,0,0,93,0
08863127,0,0,0,0,0,0,107,0
08863231,0,0,0,0,0,0,168,0
08863321,0,0,0,0,0,0,220,0
08863393,0,0,0,0,0,0,69,0
08863378,0,0,0,0,0,0,212,0
08863457,0,0,0,0,0,0,140,0
08863623,0,0,0,0,0,0,171,0
08863662,0,0,0,0,0,0,0,0
08863468,0,0,0,0,111,0,120,0
08863719,0,0,0,0,0,0,243,0
08863848,227,0,0,0,227,0,0,227
08863918,0,0,0,0,0,0,120,0
08817287,0,0,0,0,0,0,163,0
08860624,0,0,0,0,0,0,0,0
08864082,0,0,0,0,0,0,200,0
08863210,0,0,0,0,0,0,96,0
08864335,0,0,0,0,0,0,200,0
08864420,0,0,0,0,18,0,120,0
08864423,0,0,0,0,19,0,7,12
08864408,0,0,0,0,0,0,106,0
08864508,0,0,0,0,0,0,181,0
08864824,0,0,0,0,0,0,68,0
08864785,34,0,0,0,34,-84,106,0
08865010,0,0,0,0,0,0,189,0
08865015,63,0,0,0,63,0,30,33
08865169,0,0,0,0,0,0,182,0
08865112,0,0,0,0,9,0,0,9
08865187,0,0,0,0,0,0,49,0
08865267,0,0,0,0,0,0,105,0
08865229,0,0,0,0,0,0,67,0
08865235,0,0,0,0,0,0,62,0
08865476,0,0,0,0,0,0,143,0
08865527,0,0,0,0,0,0,85,0
08865493,0,0,0,0,0,0,99,0
08865590,0,0,0,0,60,0,317,0
08865579,0,0,0,0,129,0,133,0
08809685,0,0,0,0,0,0,113,0
08865661,0,0,0,0,0,0,110,0
08865959,0,0,0,0,0,0,90,0
08865975,0,0,0,0,0,0,137,0
