application_number,event_code,recorded_date
05325941,FOND,1996-10-25
05325941,LOST,1996-10-23
05334859,SETS,2001-09-20
05334859,C.AD,1994-04-18
05335934,SETS,2001-09-20
05334317,SETS,2001-09-20
05332216,SETS,2001-09-20
05335452,SETS,2001-09-20
05335452,TMOS,1998-03-24
05335452,SRCH,1998-02-25
05335452,LOST,1998-02-06
05335414,SETS,2001-09-20
05335414,TMOS,1995-08-30
05335414,SRCH,1995-07-31
05335414,LOST,1995-07-19
05335414,TMOS,1995-06-12
05335414,SRCH,1995-05-12
05335414,LOST,1995-04-24
05335414,TMOS,1994-04-20
05335414,SRCH,1994-03-18
05335414,LOST,1994-03-15
05331947,SETS,2001-09-20
05334852,SETS,2001-09-20
05331191,SETS,2001-09-20
05336357,SETS,2001-09-20
05336869,SETS,2001-09-20
05336816,SETS,2001-09-20
05337252,SETS,2001-09-20
05337251,SETS,2001-09-20
05337374,SETS,2001-09-20
05338109,SETS,2001-09-20
05338392,SETS,2001-09-20
05336559,LFFOUND,2007-12-05
05336559,SETS,2001-09-20
05338962,LFFOUND,2012-05-07
05338962,SETS,2001-09-20
05339476,SETS,2001-09-20
05339333,SETS,2001-09-20
05329430,SETS,2001-09-20
05329430,FOND,2000-02-25
05329430,TMOS,1999-10-19
05329430,SRCH,1999-09-20
05329430,LOST,1999-09-13
05339496,SETS,2001-09-20
05338333,SETS,2001-09-20
05328761,SETS,2001-09-20
05339851,SETS,2001-09-20
05328347,SETS,2001-09-20
05328347,DOCK,1982-04-06
05328097,SETS,2001-09-20
05333689,SETS,2001-09-20
05333689,C.AD,1990-04-02
05333689,N570,1989-04-13
05333689,PA..,1989-04-13
05340830,SETS,2001-09-20
05323596,SETS,2001-09-20
05323596,PA..,1988-03-14
05323828,SETS,2001-09-20
05323828,TMOS,1989-07-12
05323828,SRCH,1989-06-28
05323828,SRCH,1989-06-19
05323828,LOST,1989-06-19
05323828,TMOS,1989-02-17
05323828,SRCH,1989-01-17
05323828,LOST,1989-01-06
05323828,TMOS,1986-05-05
05323828,SRCH,1985-04-24
05323828,LOST,1985-04-24
05323828,LOST,1985-04-19
05325620,SETS,2001-09-20
05342222,SETS,2001-09-20
05342290,SETS,2001-09-20
05341529,SETS,2001-09-20
05322800,SETS,2001-09-20
05343487,SETS,2001-09-20
05322573,SETS,2001-09-20
05319030,SETS,2001-09-20
05321421,SETS,2001-09-20
05340448,SETS,2001-09-20
05344682,SETS,2001-09-20
05321154,SETS,2001-09-20
05344861,SETS,2001-09-20
05321077,SETS,2001-09-20
05343648,LFFOUND,2016-11-21
05343648,LFFOUND,2007-12-05
05343648,SETS,2001-09-20
05340226,SETS,2001-09-20
05345665,SETS,2001-09-20
05345633,SETS,2001-09-20
05345633,TMOS,1994-07-15
05345633,SRCH,1994-06-16
05345633,LOST,1994-06-03
05345633,TMOS,1993-01-04
05345633,SRCH,1992-12-04
05345633,SRCH,1992-12-04
05345633,SRCH,1992-12-02
05345633,LOST,1992-11-13
05345633,SRCH,1992-05-08
05345633,LOST,1992-05-05
05345633,LOST,1991-12-30
05345633,TMOS,1991-12-09
05345633,SRCH,1991-12-02
05345633,TMOS,1991-11-29
05345633,LOST,1991-11-22
05345633,SRCH,1991-11-20
05345633,SRCH,1991-10-31
05345633,LOST,1991-10-22
05344867,LFFOUND,2008-02-27
05344867,LFFOUND,2002-06-19
05344867,TMOS,2001-10-26
05344867,SRCH,2001-10-09
05344867,TMOS,2001-10-09
05344867,SETS,2001-09-20
05344867,LFLOST,2001-08-17
05344867,SRCH,2001-08-17
05344867,FOND,1993-10-27
05344867,TMOS,1993-03-03
05344867,SRCH,1993-02-03
05344867,LOST,1993-01-25
05344867,TMOS,1992-07-09
05344867,SRCH,1992-06-16
05344867,LOST,1992-06-10
05344867,TMOS,1992-02-27
05344867,SRCH,1992-01-29
05344867,LOST,1992-01-22
05346445,SETS,2001-09-20
05344128,SETS,2001-09-20
05343716,SETS,2001-09-20
05346347,SETS,2001-09-20
05346052,SETS,2001-09-20
05346052,SRCH,1987-03-09
05346052,LOST,1987-03-09
05346588,SETS,2001-09-20
05346815,SETS,2001-09-20
05345965,SETS,2001-09-20
05346751,SETS,2001-09-20
05347069,SETS,2001-09-20
05348223,SETS,2001-09-20
05347772,SETS,2001-09-20
05347873,SETS,2001-09-20
05348092,SETS,2001-09-20
05348567,SETS,2001-09-20
05349317,SETS,2001-09-20
05346518,SETS,2001-09-20
05349242,SETS,2001-09-20
05349169,SETS,2001-09-20
05349169,TMOS,1987-06-03
05349169,SRCH,1987-05-12
05349169,SRCH,1987-05-11
05349169,LOST,1987-05-11
05349169,TMOS,1986-05-05
05349169,SRCH,1984-12-13
05350621,SETS,2001-09-20
05350525,SETS,2001-09-20
05350525,FOND,1997-03-01
05350525,SRCH,1997-01-29
05350525,LOST,1997-01-16
05350525,LOST,1997-01-16
05339817,C.ADB,2015-10-05
05339817,C.ADB,2015-07-30
05339817,C.ADB,2015-07-29
05339817,LFLOST,2005-12-08
05339817,SETS,2001-09-20
05339817,TMOS,1998-10-21
05339817,SRCH,1998-09-21
05339817,LOST,1998-09-11
05349330,SETS,2001-09-20
05351357,LFFOUND,2016-11-21
05351357,LFFOUND,2009-04-14
05350885,SETS,2001-09-20
05350885,FOND,1999-06-17
05350885,TMOS,1992-08-10
05350885,SRCH,1992-07-01
05350885,LOST,1992-06-22
05350641,SETS,2001-09-20
05342442,SETS,2001-09-20
05351673,SETS,2001-09-20
05352005,SETS,2001-09-20
05352005,LOST,1991-04-30
05352005,LOST,1991-04-24
05350799,SETS,2001-09-20
05352551,SETS,2001-09-20
05339820,SETS,2001-09-20
05341448,SETS,2001-09-20
05340417,SETS,2001-09-20
05352499,SETS,2001-09-20
05352187,SETS,2001-09-20
05352187,TMOS,1999-04-26
05352187,SRCH,1999-03-22
05352187,LOST,1999-03-17
05352187,LOST,1999-03-03
05352187,TMOS,1998-11-03
05352187,SRCH,1998-10-07
05352187,LOST,1998-10-05
05352187,LOST,1998-09-29
05352187,TMOS,1996-11-21
05352187,SRCH,1996-10-21
05352187,LOST,1996-09-30
05340496,SETS,2001-09-20
05353451,SETS,2001-09-20
05341215,SETS,2001-09-20
05351970,SETS,2001-09-20
05353983,SETS,2001-09-20
05351561,SETS,2001-09-20
05339151,SETS,2001-09-20
05353677,SETS,2001-09-20
05337036,SETS,2001-09-20
05354412,SETS,2001-09-20
05336505,SETS,2001-09-20
05337257,SETS,2001-09-20
05353571,SETS,2001-09-20
05355714,SETS,2001-09-20
05352723,SETS,2001-09-20
05355260,SETS,2001-09-20
05336177,SETS,2001-09-20
05337006,SETS,2001-09-20
05335320,SETS,2001-09-20
05354393,LFFOUND,2009-01-21
05354393,LFFOUND,2003-12-11
05354393,LFLOST,2003-12-08
05354393,SETS,2001-09-20
05354393,SRCH,1987-07-31
05354393,LOST,1987-07-31
05354393,TMOS,1987-03-16
05354393,SRCH,1987-02-18
05354393,TMOS,1986-12-19
05354393,SRCH,1986-12-15
05354393,LOST,1986-12-09
05354393,SRCH,1986-11-07
05354393,LOST,1986-10-24
05354393,TMOS,1986-05-05
05354393,LOST,1985-12-03
05354393,SRCH,1985-10-07
05354393,LOST,1985-10-04
05356234,SETS,2001-09-20
05356234,TMOS,1991-05-06
05356234,SRCH,1991-04-05
05356234,LOST,1991-04-01
05335717,SETS,2001-09-20
05356820,SETS,2001-09-20
05356548,SETS,2001-09-20
05336094,SETS,2001-09-20
05352937,SETS,2001-09-20
05357206,SETS,2001-09-20
05357493,SETS,2001-09-20
05335890,SETS,2001-09-20
05357063,SETS,2001-09-20
05357063,TMOS,1986-05-05
05357063,SRCH,1985-06-18
05357063,LOST,1985-06-18
05357063,LOST,1985-06-17
05356962,SETS,2001-09-20
05356962,FOND,1995-03-28
05356962,TMOS,1995-01-04
05356962,SRCH,1994-12-05
05356962,LOST,1994-11-29
05356962,SRCH,1991-02-08
05356962,LOST,1991-02-04
05356962,SRCH,1990-07-27
05356962,LOST,1990-07-25
05354590,C.ADB,2015-10-05
05354590,C.ADB,2015-07-30
05354590,C.ADB,2015-07-29
05354590,SETS,2001-09-20
05354590,TMOS,1998-01-26
05354590,SRCH,1997-12-24
05354590,LOST,1997-12-19
05354590,TMOS,1997-11-24
05354590,SRCH,1997-10-20
05354590,LOST,1997-10-07
05354590,FOND,1997-02-12
05354590,SRCH,1997-01-29
05354590,LOST,1997-01-17
05354590,FOND,1996-03-27
05354590,LOST,1996-03-27
05354590,FOND,1996-03-26
05354590,LOST,1996-03-26
05354590,FOND,1996-03-04
05354590,LOST,1996-03-04
05354590,SRCH,1995-12-05
05354590,LOST,1995-11-21
05354590,FOND,1993-02-03
05354590,TMOS,1992-09-23
05354590,SRCH,1992-08-24
05354590,LOST,1992-08-19
05357920,SETS,2001-09-20
05356663,SETS,2001-09-20
05357892,SETS,2001-09-20
05357892,CTIN,1986-03-12
05357892,DOCK,1986-03-12
05358822,SETS,2001-09-20
05358436,SETS,2001-09-20
05359553,SETS,2001-09-20
05358058,SETS,2001-09-20
05358058,TMOS,1989-01-23
05358058,SRCH,1989-01-23
05358058,LOST,1986-10-09
05358058,TMOS,1986-05-05
05358058,SRCH,1986-02-20
05358058,LOST,1986-02-13
05359842,SETS,2001-09-20
05357969,LFFOUND,2016-08-26
05357969,SETS,2001-09-20
05357969,FOND,1991-07-30
05357969,SRCH,1991-07-29
05357969,LOST,1991-07-19
05357969,TMOS,1991-03-28
05357969,SRCH,1991-02-22
05357969,LOST,1991-02-21
05359381,SETS,2001-09-20
05359872,SETS,2001-09-20
05359153,SETS,2001-09-20
05360039,SETS,2001-09-20
05359563,SETS,2001-09-20
05360363,SETS,2001-09-20
05360464,SETS,2001-09-20
05360113,SETS,2001-09-20
05360559,SETS,2001-09-20
05360559,SRCH,1985-10-09
05360559,LOST,1985-10-09
05358824,SETS,2001-09-20
05357101,SETS,2001-09-20
05361008,SETS,2001-09-20
05356251,SETS,2001-09-20
05356251,TMOS,1986-05-05
05356251,LOST,1986-01-17
05356251,SRCH,1985-10-17
05356251,LOST,1985-10-17
05356824,SETS,2001-09-20
05355959,SETS,2001-09-20
05355986,SETS,2001-09-20
05355462,SETS,2001-09-20
05362199,SETS,2001-09-20
05361636,SETS,2001-09-20
05362984,SETS,2001-09-20
05354009,SETS,2001-09-20
05363024,SETS,2001-09-20
05362223,SETS,2001-09-20
05362450,SETS,2001-09-20
05363480,SETS,2001-09-20
05362712,LFLOST,2002-09-16
05362712,SETS,2001-09-20
05362712,LOST,1997-10-24
05363800,SETS,2001-09-20
05354255,SETS,2001-09-20
05354255,TMOS,1986-05-05
05354255,SRCH,1984-05-23
05354255,LOST,1984-05-23
05363801,SETS,2001-09-20
05364264,SETS,2001-09-20
05364266,SETS,2001-09-20
05364210,SETS,2001-09-20
05363318,SETS,2001-09-20
05365241,SETS,2001-09-20
05353910,SETS,2001-09-20
05364835,SETS,2001-09-20
05365500,SETS,2001-09-20
05366244,SETS,2001-09-20
05363284,SETS,2001-09-20
05365409,SETS,2001-09-20
05365409,TMOS,1987-06-22
05365409,SRCH,1987-05-11
05365409,LOST,1987-05-11
05366741,SETS,2001-09-20
05367176,SETS,2001-09-20
05365940,SETS,2001-09-20
05352861,SETS,2001-09-20
05352861,SRCH,1990-07-27
05352861,LOST,1990-07-25
05367892,SETS,2001-09-20
05368218,SETS,2001-09-20
05368218,TMOS,1997-05-13
05368218,SRCH,1997-05-13
05368218,LOST,1997-03-17
05368218,SRCH,1985-04-04
05368218,LOST,1985-04-02
05368190,SETS,2001-09-20
05367831,SETS,2001-09-20
05368369,SETS,2001-09-20
05368569,SETS,2001-09-20
05368627,SETS,2001-09-20
05367881,SETS,2001-09-20
05352613,SETS,2001-09-20
05368490,SETS,2001-09-20
05368753,SETS,2001-09-20
05368790,SETS,2001-09-20
05350794,SETS,2001-09-20
05368915,SETS,2001-09-20
05349118,SETS,2001-09-20
05346742,SETS,2001-09-20
05346630,SETS,2001-09-20
05368673,SETS,2001-09-20
05368968,SETS,2001-09-20
05369487,SETS,2001-09-20
05369487,FOND,2001-07-13
05369487,TMOS,2001-07-13
05369487,LOST,2000-06-12
05345900,SETS,2001-09-20
05370146,SETS,2001-09-20
05369236,SETS,2001-09-20
05370756,SETS,2001-09-20
05370066,SETS,2001-09-20
05371532,SETS,2001-09-20
05371541,SETS,2001-09-20
05370600,SETS,2001-09-20
05371685,SETS,2001-09-20
05369222,SETS,2001-09-20
05370235,SETS,2001-09-20
05372074,SETS,2001-09-20
05372308,SETS,2001-09-20
05372980,SETS,2001-09-20
05370773,SETS,2001-09-20
05373220,SETS,2001-09-20
05373220,FOND,1994-03-03
05373220,TMOS,1987-10-29
05373220,SRCH,1987-09-28
05373220,LOST,1987-09-23
05373220,TMOS,1986-05-05
05373220,SRCH,1986-03-10
05373220,LOST,1986-03-10
05373220,LOST,1986-02-27
05373220,SRCH,1985-12-23
05373220,LOST,1985-12-16
05373220,SRCH,1985-10-21
05373220,LOST,1985-10-17
05373744,SETS,2001-09-20
05369710,SETS,2001-09-20
05374003,SETS,2001-09-20
05374588,SETS,2001-09-20
05372397,SETS,2001-09-20
05373239,SETS,2001-09-20
05371945,SETS,2001-09-20
05371945,TMOS,1988-05-31
05371945,SRCH,1988-05-02
05371945,LOST,1988-05-02
05375455,SETS,2001-09-20
05365746,SETS,2001-09-20
05368756,SETS,2001-09-20
05368756,TMOS,1986-05-05
05368756,SRCH,1984-10-10
05368756,LOST,1984-10-10
05364532,SETS,2001-09-20
05375065,SETS,2001-09-20
05376159,SETS,2001-09-20
05376335,SETS,2001-09-20
05376341,SETS,2001-09-20
05375919,SETS,2001-09-20
05376586,SETS,2001-09-20
05376188,SETS,2001-09-20
05376188,FOND,1993-05-17
05376188,SRCH,1993-05-14
05376188,LOST,1993-04-29
05376188,SRCH,1987-04-06
05376188,LOST,1987-04-01
05376188,SRCH,1985-01-03
05376781,SETS,2001-09-20
05375107,SETS,2001-09-20
05377124,SETS,2001-09-20
05368735,SETS,2001-09-20
05368168,SETS,2001-09-20
05377014,SETS,2001-09-20
05376920,SETS,2001-09-20
05377177,SETS,2001-09-20
05377661,SETS,2001-09-20
05377810,LFFOUND,2016-08-25
05377810,SETS,2001-09-20
05377810,G03B,1993-04-09
05377810,LOST,1991-01-03
05366955,SETS,2001-09-20
05376919,SETS,2001-09-20
05376919,SRCH,1990-05-21
05376919,LOST,1990-05-10
05378123,LFFOUND,2016-08-29
05378123,SETS,2001-09-20
05378301,SETS,2001-09-20
05375831,SETS,2001-09-20
05378616,SETS,2001-09-20
05378382,SETS,2001-09-20
05364806,SETS,2001-09-20
05362676,SETS,2001-09-20
05362676,LOST,1990-04-13
05362676,SRCH,1990-04-09
05362676,SRCH,1990-02-05
05362676,SRCH,1990-01-10
05362676,LOST,1990-01-05
05364381,SETS,2001-09-20
05363445,SETS,2001-09-20
05362578,SETS,2001-09-20
05362578,SRCH,1987-05-28
05362578,LOST,1987-05-28
05378428,SETS,2001-09-20
05361407,SETS,2001-09-20
05378761,SETS,2001-09-20
05379295,SETS,2001-09-20
05380124,SETS,2001-09-20
05360255,SETS,2001-09-20
05360255,SRCH,2000-12-15
05360255,LOST,2000-12-15
05360255,SRCH,1987-04-06
05360255,LOST,1987-04-01
05380814,SETS,2001-09-20
05380778,SETS,2001-09-20
05380778,TMOS,1989-06-08
05380778,SRCH,1989-05-08
05380778,LOST,1989-04-20
05380778,TMOS,1986-05-13
05380778,SRCH,1986-04-21
05380778,LOST,1986-04-21
05380865,SETS,2001-09-20
05356506,SETS,2001-09-20
05356506,FOND,1992-03-24
05356506,SRCH,1992-02-26
05356506,LOST,1992-02-11
05356506,TMOS,1991-09-27
05356506,SRCH,1991-08-27
05356506,LOST,1991-08-22
05381479,LFFOUND,2016-08-31
05381479,SETS,2001-09-20
05381191,LFFOUND,2016-09-20
05381191,LFFOUND,2007-06-11
05381191,LFLOST,2007-06-07
05381191,SETS,2001-09-20
05357616,SETS,2001-09-20
05382013,SETS,2001-09-20
05382218,SETS,2001-09-20
05381979,SETS,2001-09-20
05382208,SETS,2001-09-20
05382306,SETS,2001-09-20
05382512,SETS,2001-09-20
05382295,SETS,2001-09-20
05383269,SETS,2001-09-20
05380792,SETS,2001-09-20
05383288,SETS,2001-09-20
05381814,SETS,2001-09-20
05381814,PA..,1985-06-20
05381814,PA..,1984-10-25
05382486,SETS,2001-09-20
05381740,SETS,2001-09-20
05383629,SETS,2001-09-20
05381087,SETS,2001-09-20
05384203,SETS,2001-09-20
05384304,SETS,2001-09-20
05384341,SETS,2001-09-20
05384566,SETS,2001-09-20
05384196,SETS,2001-09-20
05384564,SETS,2001-09-20
05385333,SETS,2001-09-20
05378002,SETS,2001-09-20
05378636,SETS,2001-09-20
05384707,SETS,2001-09-20
05376587,SETS,2001-09-20
05385028,SETS,2001-09-20
05385028,TMOS,2000-12-15
05385028,FOND,2000-12-15
05385028,SRCH,2000-11-09
05385028,LOST,2000-11-09
05385028,FOND,1999-06-14
05385028,LOST,1999-06-09
05385028,SRCH,1990-09-12
05385028,SRCH,1990-08-30
05385028,LOST,1990-08-23
05377710,SETS,2001-09-20
05385451,SETS,2001-09-20
05384810,SETS,2001-09-20
05386189,SETS,2001-09-20
05386131,SETS,2001-09-20
05387100,SETS,2001-09-20
05386626,SETS,2001-09-20
05385127,SETS,2001-09-20
05366714,C.ADB,2015-09-21
05366714,C.ADB,2013-10-22
05366714,LFFOUND,2012-11-08
05366714,LFFOUND,2006-01-10
05366714,LFLOST,2005-12-08
05366714,SETS,2001-09-20
05387354,SETS,2001-09-20
05374395,SETS,2001-09-20
05376780,SETS,2001-09-20
05376780,SRCH,1983-09-09
05376780,LOST,1983-09-09
05387443,SETS,2001-09-20
05375220,SETS,2001-09-20
05375220,SRCH,1985-08-05
05375220,LOST,1985-08-05
05385113,SETS,2001-09-20
05387446,SETS,2001-09-20
05375329,SETS,2001-09-20
05373819,SETS,2001-09-20
05388101,SETS,2001-09-20
05388630,LFFOUND,2007-05-08
05388630,LFLOST,2007-03-21
05387956,SETS,2001-09-20
05372838,SETS,2001-09-20
05389289,SETS,2001-09-20
05389572,SETS,2001-09-20
05388761,LFFOUND,2005-05-09
05388761,LFLOST,2002-06-28
05388761,SETS,2001-09-20
05388761,DOCK,1982-01-25
05389745,SETS,2001-09-20
05389637,SETS,2001-09-20
05384886,SETS,2001-09-20
05388180,SETS,2001-09-20
05389806,SETS,2001-09-20
05389823,SETS,2001-09-20
05389823,SRCH,1985-08-14
05390414,SETS,2001-09-20
05390570,SETS,2001-09-20
05390714,SETS,2001-09-20
05390645,SETS,2001-09-20
05387759,SETS,2001-09-20
05387588,SETS,2001-09-20
05385116,SETS,2001-09-20
05386622,SETS,2001-09-20
05386622,TMOS,1987-06-03
05386622,SRCH,1987-04-24
05386622,LOST,1987-04-24
05386622,TMOS,1986-05-20
05386622,SRCH,1984-05-23
05386622,LOST,1984-05-23
05392585,SETS,2001-09-20
05385271,SETS,2001-09-20
05392889,SETS,2001-09-20
05384640,SETS,2001-09-20
05382986,SETS,2001-09-20
05383469,SETS,2001-09-20
05384494,SETS,2001-09-20
05392156,SETS,2001-09-20
05383952,SETS,2001-09-20
05383485,SETS,2001-09-20
05383485,C.AD,1992-03-27
05383677,SETS,2001-09-20
05383677,SRCH,1986-10-24
05383677,LOST,1986-10-17
05389903,SETS,2001-09-20
05383475,SETS,2001-09-20
05382963,SETS,2001-09-20
05392569,SETS,2001-09-20
05391058,SETS,2001-09-20
05390856,SETS,2001-09-20
05390122,SETS,2001-09-20
05390111,SETS,2001-09-20
05390551,SETS,2001-09-20
05389733,SETS,2001-09-20
05389733,TMOS,1986-04-23
05389733,SRCH,1985-06-14
05389733,LOST,1985-06-14
05389870,SETS,2001-09-20
05391717,SETS,2001-09-20
05391717,FOND,1992-10-23
05391717,TMOS,1992-01-15
05391717,SRCH,1991-12-10
05391717,LOST,1991-12-02
05391717,TMOS,1991-08-22
05391717,SRCH,1991-07-26
05391717,LOST,1991-07-19
05391717,LOST,1990-01-08
05391717,TMOS,1988-09-13
05391717,SRCH,1988-08-18
05390715,LFFOUND,2003-06-10
05390715,LFLOST,2002-10-16
05390715,SETS,2001-09-20
05390715,TMOS,2000-08-17
05390715,FOND,2000-08-17
05390715,SRCH,2000-08-04
05390715,LOST,2000-08-04
05390715,TMOS,2000-07-20
05390715,FOND,2000-07-20
05390715,SRCH,2000-07-14
05390715,TMOS,2000-07-14
05390715,SRCH,2000-06-27
05390715,TMOS,2000-02-10
05390715,SRCH,2000-02-08
05390715,LOST,2000-01-14
05390715,SRCH,2000-01-13
05390715,LOST,1999-12-28
05390715,TMOS,1999-12-08
05390715,SRCH,1999-11-08
05390715,LOST,1999-11-01
05390715,TMOS,1999-02-22
05390715,SRCH,1999-01-21
05390715,LOST,1999-01-12
05390715,TMOS,1998-05-26
05390715,SRCH,1998-04-27
05390715,LOST,1998-04-13
05390715,LOST,1997-11-20
05390715,LOST,1997-10-27
05390715,PC/I,1990-09-10
05391963,SETS,2001-09-20
05391963,FOND,1992-01-13
05391963,SRCH,1991-12-30
05391963,TMOS,1991-06-06
05391963,SRCH,1991-05-02
05391963,LOST,1991-04-29
05393192,SETS,2001-09-20
05393118,SETS,2001-09-20
05394208,SETS,2001-09-20
05393509,SETS,2001-09-20
05393509,TMOS,1987-02-17
05393509,SRCH,1987-01-20
05393509,LOST,1987-01-16
05393321,SETS,2001-09-20
05394801,SETS,2001-09-20
05394144,SETS,2001-09-20
05395214,SETS,2001-09-20
05392961,SETS,2001-09-20
05395662,SETS,2001-09-20
05396337,SETS,2001-09-20
05396537,SETS,2001-09-20
05396793,SETS,2001-09-20
05396820,SETS,2001-09-20
05397248,SETS,2001-09-20
05397306,SETS,2001-09-20
05397555,SETS,2001-09-20
05397946,SETS,2001-09-20
05395530,SETS,2001-09-20
05397432,SETS,2001-09-20
05397432,DISQ,1988-06-13
05397940,SETS,2001-09-20
05397940,TMOS,1986-04-23
05397940,SRCH,1984-05-23
05397940,LOST,1984-05-23
05397940,SRCH,1984-05-22
05397940,LOST,1984-05-22
05398732,SETS,2001-09-20
05396976,SETS,2001-09-20
05396976,DISQ,1989-03-18
05399036,SETS,2001-09-20
05398831,SETS,2001-09-20
05399204,SETS,2001-09-20
05399238,SETS,2001-09-20
05397258,SETS,2001-09-20
05398793,SETS,2001-09-20
05398793,TMOS,2001-03-27
05398793,SRCH,2001-03-05
05398793,TMOS,1997-09-08
05398793,SRCH,1997-07-31
05398793,LFLOST,1997-07-25
05395746,SETS,2001-09-20
05399008,SETS,2001-09-20
05399008,FOND,1997-12-08
05399008,TMOS,1995-10-20
05399008,SRCH,1995-09-20
05399008,LOST,1995-09-20
05399008,LOST,1995-09-07
05398955,SETS,2001-09-20
05398955,DOCK,1996-01-24
05398955,DOCK,1992-05-15
05399817,SETS,2001-09-20
05399077,SETS,2001-09-20
05400145,SETS,2001-09-20
05400243,SETS,2001-09-20
05400484,SETS,2001-09-20
05400994,SETS,2001-09-20
05401062,SETS,2001-09-20
05399589,SETS,2001-09-20
05398348,SETS,2001-09-20
05396630,SETS,2001-09-20
05395346,SETS,2001-09-20
05399853,SETS,2001-09-20
05400707,SETS,2001-09-20
05401812,SETS,2001-09-20
05398610,SETS,2001-09-20
05398610,FOND,2001-06-11
05398610,TMOS,2001-06-11
05398610,TMOS,1989-03-20
05398610,SRCH,1989-03-01
05398610,LOST,1989-02-22
05398610,TMOS,1986-12-05
05398610,SRCH,1986-10-24
05398610,LOST,1986-10-21
05402733,SETS,2001-09-20
05402928,SETS,2001-09-20
05402928,TMOS,1989-02-06
05402928,SRCH,1989-01-17
05402928,LOST,1989-01-10
05403317,SETS,2001-09-20
05403317,TMOS,1986-05-05
05403317,SRCH,1985-03-29
05403317,LOST,1985-03-29
05403896,SETS,2001-09-20
05402550,SETS,2001-09-20
05403899,SETS,2001-09-20
05396008,SETS,2001-09-20
05396008,DOCK,1999-06-23
05396008,DOCK,1991-12-31
05404054,SETS,2001-09-20
05403901,SETS,2001-09-20
05394138,SETS,2001-09-20
05394138,SRCH,1985-05-07
05394138,LOST,1985-05-07
05404604,SETS,2001-09-20
05404856,SETS,2001-09-20
05405119,SETS,2001-09-20
05405111,SETS,2001-09-20
05404272,SETS,2001-09-20
05405138,SETS,2001-09-20
05404665,SETS,2001-09-20
05403059,SETS,2001-09-20
05403059,G038,1993-04-29
05405503,SETS,2001-09-20
05402693,SETS,2001-09-20
05405690,LFLOST,2004-03-17
05405690,SETS,2001-09-20
05406134,SETS,2001-09-20
05406254,SETS,2001-09-20
05407128,SETS,2001-09-20
05406832,SETS,2001-09-20
05406832,FOND,1994-02-04
05406832,SRCH,1994-01-06
05406832,LOST,1994-01-03
05404921,SETS,2001-09-20
05406821,LFLOST,2002-10-30
05406821,SETS,2001-09-20
05407649,SETS,2001-09-20
05407555,SETS,2001-09-20
05406349,LFLOST,2002-02-22
05406349,SETS,2001-09-20
05406349,TMOS,2000-07-13
05406349,FOND,2000-07-13
05406349,LOST,2000-06-22
05406349,FOND,1997-12-23
05406349,TMOS,1997-12-18
05406349,SRCH,1997-11-17
05406349,LOST,1997-11-03
05406349,FOND,1996-03-25
05406349,TMOS,1996-02-21
05406349,SRCH,1996-01-19
05406349,LOST,1996-01-02
05406349,LOST,1995-12-13
05407776,SETS,2001-09-20
05406898,SETS,2001-09-20
05406898,FOND,2000-04-28
05406898,SRCH,2000-04-21
05406898,FOND,2000-03-23
05406898,LOST,2000-03-21
05406898,TMOS,2000-02-11
05406898,SRCH,2000-01-13
05406898,LOST,2000-01-05
05406898,TMOS,1999-12-07
05406898,SRCH,1999-11-08
05406898,LOST,1999-11-03
05406898,TMOS,1999-09-08
05406898,SRCH,1999-08-19
05406898,LOST,1999-08-10
05406898,FOND,1994-02-01
05406898,TMOS,1993-10-08
05406898,SRCH,1993-09-09
05406898,LOST,1993-09-07
05407700,SETS,2001-09-20
05394094,SETS,2001-09-20
05399365,C.AD,2020-03-18
05399365,LFFOUND,2009-11-03
05399365,DOCK,1999-04-06
05399365,FOND,1994-01-31
05399365,SRCH,1994-01-06
05399365,SRCH,1994-01-06
05399365,LOST,1993-12-21
05399365,MABN3,1993-04-29
05399365,ABN3,1993-04-29
05399365,APLW,1993-04-22
05399365,APOH,1993-03-25
05399365,MAPNR,1993-02-24
05399365,APNR,1993-02-24
05399365,AP/A,1993-01-29
05399365,MAPE2,1993-01-26
05399365,APE2,1993-01-19
05399365,AP/A,1992-11-02
05399365,MAPEA,1992-09-02
05399365,APEA,1992-08-21
05399365,FWDX,1992-08-14
05399365,AP.B,1992-06-10
05399365,MCTAV,1992-06-15
05399365,CTAV,1992-06-15
05399365,LET.,1992-05-28
05399365,AP/A,1992-05-18
05399365,MCTAV,1992-04-29
05399365,CTAV,1992-04-28
05399365,AP/A,1992-04-13
05399365,N/AP,1992-04-13
05399365,XT/G,1992-04-13
05399365,AF/D,1992-04-13
05399365,FWDX,1992-04-15
05399365,SA..,1992-04-13
05399365,MCTAV,1992-01-17
05399365,CTAV,1992-01-15
05399365,FWDX,1992-01-15
05399365,A.NQ,1992-01-09
05399365,AF/D,1992-01-09
05399365,FWDX,1992-01-10
05399365,A...,1992-01-09
05399365,MCTNF,1991-10-10
05399365,CTNF,1991-10-09
05399365,FWDX,1991-09-17
05399365,A...,1991-09-03
05399365,EXIN,1991-08-22
05399365,MCTNF,1991-08-06
05399365,CTNF,1991-07-25
05399365,WACT,1991-07-25
05399365,FWDX,1991-07-16
05399365,W/N=,1991-07-16
05399365,MN/=.,1991-05-21
05399365,N/=.,1991-05-21
05399365,FWDX,1991-05-03
05399365,SA..,1991-04-22
05399365,DISQ,1991-04-30
05399365,FWDX,1991-02-12
