application_number,event_code,recorded_date
05084318,LOST,1985-04-10
05084318,SRCH,1985-04-10
05072156,SETS,2001-09-19
05086033,SETS,2001-09-19
05086547,SETS,2001-09-19
05086532,SETS,2001-09-19
05086532,SRCH,2001-03-15
05086532,LOST,2001-03-15
05086532,N423,1994-01-27
05070709,SETS,2001-09-19
05069477,SETS,2001-09-19
05069081,SETS,2001-09-19
05069081,SRCH,1988-08-24
05069081,SRCH,1988-08-19
05069081,LOST,1988-08-17
05085722,SETS,2001-09-19
05085722,TMOS,1995-05-18
05085722,SRCH,1995-04-19
05085722,LOST,1995-04-13
05085722,TMOS,1994-10-27
05085722,SRCH,1994-09-29
05085722,LOST,1994-09-06
05085722,SRCH,1985-07-22
05085722,SRCH,1985-07-16
05085722,LOST,1985-07-11
05086647,LFLOST,2006-06-14
05086647,SETS,2001-09-19
05086647,TMOS,1996-08-29
05086647,SRCH,1996-07-31
05086647,LOST,1996-07-29
05086647,TMOS,1996-03-13
05086647,SRCH,1996-02-13
05086647,LOST,1996-02-06
05086231,SETS,2001-09-19
05088596,SETS,2001-09-19
05088909,SETS,2001-09-19
05088474,SETS,2001-09-19
05089245,LFFOUND,2016-08-25
05089245,SETS,2001-09-19
05089579,SETS,2001-09-19
05090154,SETS,2001-09-19
05090608,SETS,2001-09-19
05066973,SETS,2001-09-19
05090682,SETS,2001-09-19
05089717,SETS,2001-09-19
05087524,SETS,2001-09-19
05087524,N570,1990-02-01
05087524,PA..,1990-01-09
05087524,N572,1989-03-21
05087524,PA..,1989-03-21
05091781,SETS,2001-09-19
05088185,SETS,2001-09-19
05089583,LFFOUND,2016-08-23
05089583,SETS,2001-09-19
05089583,FOND,1993-11-15
05089583,TMOS,1986-05-05
05089583,SRCH,1985-07-22
05089583,LOST,1984-06-21
05063227,SETS,2001-09-19
05064221,SETS,2001-09-19
05093271,LFFOUND,2016-08-24
05093271,SETS,2001-09-19
05066920,SETS,2001-09-19
05091846,SETS,2001-09-19
05065911,SETS,2001-09-19
05093293,SETS,2001-09-19
05063657,SETS,2001-09-19
05093646,SETS,2001-09-19
05062934,SETS,2001-09-19
05061582,SETS,2001-09-19
05093778,SETS,2001-09-19
05063068,SETS,2001-09-19
05092031,SETS,2001-09-19
05094156,SETS,2001-09-19
05095002,SETS,2001-09-19
05095002,FOND,1993-04-12
05095002,SRCH,1993-04-12
05095002,LOST,1993-03-24
05095408,SETS,2001-09-19
05062691,SETS,2001-09-19
05095026,SETS,2001-09-19
05094650,SETS,2001-09-19
05093676,SETS,2001-09-19
05096744,SETS,2001-09-19
05096744,SRCH,1985-03-14
05097251,SETS,2001-09-19
05098573,SETS,2001-09-19
05098776,SETS,2001-09-19
05098776,SRCH,1985-04-11
05097165,SETS,2001-09-19
05099087,SETS,2001-09-19
05098173,SETS,2001-09-19
05099528,SETS,2001-09-19
05097246,SETS,2001-09-19
05098955,SETS,2001-09-19
05098955,DOCK,1977-11-28
05098955,SRCH,1986-12-03
05098955,LOST,1986-12-01
05098955,MCTNF,1977-11-28
05098955,CTNF,1977-11-28
05098955,MN/=.,1980-02-27
05098955,N/=.,1980-02-27
05098955,DOCK,1980-02-27
05098955,OIPE,1980-02-27
05093435,SETS,2001-09-19
05100335,SETS,2001-09-19
05098251,SETS,2001-09-19
05099078,SETS,2001-09-19
05101123,SETS,2001-09-19
05100825,SETS,2001-09-19
05100378,SETS,2001-09-19
05100378,TMOS,1987-08-24
05100378,SRCH,1987-07-31
05100378,LOST,1987-07-31
05100378,LOST,1987-06-17
05100378,TMOS,1986-04-24
05100378,SRCH,1984-05-22
05100378,LOST,1984-05-22
05099653,SETS,2001-09-19
05101776,SETS,2001-09-19
05101823,SETS,2001-09-19
05101841,SETS,2001-09-19
05092361,SETS,2001-09-19
05101952,SETS,2001-09-19
05102059,SETS,2001-09-19
05092170,SETS,2001-09-19
05091197,SETS,2001-09-19
05103518,SETS,2001-09-19
05090652,SETS,2001-09-19
05105161,SETS,2001-09-19
05103543,SETS,2001-09-19
05106381,SETS,2001-09-19
05087091,SETS,2001-09-19
05106896,SETS,2001-09-19
05104676,SETS,2001-09-19
05086926,SETS,2001-09-19
05104667,SETS,2001-09-19
05104667,SRCH,1988-11-23
05104667,LOST,1988-11-07
05104667,TMOS,1987-10-19
05104667,SRCH,1987-09-14
05104667,LOST,1987-09-14
05104667,TMOS,1987-01-05
05104667,SRCH,1986-11-03
05104667,LOST,1986-10-24
05104667,TMOS,1986-05-05
05104667,SRCH,1986-05-05
05104667,LOST,1985-08-02
05104667,SRCH,1985-04-02
05104667,LOST,1984-08-09
05084788,SETS,2001-09-19
05108198,SETS,2001-09-19
05108225,SETS,2001-09-19
05108933,SETS,2001-09-19
05108881,SETS,2001-09-19
05082806,SETS,2001-09-19
05082806,SRCH,1986-04-22
05082806,SRCH,1986-03-10
05082806,LOST,1986-03-10
05106972,SETS,2001-09-19
05083398,SETS,2001-09-19
05109925,SETS,2001-09-19
05107436,SETS,2001-09-19
05107436,FOND,1998-02-12
05107436,TMOS,1997-05-07
05107436,SRCH,1997-05-07
05107436,LOST,1997-03-20
05107436,LOST,1997-03-04
05107436,FOND,1994-08-08
05107436,LOST,1994-08-04
05109645,SETS,2001-09-19
05110446,SETS,2001-09-19
05080719,SETS,2001-09-19
05112163,SETS,2001-09-19
05079754,SETS,2001-09-19
05110775,SETS,2001-09-19
05081075,SETS,2001-09-19
05111193,SETS,2001-09-19
05111193,FOND,1994-11-30
05111193,SRCH,1994-11-28
05111193,LOST,1994-11-21
05111193,SRCH,1991-02-22
05111193,LOST,1991-02-12
05111193,SRCH,1990-12-03
05111193,LOST,1990-11-08
05112362,SETS,2001-09-19
05112620,SETS,2001-09-19
05080531,SETS,2001-09-19
05113088,SETS,2001-09-19
05112797,SETS,2001-09-19
05112762,SETS,2001-09-19
05112780,SETS,2001-09-19
05114061,SETS,2001-09-19
05112393,SETS,2001-09-19
05112393,N084,1979-10-01
05112393,MN/=.,1979-09-19
05112393,N/=.,1979-09-19
05114183,SETS,2001-09-19
05113482,SETS,2001-09-19
05112628,LFFOUND,2016-08-24
05112628,LFFOUND,2009-02-04
05112628,SETS,2001-09-19
05113218,SETS,2001-09-19
05115888,SETS,2001-09-19
05112446,SETS,2001-09-19
05112446,TMOS,1986-09-11
05112446,SRCH,1986-08-22
05112446,LOST,1986-08-22
05114485,SETS,2001-09-19
05116593,SETS,2001-09-19
05116985,SETS,2001-09-19
05114249,SETS,2001-09-19
05114249,FOND,1994-04-04
05114249,TMOS,1994-04-01
05114249,SRCH,1994-03-01
05114249,LOST,1994-02-16
05118881,SETS,2001-09-19
05117265,SETS,2001-09-19
05117265,SRCH,1984-12-10
05117265,LOST,1984-12-10
05117265,SRCH,1984-11-29
05117265,LOST,1984-11-29
05109697,SETS,2001-09-19
05118957,SETS,2001-09-19
05119750,SETS,2001-09-19
05119967,SETS,2001-09-19
05118923,SETS,2001-09-19
05120365,SETS,2001-09-19
05110428,SETS,2001-09-19
05107656,SETS,2001-09-19
05119806,SETS,2001-09-19
05119806,LOST,1985-06-04
05119806,SRCH,1985-04-19
05119806,LOST,1985-04-19
05115760,SETS,2001-09-19
05105969,SETS,2001-09-19
05106194,SETS,2001-09-19
05106194,N570,1990-11-15
05106194,PA..,1990-11-15
05106194,DOCK,1990-11-15
05120520,SETS,2001-09-19
05108842,SETS,2001-09-19
05121842,SETS,2001-09-19
05118491,SETS,2001-09-19
05122079,SETS,2001-09-19
05120986,SETS,2001-09-19
05108118,SETS,2001-09-19
05106657,SETS,2001-09-19
05107536,SETS,2001-09-19
05105175,SETS,2001-09-19
05123834,SETS,2001-09-19
05124893,SETS,2001-09-19
05125116,SETS,2001-09-19
05125123,SETS,2001-09-19
05122149,SETS,2001-09-19
05125476,SETS,2001-09-19
05125956,SETS,2001-09-19
05120659,SETS,2001-09-19
05123282,SETS,2001-09-19
05123708,SETS,2001-09-19
05126323,SETS,2001-09-19
05126323,SRCH,1984-05-23
05126323,LOST,1984-05-23
05106013,SETS,2001-09-19
05126925,SETS,2001-09-19
05104289,SETS,2001-09-19
05126966,SETS,2001-09-19
05126966,FOND,1995-12-20
05126966,SRCH,1995-12-11
05126966,LOST,1995-12-05
05104741,SETS,2001-09-19
05103713,LFFOUND,2013-03-01
05103713,SETS,2001-09-19
05128874,SETS,2001-09-19
05128874,TMOS,1996-03-01
05128874,SRCH,1996-02-01
05128874,LOST,1996-01-17
05101552,SETS,2001-09-19
05102854,SETS,2001-09-19
05102671,SETS,2001-09-19
05100881,SETS,2001-09-19
05129414,SETS,2001-09-19
05129410,SETS,2001-09-19
05129410,SRCH,1985-07-08
05129410,LOST,1985-07-08
05129659,SETS,2001-09-19
05129915,SETS,2001-09-19
05129415,SETS,2001-09-19
05100307,SETS,2001-09-19
05131426,SETS,2001-09-19
05131824,SETS,2001-09-19
05131763,SETS,2001-09-19
05133198,SETS,2001-09-19
05132580,SETS,2001-09-19
05099716,SETS,2001-09-19
05125162,SETS,2001-09-19
05132965,SETS,2001-09-19
05133081,SETS,2001-09-19
05133081,TMOS,1986-12-10
05133081,SRCH,1986-12-10
05133081,SRCH,1986-09-04
05133081,LOST,1986-08-18
05133081,TMOS,1986-05-05
05133081,SRCH,1985-07-17
05133081,SRCH,1985-06-21
05133081,LOST,1985-06-21
05099002,SETS,2001-09-19
05131333,SETS,2001-09-19
05130995,SETS,2001-09-19
05134868,SETS,2001-09-19
05135753,SETS,2001-09-19
05136530,SETS,2001-09-19
05133655,SETS,2001-09-19
05132808,SETS,2001-09-19
05137126,SETS,2001-09-19
05133501,SETS,2001-09-19
05137238,SETS,2001-09-19
05138288,SETS,2001-09-19
05133437,SETS,2001-09-19
05133437,LOST,2001-09-11
05133437,SRCH,2001-09-11
05133437,DOCK,1986-11-24
05133437,SRCH,1985-09-10
05133437,LOST,1985-09-06
05138278,SETS,2001-09-19
05138501,SETS,2001-09-19
05132955,SETS,2001-09-19
05138575,SETS,2001-09-19
05139362,SETS,2001-09-19
05138815,SETS,2001-09-19
05138815,TMOS,1986-05-05
05138815,SRCH,1985-03-29
05138815,LOST,1985-03-29
05131629,SETS,2001-09-19
05139080,SETS,2001-09-19
05137556,SETS,2001-09-19
05140303,SETS,2001-09-19
05129534,SETS,2001-09-19
05128704,SETS,2001-09-19
05139887,SETS,2001-09-19
05139887,FOND,1993-02-01
05139887,SRCH,1993-01-12
05139887,LOST,1992-12-11
05129164,SETS,2001-09-19
05140905,SETS,2001-09-19
05141664,SETS,2001-09-19
05127760,SETS,2001-09-19
05126296,SETS,2001-09-19
05142402,LFFOUND,2016-08-30
05142402,SETS,2001-09-19
05141946,SETS,2001-09-19
05143567,SETS,2001-09-19
05142079,SETS,2001-09-19
05144296,SETS,2001-09-19
05143048,SETS,2001-09-19
05143609,SETS,2001-09-19
05143609,SRCH,1985-01-03
05143609,SRCH,1984-12-31
05142007,SETS,2001-09-19
05142007,N084,1979-08-15
05142007,MN/=.,1979-07-19
05142007,N/=.,1979-07-19
05126813,SETS,2001-09-19
05142029,SETS,2001-09-19
05145816,SETS,2001-09-19
05145374,SETS,2001-09-19
05145374,TMOS,1990-11-13
05145374,SRCH,1990-10-15
05145374,LOST,1990-10-11
05144882,SETS,2001-09-19
05145344,SETS,2001-09-19
05144883,SETS,2001-09-19
05144883,LOST,1985-03-26
05144883,SRCH,1985-03-21
05143668,LFFOUND,2009-02-04
05143668,LFFOUND,2009-01-21
05143668,LFFOUND,2005-04-07
05143668,LFLOST,2003-06-02
05143668,SETS,2001-09-19
05143668,FOND,1992-09-14
05143668,SRCH,1992-09-08
05143668,LOST,1992-09-01
05143668,SRCH,1990-02-28
05143668,LOST,1990-02-20
05143668,SRCH,1987-07-31
05143668,LOST,1987-07-31
05148051,SETS,2001-09-19
05148129,SETS,2001-09-19
05146461,LFFOUND,2016-11-22
05146461,LFFOUND,2008-09-24
05146461,SETS,2001-09-19
05147824,SETS,2001-09-19
05146667,SETS,2001-09-19
05147569,SETS,2001-09-19
05148895,SETS,2001-09-19
05124794,SETS,2001-09-19
05126276,SETS,2001-09-19
05146050,SETS,2001-09-19
05150778,SETS,2001-09-19
05149017,SETS,2001-09-19
05149017,SRCH,1984-08-15
05149017,LOST,1984-08-15
05146181,SETS,2001-09-19
05116671,SETS,2001-09-19
05121576,SETS,2001-09-19
05148558,SETS,2001-09-19
05148558,SRCH,1985-09-23
05148558,LOST,1985-09-13
05151955,SETS,2001-09-19
05114712,SETS,2001-09-19
05151373,SETS,2001-09-19
05117892,SETS,2001-09-19
05115546,SETS,2001-09-19
05115824,SETS,2001-09-19
05114737,SETS,2001-09-19
05148514,SETS,2001-09-19
05144902,SETS,2001-09-19
05140900,SETS,2001-09-19
05141895,SETS,2001-09-19
05138625,SETS,2001-09-19
05138625,SRCH,1987-01-20
05138625,LOST,1987-01-14
05138625,SRCH,1983-11-23
05138625,LOST,1983-11-23
05139215,SETS,2001-09-19
05139725,SETS,2001-09-19
05137827,SETS,2001-09-19
05138425,SETS,2001-09-19
05138425,TMOS,1991-06-10
05138425,SRCH,1991-05-10
05138425,LOST,1991-05-02
05134960,SETS,2001-09-19
05134960,LOST,1988-01-13
05139811,SETS,2001-09-19
05152103,SETS,2001-09-19
05152758,SETS,2001-09-19
05152758,SRCH,1986-04-22
05152758,LOST,1985-12-03
05152758,SRCH,1985-11-29
05152758,LOST,1985-11-14
05153601,SETS,2001-09-19
05153601,TMOS,1998-08-03
05153601,SRCH,1998-07-24
05153601,LOST,1998-07-09
05156555,SETS,2001-09-19
05155469,LFFOUND,2004-02-27
05155469,LFLOST,2004-02-26
05155469,SETS,2001-09-19
05155469,LOST,2001-09-11
05155469,SRCH,2001-09-11
05155469,LOST,1983-05-18
05152772,SETS,2001-09-19
05153437,SETS,2001-09-19
05157502,SETS,2001-09-19
05152615,SETS,2001-09-19
05156738,SETS,2001-09-19
05156738,FOND,1994-07-19
05156738,SRCH,1994-07-19
05156738,LOST,1994-07-19
05156764,SETS,2001-09-19
05155533,SETS,2001-09-19
05152587,SETS,2001-09-19
05157942,SETS,2001-09-19
05157648,SETS,2001-09-19
05157194,SETS,2001-09-19
05156853,SETS,2001-09-19
05157573,SETS,2001-09-19
05157573,FOND,1999-06-25
05157573,SRCH,1999-06-07
05157573,LOST,1999-05-12
05158188,SETS,2001-09-19
05156830,SETS,2001-09-19
05154455,SETS,2001-09-19
05157574,LFFOUND,2016-11-21
05157574,SETS,2001-09-19
05157574,FOND,1992-04-21
05157574,SRCH,1992-04-16
05157574,LOST,1992-04-09
05158090,SETS,2001-09-19
05158090,SRCH,1985-07-01
05159065,SETS,2001-09-19
05158742,SETS,2001-09-19
05158742,DOCK,1983-06-16
05159473,LFFOUND,2009-02-10
05159473,SETS,2001-09-19
05159411,SETS,2001-09-19
05159411,N084,1978-05-25
05159443,SETS,2001-09-19
05161865,SETS,2001-09-19
05160879,SETS,2001-09-19
05159229,SETS,2001-09-19
05159229,PA..,1988-03-14
05160007,SETS,2001-09-19
05160007,SRCH,1989-06-19
05160007,LOST,1989-06-19
05158480,SETS,2001-09-19
05154322,SETS,2001-09-19
05165042,SETS,2001-09-19
05164415,SETS,2001-09-19
05165611,SETS,2001-09-19
05164255,SETS,2001-09-19
05164255,PA..,1988-03-14
05165702,SETS,2001-09-19
05165098,SETS,2001-09-19
05165763,SETS,2001-09-19
05165913,SETS,2001-09-19
05165445,LFLOST,2003-03-20
05165445,LFLOST,2003-03-13
05165445,LFFOUND,2002-04-23
05165445,TMOS,2001-10-26
05165445,SRCH,2001-10-09
05165445,SETS,2001-09-19
05165445,TMOS,2001-08-24
05165445,SRCH,2001-07-26
05165445,TMOS,2001-05-10
05165445,SRCH,2001-04-10
05165445,TMOS,2001-04-02
05165445,SRCH,2001-03-05
05165445,TMOS,2001-02-28
05165445,SRCH,2001-01-23
05165445,TMOS,2001-01-23
05165445,SRCH,2000-11-01
05165445,LFLOST,2000-11-01
05165445,FOND,1992-12-31
05165445,TMOS,1992-05-11
05165445,SRCH,1992-05-08
05165445,SRCH,1992-04-03
05165445,SRCH,1992-04-03
05165445,SRCH,1992-04-03
05165445,LOST,1992-03-25
05167030,SETS,2001-09-19
05169101,SETS,2001-09-19
05168445,SETS,2001-09-19
05167982,SETS,2001-09-19
05169224,SETS,2001-09-19
05169517,SETS,2001-09-19
05169398,SETS,2001-09-19
05170052,SETS,2001-09-19
05169975,SETS,2001-09-19
05158438,SETS,2001-09-19
05158572,SETS,2001-09-19
05166950,SETS,2001-09-19
05171920,SETS,2001-09-19
05171920,SRCH,1986-04-22
05171920,SRCH,1986-02-19
05171920,LOST,1986-02-06
05172511,SETS,2001-09-19
05170385,LFFOUND,2003-12-30
05170385,LFLOST,2003-08-27
05170385,SETS,2001-09-19
05170385,LOST,1990-06-01
05170385,SRCH,1983-06-28
05170385,LOST,1983-06-22
05170385,SRCH,1983-05-04
05170385,LOST,1983-04-29
05172869,SETS,2001-09-19
05158312,SETS,2001-09-19
05171328,SETS,2001-09-19
05172223,SETS,2001-09-19
05169941,SETS,2001-09-19
05169941,PA..,1988-03-14
05163203,SRCH,2001-11-08
05163203,SETS,2001-09-19
05163203,TMOS,2001-08-23
05163203,SRCH,2001-07-30
05163203,TMOS,2001-05-23
05163203,SRCH,2001-04-09
05163203,TMOS,2001-01-19
05163203,SRCH,2000-12-20
05163203,TMOS,2000-12-20
05163203,SRCH,2000-11-20
05163203,LFLOST,2000-11-20
05163203,TMOS,2000-09-19
05163203,FOND,2000-09-19
05163203,SRCH,2000-06-23
05163203,TMOS,2000-05-19
05163203,SRCH,2000-05-18
05163203,TMOS,2000-05-17
05163203,LOST,2000-04-26
05163203,SRCH,2000-04-21
05163203,LOST,2000-03-14
05163203,LOST,2000-03-10
05163203,TMOS,2000-03-08
05163203,SRCH,2000-02-08
05163203,LOST,2000-01-12
05163203,LOST,2000-01-06
05163203,FOND,1998-09-30
05163203,TMOS,1998-09-22
05163203,SRCH,1998-09-21
05163203,LOST,1998-09-10
05163203,SRCH,1998-08-25
05163203,LOST,1998-08-06
05163203,MPTGR,1995-09-29
05163203,PET.,1995-06-27
05173267,SETS,2001-09-19
05172947,SETS,2001-09-19
05170740,SETS,2001-09-19
05171270,SETS,2001-09-19
05171270,PA..,1988-03-14
05173475,SETS,2001-09-19
05169977,SETS,2001-09-19
05169977,SRCH,1985-10-01
05169977,LOST,1985-10-01
05173803,SETS,2001-09-19
05167790,SETS,2001-09-19
05173671,SETS,2001-09-19
05174100,SETS,2001-09-19
05173945,SETS,2001-09-19
05173774,SETS,2001-09-19
05164249,SETS,2001-09-19
05163200,SETS,2001-09-19
05163200,SRCH,1985-03-15
05175059,SETS,2001-09-19
05162022,SETS,2001-09-19
05162022,DOCK,1981-09-02
05158303,SETS,2001-09-19
05174197,SETS,2001-09-19
05175600,SETS,2001-09-19
05158446,SETS,2001-09-19
05175678,SETS,2001-09-19
05175678,SRCH,1989-11-27
05175678,LOST,1989-11-09
05176230,SETS,2001-09-19
05175534,SETS,2001-09-19
05176837,SETS,2001-09-19
05177220,SETS,2001-09-19
05176175,SETS,2001-09-19
05176967,SETS,2001-09-19
05176967,TMOS,1987-05-12
05176967,SRCH,1987-04-09
05176967,LOST,1987-04-09
05176967,TMOS,1986-05-05
05176967,SRCH,1985-10-24
05176967,LOST,1985-10-24
05176966,SETS,2001-09-19
05176966,TMOS,1987-05-12
05176966,SRCH,1987-04-09
05176966,LOST,1987-04-09
05176966,TMOS,1986-05-05
05176966,SRCH,1983-07-25
05176966,LOST,1983-07-25
05177793,SETS,2001-09-19
05177430,SETS,2001-09-19
05176317,SETS,2001-09-19
05176317,TMOS,1988-06-28
05176317,SRCH,1988-05-31
05176317,LOST,1988-05-23
05176317,TMOS,1987-07-21
05176317,SRCH,1987-06-29
05176317,LOST,1987-06-29
05176317,TMOS,1987-03-06
05176317,SRCH,1987-02-17
05176317,LOST,1987-02-06
05176317,TMOS,1986-05-05
05176317,SRCH,1984-05-23
05176317,SRCH,1984-05-22
05176317,LOST,1984-05-22
05178804,SETS,2001-09-19
05180063,SETS,2001-09-19
05178931,SETS,2001-09-19
05178931,DOCK,1999-09-23
05178931,PA..,1988-03-14
05178931,DOCK,1988-06-10
05180761,SETS,2001-09-19
05179567,SETS,2001-09-19
05181304,SETS,2001-09-19
05181416,SETS,2001-09-19
05182542,SETS,2001-09-19
05178936,SETS,2001-09-19
05182501,LFFOUND,2016-08-26
05182501,SETS,2001-09-19
05184044,SETS,2001-09-19
05182893,SETS,2001-09-19
05183622,SETS,2001-09-19
05181525,SETS,2001-09-19
05184191,SETS,2001-09-19
05173137,SETS,2001-09-19
05183275,SETS,2001-09-19
05185939,SETS,2001-09-19
05187151,SETS,2001-09-19
05187300,SETS,2001-09-19
05187628,LFFOUND,2011-06-01
05187628,SETS,2001-09-19
05186023,SETS,2001-09-19
05187746,SETS,2001-09-19
05187689,SETS,2001-09-19
05187689,TMOS,1998-09-24
05187689,SRCH,1998-08-25
05187689,LOST,1998-08-13
05186415,SETS,2001-09-19
05173851,SETS,2001-09-19
05173851,TMOS,1986-05-05
05173851,SRCH,1984-05-23
05171934,SETS,2001-09-19
05189462,SETS,2001-09-19
05188503,SETS,2001-09-19
05173754,SETS,2001-09-19
05189746,SETS,2001-09-19
05190483,SETS,2001-09-19
05190358,LFFOUND,2016-08-25
05190358,SETS,2001-09-19
05185157,SETS,2001-09-19
05189997,SETS,2001-09-19
05189670,SETS,2001-09-19
05192590,SETS,2001-09-19
05172946,SETS,2001-09-19
05191725,SETS,2001-09-19
05193590,SETS,2001-09-19
05193590,LOST,1990-09-05
05193702,LFFOUND,2016-08-25
05193702,LFFOUND,2004-03-01
05193702,LFLOST,2002-02-22
05193702,SETS,2001-09-19
05193702,TMOS,1998-08-03
05193702,SRCH,1998-07-08
05193702,LOST,1998-07-01
05193702,LOST,1988-08-17
05193702,SRCH,1988-08-17
05193702,LOST,1988-08-09
05193702,SRCH,1987-11-05
05193702,LOST,1987-11-03
05193702,LOST,1983-01-26
05193702,DOCK,1981-09-02
05193714,SETS,2001-09-19
05195018,SETS,2001-09-19
05194704,SETS,2001-09-19
05194887,SETS,2001-09-19
05194360,SETS,2001-09-19
05192008,SETS,2001-09-19
05192008,SRCH,1984-11-28
05192008,LOST,1984-11-28
05196088,SETS,2001-09-19
05195980,SETS,2001-09-19
05195980,PA..,1984-07-19
05195980,DOCK,1983-08-15
05187901,SETS,2001-09-19
05187713,SETS,2001-09-19
05196521,SETS,2001-09-19
05196336,SETS,2001-09-19
05187531,SETS,2001-09-19
05187531,TMOS,1986-06-12
05187531,SRCH,1986-05-06
05187531,TMOS,1986-05-05
05187531,LOST,1986-05-02
05187531,SRCH,1984-10-25
05187531,LOST,1984-10-25
05187531,SRCH,1983-06-21
05187531,LOST,1983-02-18
05197309,SETS,2001-09-19
05185904,SETS,2001-09-19
05198378,SETS,2001-09-19
05175448,SETS,2001-09-19
05187559,LFFOUND,2016-08-29
05199947,SETS,2001-09-19
05184388,SETS,2001-09-19
05199811,SETS,2001-09-19
05201160,SETS,2001-09-19
05200092,LFFOUND,2016-11-21
05200092,LFFOUND,2003-11-24
05200092,LFLOST,2003-11-18
05200092,SETS,2001-09-19
05200968,SETS,2001-09-19
05198483,SETS,2001-09-19
05198483,SRCH,1990-07-19
05198483,LOST,1990-07-11
05201207,SETS,2001-09-19
05199068,SETS,2001-09-19
05199068,SRCH,1989-09-06
05199068,LOST,1989-09-01
05201311,SETS,2001-09-19
05198156,SETS,2001-09-19
05198156,SRCH,1983-10-04
05198156,LOST,1983-10-04
05201212,SETS,2001-09-19
05185156,SETS,2001-09-19
05184913,SETS,2001-09-19
05185106,SETS,2001-09-19
05200627,SETS,2001-09-19
05181564,SETS,2001-09-19
05202428,SETS,2001-09-19
05203227,SETS,2001-09-19
05178620,SETS,2001-09-19
05180289,SETS,2001-09-19
05180289,SRCH,1990-06-26
05180289,LOST,1990-06-19
05180289,LOST,1990-06-18
05180289,LOST,1989-03-08
05205199,SETS,2001-09-19
05204132,SETS,2001-09-19
05204132,TMOS,1987-06-03
05204132,SRCH,1987-05-12
05204132,SRCH,1987-05-11
05204132,LOST,1987-05-11
05204132,TMOS,1986-05-05
05204132,SRCH,1985-11-25
05204132,LOST,1985-11-18
05181834,SETS,2001-09-19
05180588,SETS,2001-09-19
05179094,SETS,2001-09-19
05178400,SETS,2001-09-19
05206906,PCTFR,2020-06-15
05206410,SETS,2001-09-19
05177231,SETS,2001-09-19
05177231,SRCH,1984-07-27
05177231,LOST,1984-07-24
05177231,LOST,1984-01-20
05207225,SETS,2001-09-19
05207225,SRCH,1985-11-04
05207225,LOST,1985-11-04
05203977,SETS,2001-09-19
05176664,SETS,2001-09-19
05176664,FOND,1996-01-29
05176664,SRCH,1996-01-19
05176664,TMOS,1996-01-18
05176664,LOST,1996-01-03
05176664,SRCH,1995-12-05
05176664,LOST,1995-11-17
05176664,TMOS,1995-09-07
05176664,SRCH,1995-08-09
05176664,LOST,1995-07-27
05176664,FOND,1995-06-01
05176664,SRCH,1995-05-26
05176664,LOST,1995-05-22
05208035,SETS,2001-09-19
05175988,SETS,2001-09-19
05175691,LFFOUND,2016-08-24
05175691,SETS,2001-09-19
05209231,SETS,2001-09-19
05210229,SETS,2001-09-19
05202575,SETS,2001-09-19
05206802,SETS,2001-09-19
05206802,DOCK,1999-09-23
05206802,C.AD,1988-03-14
05206802,PA..,1988-03-14
05206802,DOCK,1988-07-08
05210705,SETS,2001-09-19
05211605,SETS,2001-09-19
05211527,SETS,2001-09-19
05209751,SETS,2001-09-19
05208955,SETS,2001-09-19
05209928,SETS,2001-09-19
05207458,SETS,2001-09-19
05208772,SETS,2001-09-19
05208233,SETS,2001-09-19
05210094,SETS,2001-09-19
05210094,N570,1988-06-01
05210094,PA..,1988-04-04
05206514,SETS,2001-09-19
05212146,SETS,2001-09-19
05212522,SETS,2001-09-19
05212375,SETS,2001-09-19
05211977,SETS,2001-09-19
05212737,SETS,2001-09-19
05211722,SETS,2001-09-19
05211259,SETS,2001-09-19
05212356,SETS,2001-09-19
05205747,SETS,2001-09-19
05205860,SETS,2001-09-19
05202096,SETS,2001-09-19
05201541,SETS,2001-09-19
05205190,SETS,2001-09-19
05214262,SETS,2001-09-19
05212778,SETS,2001-09-19
05201576,SETS,2001-09-19
05201405,SETS,2001-09-19
05216702,SETS,2001-09-19
05216702,C.AD,1988-05-19
05212581,SETS,2001-09-19
05212581,SRCH,1983-06-07
05212581,LOST,1983-05-10
05212606,SETS,2001-09-19
05217060,SETS,2001-09-19
05217612,SETS,2001-09-19
05217612,G03V,1994-02-02
05217612,FOND,1992-01-08
05217612,SRCH,1992-01-08
05217612,LOST,1992-01-08
05217612,FOND,1991-12-23
05217612,LOST,1991-12-23
05217612,SRCH,1990-03-06
05217612,LOST,1990-03-01
05217713,SETS,2001-09-19
05217757,SETS,2001-09-19
05218287,SETS,2001-09-19
05217768,SETS,2001-09-19
05196583,LFFOUND,2016-08-25
05196583,SETS,2001-09-19
05196583,TMOS,1987-06-12
05196583,SRCH,1987-05-15
05196583,LOST,1987-05-15
05196583,TMOS,1986-05-20
05196583,SRCH,1985-05-23
05196583,LOST,1985-05-23
05196583,LOST,1985-05-16
05215421,LFFOUND,2016-08-25
05215421,SETS,2001-09-19
05215421,FOND,1995-11-07
05215421,SRCH,1995-11-07
05215421,LOST,1995-10-25
05215421,SRCH,1990-10-22
05215421,LOST,1990-10-16
05215421,SRCH,1987-06-16
05215421,LOST,1987-06-16
05215421,N570,2001-08-23
05218370,SETS,2001-09-19
05198027,SETS,2001-09-19
05198527,LFFOUND,2016-10-27
05198527,SETS,2001-09-19
05199037,SETS,2001-09-19
05219180,SETS,2001-09-19
05218989,SETS,2001-09-19
